season,team,conference,stat_name,stat_value
2020,Cincinnati,American Athletic,rushingAttempts,381
2020,Eastern Michigan,Mid-American,fumblesLost,6
2020,UCLA,Pac-12,kickReturns,10
2020,Notre Dame,FBS Independents,passesIntercepted,7
2020,Tulsa,American Athletic,sacks,22
2020,Auburn,SEC,passCompletions,216
2020,Tennessee,SEC,kickReturns,19
2020,Virginia,ACC,sacks,32
2020,Louisiana,Sun Belt,totalYards,4635
2020,Colorado,Pac-12,tacklesForLoss,49
2020,Liberty,FBS Independents,tacklesForLoss,59
2020,Colorado State,Mountain West,rushingYards,496
2020,Arizona,Pac-12,interceptionTDs,0
2020,Notre Dame,FBS Independents,turnovers,11
2020,Rutgers,Big Ten,firstDowns,171
2020,UCF,American Athletic,puntReturnTDs,0
2020,LSU,SEC,interceptions,9
2020,Pittsburgh,ACC,thirdDowns,173
2020,Oregon,Pac-12,fourthDownConversions,3
2020,Buffalo,Mid-American,firstDowns,154
2020,Utah,Pac-12,fourthDownConversions,5
2020,Virginia Tech,ACC,penaltyYards,514
2020,Ohio State,Big Ten,fourthDowns,9
2020,Georgia Southern,Sun Belt,thirdDownConversions,66
2020,Eastern Michigan,Mid-American,thirdDowns,81
2020,Florida International,Conference USA,interceptions,2
2020,New Mexico,Mountain West,turnovers,9
2020,Notre Dame,FBS Independents,rushingAttempts,506
2020,Western Kentucky,Conference USA,passAttempts,369
2020,Arkansas,SEC,penalties,64
2020,California,Pac-12,possessionTime,7364
2020,Michigan,Big Ten,sacks,9
2020,Boston College,ACC,rushingTDs,11
2020,Iowa State,Big 12,penaltyYards,512
2020,Hawai'i,Mountain West,penalties,49
2020,Ohio State,Big Ten,passesIntercepted,7
2020,Iowa State,Big 12,possessionTime,23784
2020,UAB,Conference USA,interceptionTDs,0
2020,Michigan,Big Ten,fumblesRecovered,1
2020,Kent State,Mid-American,possessionTime,6994
2020,Middle Tennessee,Conference USA,penalties,51
2020,UCF,American Athletic,kickReturnTDs,0
2020,South Florida,American Athletic,interceptionTDs,2
2020,Toledo,Mid-American,fumblesRecovered,5
2020,Florida State,ACC,puntReturns,8
2020,SMU,American Athletic,puntReturnYards,267
2020,California,Pac-12,passingTDs,6
2020,Colorado State,Mountain West,penalties,24
2020,Arkansas,SEC,firstDowns,206
2020,Iowa State,Big 12,passCompletions,249
2020,UTEP,Conference USA,passCompletions,126
2020,Troy,Sun Belt,tacklesForLoss,66
2020,Liberty,FBS Independents,interceptions,7
2020,Indiana,Big Ten,interceptionTDs,0
2020,Toledo,Mid-American,passingTDs,18
2020,Washington,Pac-12,fumblesRecovered,5
2020,Miami (OH),Mid-American,passAttempts,85
2020,Troy,Sun Belt,games,11
2020,Wake Forest,ACC,passCompletions,175
2020,Duke,ACC,kickReturns,35
2020,Arkansas State,Sun Belt,passesIntercepted,6
2020,Ohio,Mid-American,interceptionTDs,0
2020,Appalachian State,Sun Belt,puntReturnYards,173
2020,Akron,Mid-American,tacklesForLoss,15
2020,Ohio State,Big Ten,puntReturnYards,62
2020,Akron,Mid-American,puntReturnTDs,1
2020,Rice,Conference USA,rushingAttempts,214
2020,Miami,ACC,passesIntercepted,7
2020,Charlotte,Conference USA,rushingTDs,11
2020,Memphis,American Athletic,passCompletions,253
2020,Louisiana Monroe,Sun Belt,fumblesLost,6
2020,South Alabama,Sun Belt,passesIntercepted,7
2020,UT San Antonio,Conference USA,rushingAttempts,496
2020,Cincinnati,American Athletic,rushingYards,2126
2020,Troy,Sun Belt,kickReturnYards,755
2020,TCU,Big 12,interceptions,5
2020,Mississippi State,SEC,kickReturnTDs,0
2020,Indiana,Big Ten,possessionTime,14818
2020,Western Kentucky,Conference USA,kickReturnTDs,0
2020,Florida Atlantic,Conference USA,kickReturnTDs,0
2020,Northern Illinois,Mid-American,penaltyYards,414
2020,Penn State,Big Ten,rushingTDs,15
2020,Stanford,Pac-12,fourthDowns,7
2020,South Carolina,SEC,fourthDowns,23
2020,San José State,Mountain West,passesIntercepted,3
2020,Indiana,Big Ten,games,8
2020,Illinois,Big Ten,puntReturns,4
2020,Southern Mississippi,Conference USA,kickReturnTDs,1
2020,Wake Forest,ACC,fumblesRecovered,4
2020,Toledo,Mid-American,interceptions,7
2020,TCU,Big 12,penalties,76
2020,Central Michigan,Mid-American,interceptionTDs,0
2020,Louisville,ACC,puntReturnTDs,0
2020,Liberty,FBS Independents,fourthDownConversions,16
2020,Ohio,Mid-American,puntReturnYards,25
2020,Nevada,Mountain West,passingTDs,26
2020,Arkansas State,Sun Belt,rushingTDs,7
2020,Iowa State,Big 12,kickReturns,21
2020,Virginia Tech,ACC,thirdDownConversions,51
2020,Wake Forest,ACC,firstDowns,212
2020,Troy,Sun Belt,thirdDownConversions,75
2020,Boston College,ACC,fumblesLost,6
2020,Marshall,Conference USA,fumblesRecovered,10
2020,Illinois,Big Ten,turnovers,9
2020,Kent State,Mid-American,firstDowns,129
2020,Cincinnati,American Athletic,puntReturnYards,123
2020,Rice,Conference USA,possessionTime,10599
2020,Utah State,Mountain West,passCompletions,89
2020,Minnesota,Big Ten,fourthDowns,13
2020,Kansas State,Big 12,puntReturns,14
2020,Penn State,Big Ten,turnovers,17
2020,Virginia Tech,ACC,puntReturnTDs,0
2020,Missouri,SEC,kickReturnYards,163
2020,Kansas,Big 12,kickReturnYards,1043
2020,Liberty,FBS Independents,passingTDs,25
2020,West Virginia,Big 12,fumblesLost,8
2020,UT San Antonio,Conference USA,interceptions,8
2020,Northern Illinois,Mid-American,fumblesRecovered,2
2020,South Florida,American Athletic,passingTDs,12
2020,South Florida,American Athletic,thirdDowns,124
2020,South Alabama,Sun Belt,puntReturnTDs,0
2020,Southern Mississippi,Conference USA,fourthDownConversions,6
2020,South Florida,American Athletic,possessionTime,15367
2020,Oregon State,Pac-12,firstDowns,155
2020,UTEP,Conference USA,penalties,57
2020,UMass,FBS Independents,passingTDs,1
2020,Eastern Michigan,Mid-American,fourthDowns,14
2020,Virginia Tech,ACC,kickReturnTDs,0
2020,Arkansas State,Sun Belt,passingTDs,39
2020,UCLA,Pac-12,interceptions,6
2020,Utah,Pac-12,rushingTDs,9
2020,Clemson,ACC,passCompletions,326
2020,Auburn,SEC,fumblesRecovered,4
2020,Arkansas,SEC,sacks,14
2020,Texas Tech,Big 12,rushingAttempts,337
2020,Missouri,SEC,fourthDownConversions,10
2020,Penn State,Big Ten,penalties,39
2020,Kent State,Mid-American,rushingTDs,13
2020,UT San Antonio,Conference USA,passingTDs,16
2020,Texas,Big 12,puntReturnTDs,1
2020,Cincinnati,American Athletic,interceptionTDs,1
2020,San Diego State,Mountain West,interceptions,5
2020,Wisconsin,Big Ten,totalYards,2419
2020,Colorado,Pac-12,passCompletions,98
2020,Rice,Conference USA,rushingTDs,1
2020,Washington State,Pac-12,sacks,8
2020,Georgia Tech,ACC,firstDowns,199
2020,USC,Pac-12,puntReturnYards,43
2020,Boston College,ACC,kickReturnYards,406
2020,Southern Mississippi,Conference USA,interceptionTDs,0
2020,Alabama,SEC,interceptionTDs,3
2020,Liberty,FBS Independents,rushingYards,2779
2020,East Carolina,American Athletic,firstDowns,198
2020,Washington,Pac-12,thirdDownConversions,26
2020,UCF,American Athletic,fourthDowns,22
2020,Toledo,Mid-American,penaltyYards,449
2020,Stanford,Pac-12,passingTDs,7
2020,Louisiana,Sun Belt,fourthDowns,26
2020,Louisville,ACC,fumblesRecovered,7
2020,Stanford,Pac-12,passAttempts,220
2020,Penn State,Big Ten,fumblesLost,8
2020,Fresno State,Mountain West,kickReturnYards,409
2020,Cincinnati,American Athletic,puntReturnTDs,0
2020,Texas A&M,SEC,interceptions,4
2020,Kentucky,SEC,penalties,63
2020,Virginia,ACC,interceptionYards,175
2020,UTEP,Conference USA,fourthDownConversions,6
2020,Florida State,ACC,passingTDs,10
2020,Eastern Michigan,Mid-American,kickReturns,21
2020,Kansas State,Big 12,sacks,28
2020,Baylor,Big 12,fourthDowns,20
2020,Louisiana Monroe,Sun Belt,rushingYards,761
2020,Arkansas,SEC,interceptionTDs,3
2020,Iowa State,Big 12,interceptions,9
2020,Baylor,Big 12,penalties,64
2020,Texas Tech,Big 12,penaltyYards,574
2020,Purdue,Big Ten,kickReturns,20
2020,Stanford,Pac-12,thirdDowns,84
2020,Troy,Sun Belt,totalYards,4321
2020,Auburn,SEC,possessionTime,18967
2020,UMass,FBS Independents,fumblesRecovered,2
2020,Minnesota,Big Ten,rushingYards,1350
2020,Louisiana Tech,Conference USA,rushingYards,992
2020,Troy,Sun Belt,firstDowns,240
2020,Oklahoma,Big 12,passingTDs,30
2020,Michigan State,Big Ten,kickReturnYards,370
2020,Navy,American Athletic,netPassingYards,974
2020,Ohio,Mid-American,rushingYards,650
2020,Vanderbilt,SEC,interceptionTDs,0
2020,Northern Illinois,Mid-American,fumblesLost,8
2020,Hawai'i,Mountain West,kickReturns,25
2020,Stanford,Pac-12,rushingAttempts,194
2020,Notre Dame,FBS Independents,interceptionYards,68
2020,Miami (OH),Mid-American,games,3
2020,Air Force,Mountain West,fumblesLost,5
2020,Georgia Tech,ACC,kickReturnYards,403
2020,Georgia,SEC,sacks,33
2020,UNLV,Mountain West,fumblesLost,5
2020,North Texas,Conference USA,rushingAttempts,443
2020,Louisiana Monroe,Sun Belt,totalYards,3051
2020,USC,Pac-12,penaltyYards,431
2020,LSU,SEC,turnovers,13
2020,Arkansas,SEC,fumblesRecovered,5
2020,South Florida,American Athletic,passCompletions,187
2020,Oregon State,Pac-12,passingTDs,11
2020,Buffalo,Mid-American,penaltyYards,369
2020,Pittsburgh,ACC,interceptions,12
2020,Vanderbilt,SEC,puntReturnYards,46
2020,Stanford,Pac-12,fumblesRecovered,5
2020,Michigan State,Big Ten,interceptionYards,107
2020,Ball State,Mid-American,penaltyYards,391
2020,Oklahoma,Big 12,penalties,79
2020,Troy,Sun Belt,rushingYards,1129
2020,Western Michigan,Mid-American,firstDowns,142
2020,West Virginia,Big 12,thirdDowns,162
2020,BYU,FBS Independents,interceptionYards,54
2020,San Diego State,Mountain West,fumblesLost,6
2020,USC,Pac-12,rushingAttempts,184
2020,Wake Forest,ACC,interceptionYards,132
2020,Navy,American Athletic,fumblesLost,7
2020,California,Pac-12,fourthDownConversions,4
2020,LSU,SEC,puntReturnTDs,0
2020,Northern Illinois,Mid-American,interceptionTDs,0
2020,Texas,Big 12,penaltyYards,790
2020,Kansas,Big 12,interceptionTDs,0
2020,Arkansas State,Sun Belt,puntReturnYards,11
2020,Northwestern,Big Ten,thirdDownConversions,59
2020,Hawai'i,Mountain West,turnovers,12
2020,Wyoming,Mountain West,kickReturns,15
2020,Western Kentucky,Conference USA,passCompletions,208
2020,Kent State,Mid-American,passingTDs,14
2020,East Carolina,American Athletic,thirdDowns,130
2020,Coastal Carolina,Sun Belt,fumblesRecovered,9
2020,Louisville,ACC,netPassingYards,2686
2020,UMass,FBS Independents,totalYards,755
2020,South Florida,American Athletic,interceptions,6
2020,Wake Forest,ACC,kickReturnTDs,1
2020,Illinois,Big Ten,puntReturnYards,32
2020,Vanderbilt,SEC,passingTDs,13
2020,Oklahoma State,Big 12,puntReturnTDs,0
2020,SMU,American Athletic,possessionTime,17625
2020,Florida International,Conference USA,fourthDownConversions,5
2020,UAB,Conference USA,rushingAttempts,366
2020,UCLA,Pac-12,fumblesLost,7
2020,Texas Tech,Big 12,fourthDownConversions,12
2020,Michigan,Big Ten,penaltyYards,345
2020,Central Michigan,Mid-American,interceptionYards,48
2020,Washington,Pac-12,possessionTime,7593
2020,Fresno State,Mountain West,thirdDowns,88
2020,Arizona,Pac-12,passingTDs,6
2020,Stanford,Pac-12,netPassingYards,1726
2020,UMass,FBS Independents,puntReturnTDs,0
2020,Air Force,Mountain West,rushingAttempts,312
2020,Eastern Michigan,Mid-American,netPassingYards,1657
2020,UTEP,Conference USA,totalYards,2795
2020,Michigan State,Big Ten,thirdDownConversions,37
2020,NC State,ACC,interceptions,15
2020,Baylor,Big 12,passesIntercepted,12
2020,Houston,American Athletic,tacklesForLoss,59
2020,Florida International,Conference USA,netPassingYards,550
2020,Arizona State,Pac-12,penaltyYards,218
2020,Memphis,American Athletic,sacks,26
2020,Boise State,Mountain West,games,7
2020,Central Michigan,Mid-American,passCompletions,106
2020,Boise State,Mountain West,tacklesForLoss,51
2020,Florida,SEC,tacklesForLoss,72
2020,UNLV,Mountain West,penaltyYards,324
2020,San Diego State,Mountain West,possessionTime,16630
2020,Virginia,ACC,firstDowns,236
2020,Western Kentucky,Conference USA,netPassingYards,1984
2020,Temple,American Athletic,kickReturnTDs,0
2020,USC,Pac-12,thirdDownConversions,39
2020,Western Kentucky,Conference USA,fourthDowns,32
2020,Army,FBS Independents,passCompletions,35
2020,Texas A&M,SEC,sacks,27
2020,Western Kentucky,Conference USA,turnovers,15
2020,UT San Antonio,Conference USA,fourthDownConversions,10
2020,Michigan,Big Ten,fourthDownConversions,4
2020,Army,FBS Independents,penaltyYards,495
2020,Arkansas State,Sun Belt,penaltyYards,631
2020,Georgia State,Sun Belt,kickReturns,11
2020,Stanford,Pac-12,possessionTime,11365
2020,Wyoming,Mountain West,interceptionYards,60
2020,Fresno State,Mountain West,puntReturnYards,55
2020,Georgia Tech,ACC,interceptionYards,77
2020,Western Michigan,Mid-American,thirdDowns,67
2020,Florida International,Conference USA,games,5
2020,Arkansas State,Sun Belt,sacks,20
2020,Kansas,Big 12,firstDowns,143
2020,Utah State,Mountain West,kickReturns,23
2020,Illinois,Big Ten,thirdDowns,114
2020,Hawai'i,Mountain West,thirdDownConversions,54
2020,Texas Tech,Big 12,totalYards,4286
2020,Mississippi State,SEC,possessionTime,20401
2020,Vanderbilt,SEC,thirdDowns,139
2020,Miami (OH),Mid-American,rushingTDs,2
2020,Illinois,Big Ten,possessionTime,12983
2020,Maryland,Big Ten,kickReturnTDs,0
2020,Bowling Green,Mid-American,puntReturnTDs,0
2020,UTEP,Conference USA,possessionTime,15691
2020,Virginia Tech,ACC,games,11
2020,Appalachian State,Sun Belt,turnovers,17
2020,San José State,Mountain West,passingTDs,19
2020,UTEP,Conference USA,interceptions,9
2020,New Mexico,Mountain West,passesIntercepted,6
2020,Temple,American Athletic,kickReturns,13
2020,Arizona,Pac-12,rushingYards,846
2020,Baylor,Big 12,thirdDownConversions,47
2020,Miami (OH),Mid-American,sacks,13
2020,Virginia,ACC,kickReturnYards,533
2020,Arizona,Pac-12,netPassingYards,1065
2020,UTEP,Conference USA,kickReturnTDs,1
2020,Florida International,Conference USA,fumblesLost,2
2020,UCLA,Pac-12,rushingAttempts,319
2020,Arizona State,Pac-12,netPassingYards,777
2020,UCF,American Athletic,games,10
2020,Louisiana Monroe,Sun Belt,puntReturnTDs,0
2020,Colorado State,Mountain West,tacklesForLoss,42
2020,Indiana,Big Ten,thirdDownConversions,44
2020,Northwestern,Big Ten,kickReturnTDs,0
2020,Virginia,ACC,fourthDowns,25
2020,Vanderbilt,SEC,passAttempts,300
2020,East Carolina,American Athletic,turnovers,20
2020,South Alabama,Sun Belt,interceptionTDs,1
2020,Buffalo,Mid-American,fourthDowns,13
2020,UCLA,Pac-12,interceptionTDs,0
2020,Memphis,American Athletic,penaltyYards,520
2020,North Texas,Conference USA,fourthDowns,24
2020,Indiana,Big Ten,kickReturnYards,105
2020,Iowa State,Big 12,puntReturnYards,59
2020,Minnesota,Big Ten,puntReturnTDs,0
2020,San José State,Mountain West,tacklesForLoss,53
2020,Michigan State,Big Ten,kickReturnTDs,0
2020,SMU,American Athletic,thirdDowns,148
2020,North Texas,Conference USA,turnovers,15
2020,Tennessee,SEC,penaltyYards,502
2020,UCLA,Pac-12,thirdDowns,96
2020,Illinois,Big Ten,fourthDownConversions,7
2020,Pittsburgh,ACC,netPassingYards,2857
2020,UT San Antonio,Conference USA,turnovers,12
2020,Tennessee,SEC,puntReturnTDs,0
2020,NC State,ACC,puntReturns,12
2020,Central Michigan,Mid-American,firstDowns,118
2020,Tulane,American Athletic,puntReturns,20
2020,Navy,American Athletic,kickReturnTDs,0
2020,Louisville,ACC,fourthDownConversions,13
2020,Arizona,Pac-12,kickReturns,14
2020,Louisiana,Sun Belt,penaltyYards,674
2020,Oregon State,Pac-12,penalties,43
2020,Kansas,Big 12,games,9
2020,West Virginia,Big 12,penaltyYards,741
2020,Cincinnati,American Athletic,passesIntercepted,16
2020,Toledo,Mid-American,interceptionTDs,1
2020,Auburn,SEC,penaltyYards,556
2020,Florida State,ACC,puntReturnTDs,0
2020,Washington,Pac-12,kickReturnTDs,0
2020,Temple,American Athletic,netPassingYards,1456
2020,Buffalo,Mid-American,passingTDs,7
2020,Louisiana Monroe,Sun Belt,penalties,48
2020,East Carolina,American Athletic,possessionTime,16773
2020,Oklahoma,Big 12,penaltyYards,721
2020,Oklahoma State,Big 12,thirdDowns,174
2020,Missouri,SEC,puntReturnYards,56
2020,California,Pac-12,rushingTDs,4
2020,Buffalo,Mid-American,kickReturnYards,312
2020,Boston College,ACC,totalYards,4245
2020,Louisiana,Sun Belt,rushingYards,2345
2020,Akron,Mid-American,fumblesLost,3
2020,Florida International,Conference USA,passCompletions,57
2020,Arkansas State,Sun Belt,kickReturnYards,711
2020,Texas Tech,Big 12,puntReturnYards,96
2020,Ball State,Mid-American,firstDowns,195
2020,Florida State,ACC,turnovers,17
2020,South Florida,American Athletic,passAttempts,312
2020,Notre Dame,FBS Independents,fumblesRecovered,10
2020,Virginia Tech,ACC,tacklesForLoss,75
2020,Wyoming,Mountain West,puntReturnTDs,0
2020,South Carolina,SEC,sacks,14
2020,San José State,Mountain West,penalties,54
2020,Louisiana Monroe,Sun Belt,penaltyYards,437
2020,East Carolina,American Athletic,sacks,13
2020,Miami,ACC,thirdDowns,162
2020,Duke,ACC,netPassingYards,2441
2020,Michigan State,Big Ten,puntReturnYards,32
2020,Georgia,SEC,firstDowns,209
2020,Missouri,SEC,rushingAttempts,350
2020,Army,FBS Independents,thirdDowns,168
2020,Texas A&M,SEC,penaltyYards,564
2020,Air Force,Mountain West,turnovers,8
2020,Georgia State,Sun Belt,sacks,32
2020,South Carolina,SEC,kickReturns,13
2020,Texas Tech,Big 12,firstDowns,215
2020,Rutgers,Big Ten,thirdDowns,144
2020,Arizona,Pac-12,penalties,34
2020,Northwestern,Big Ten,sacks,14
2020,Texas Tech,Big 12,sacks,17
2020,Florida International,Conference USA,fourthDowns,12
2020,Virginia,ACC,passingTDs,22
2020,Akron,Mid-American,possessionTime,10800
2020,BYU,FBS Independents,netPassingYards,3984
2020,Washington State,Pac-12,rushingAttempts,110
2020,USC,Pac-12,firstDowns,134
2020,Georgia Tech,ACC,penalties,89
2020,Syracuse,ACC,puntReturnYards,185
2020,Stanford,Pac-12,puntReturns,4
2020,UT San Antonio,Conference USA,puntReturns,21
2020,Charlotte,Conference USA,passingTDs,10
2020,Wisconsin,Big Ten,passAttempts,202
2020,Iowa,Big Ten,thirdDowns,107
2020,Louisville,ACC,kickReturns,33
2020,Oregon State,Pac-12,tacklesForLoss,27
2020,Tulane,American Athletic,fumblesRecovered,10
2020,Miami,ACC,netPassingYards,3050
2020,Akron,Mid-American,thirdDownConversions,26
2020,Louisiana Tech,Conference USA,penaltyYards,456
2020,Washington,Pac-12,tacklesForLoss,18
2020,Texas State,Sun Belt,passCompletions,247
2020,Washington,Pac-12,fourthDowns,6
2020,Bowling Green,Mid-American,netPassingYards,712
2020,Wisconsin,Big Ten,fourthDowns,12
2020,South Alabama,Sun Belt,fourthDowns,34
2020,North Carolina,ACC,sacks,36
2020,Miami (OH),Mid-American,puntReturns,5
2020,Tulsa,American Athletic,fourthDowns,17
2020,Navy,American Athletic,puntReturnTDs,0
2020,BYU,FBS Independents,rushingTDs,35
2020,USC,Pac-12,fourthDownConversions,10
2020,Northern Illinois,Mid-American,passingTDs,11
2020,Marshall,Conference USA,passCompletions,171
2020,Georgia State,Sun Belt,interceptions,10
2020,Minnesota,Big Ten,netPassingYards,1394
2020,South Florida,American Athletic,turnovers,17
2020,Vanderbilt,SEC,penalties,42
2020,California,Pac-12,turnovers,5
2020,Syracuse,ACC,totalYards,2913
2020,Texas,Big 12,kickReturnYards,666
2020,Army,FBS Independents,turnovers,14
2020,Louisiana Tech,Conference USA,fourthDownConversions,16
2020,Miami,ACC,passCompletions,239
2020,Georgia Tech,ACC,passesIntercepted,6
2020,West Virginia,Big 12,interceptions,4
2020,Middle Tennessee,Conference USA,fourthDowns,12
2020,Notre Dame,FBS Independents,totalYards,5386
2020,Wake Forest,ACC,netPassingYards,2533
2020,Washington State,Pac-12,passCompletions,94
2020,TCU,Big 12,penaltyYards,628
2020,Washington State,Pac-12,fourthDowns,7
2020,Marshall,Conference USA,interceptions,10
2020,Boise State,Mountain West,penaltyYards,336
2020,Army,FBS Independents,possessionTime,24575
2020,Ole Miss,SEC,penaltyYards,516
2020,UT San Antonio,Conference USA,kickReturnTDs,0
2020,Utah,Pac-12,penalties,26
2020,Kansas,Big 12,penalties,51
2020,Georgia,SEC,possessionTime,18022
2020,Army,FBS Independents,passesIntercepted,12
2020,UCF,American Athletic,puntReturns,9
2020,Auburn,SEC,fourthDowns,11
2020,Liberty,FBS Independents,passesIntercepted,11
2020,UAB,Conference USA,kickReturnYards,269
2020,California,Pac-12,passCompletions,85
2020,USC,Pac-12,fumblesLost,4
2020,Ball State,Mid-American,fourthDowns,13
2020,USC,Pac-12,kickReturns,13
2020,Northern Illinois,Mid-American,puntReturnTDs,0
2020,Arkansas,SEC,interceptions,6
2020,Kansas,Big 12,kickReturnTDs,2
2020,UT San Antonio,Conference USA,interceptionTDs,1
2020,Tulsa,American Athletic,puntReturnYards,54
2020,Louisville,ACC,firstDowns,229
2020,Texas State,Sun Belt,passesIntercepted,7
2020,UTEP,Conference USA,firstDowns,149
2020,Colorado State,Mountain West,thirdDownConversions,12
2020,Arkansas,SEC,puntReturnTDs,0
2020,Utah,Pac-12,fourthDowns,11
2020,Bowling Green,Mid-American,interceptions,7
2020,LSU,SEC,fourthDownConversions,12
2020,Colorado,Pac-12,fourthDownConversions,3
2020,Buffalo,Mid-American,rushingTDs,32
2020,Memphis,American Athletic,tacklesForLoss,67
2020,Northwestern,Big Ten,netPassingYards,1790
2020,Oregon,Pac-12,puntReturnTDs,0
2020,Rutgers,Big Ten,games,9
2020,Baylor,Big 12,puntReturnTDs,0
2020,Michigan State,Big Ten,kickReturns,19
2020,Charlotte,Conference USA,passesIntercepted,5
2020,Troy,Sun Belt,fumblesLost,5
2020,Utah State,Mountain West,tacklesForLoss,38
2020,Florida State,ACC,penalties,80
2020,San José State,Mountain West,totalYards,3447
2020,East Carolina,American Athletic,rushingAttempts,361
2020,Southern Mississippi,Conference USA,kickReturns,31
2020,Notre Dame,FBS Independents,firstDowns,290
2020,Utah,Pac-12,tacklesForLoss,27
2020,Oklahoma State,Big 12,interceptions,10
2020,Cincinnati,American Athletic,interceptionYards,130
2020,UTEP,Conference USA,kickReturnYards,668
2020,Tulane,American Athletic,fumblesLost,4
2020,Miami,ACC,fumblesLost,6
2020,Utah,Pac-12,thirdDowns,69
2020,Boise State,Mountain West,thirdDownConversions,42
2020,Wyoming,Mountain West,fumblesLost,4
2020,Wake Forest,ACC,puntReturns,10
2020,Coastal Carolina,Sun Belt,interceptionYards,227
2020,Houston,American Athletic,rushingTDs,12
2020,Syracuse,ACC,interceptionYards,265
2020,South Alabama,Sun Belt,interceptionYards,134
2020,Colorado,Pac-12,sacks,15
2020,Ball State,Mid-American,games,8
2020,Boston College,ACC,fumblesRecovered,12
2020,Charlotte,Conference USA,rushingYards,930
2020,West Virginia,Big 12,possessionTime,19093
2020,Utah State,Mountain West,possessionTime,9065
2020,Northern Illinois,Mid-American,sacks,11
2020,Miami (OH),Mid-American,totalYards,1096
2020,Florida State,ACC,puntReturnYards,65
2020,Indiana,Big Ten,puntReturns,10
2020,UNLV,Mountain West,kickReturnYards,409
2020,UT San Antonio,Conference USA,tacklesForLoss,85
2020,Nebraska,Big Ten,fourthDownConversions,8
2020,Colorado,Pac-12,thirdDownConversions,41
2020,California,Pac-12,puntReturnYards,42
2020,Texas State,Sun Belt,fourthDowns,26
2020,South Carolina,SEC,kickReturnYards,256
2020,Florida,SEC,puntReturnTDs,1
2020,UMass,FBS Independents,kickReturns,12
2020,Arkansas State,Sun Belt,puntReturns,6
2020,Florida Atlantic,Conference USA,interceptionYards,30
2020,Washington State,Pac-12,passingTDs,6
2020,SMU,American Athletic,passingTDs,23
2020,TCU,Big 12,possessionTime,18050
2020,Houston,American Athletic,firstDowns,181
2020,Maryland,Big Ten,interceptions,9
2020,Virginia Tech,ACC,passAttempts,253
2020,Mississippi State,SEC,fumblesLost,7
2020,Minnesota,Big Ten,interceptionYards,30
2020,Clemson,ACC,interceptionTDs,0
2020,Colorado State,Mountain West,interceptionYards,30
2020,Arizona State,Pac-12,possessionTime,7034
2020,Utah State,Mountain West,firstDowns,82
2020,Buffalo,Mid-American,fumblesLost,2
2020,Kentucky,SEC,fourthDownConversions,8
2020,TCU,Big 12,rushingYards,2151
2020,UAB,Conference USA,rushingTDs,17
2020,Arizona,Pac-12,fourthDownConversions,3
2020,Georgia,SEC,fumblesRecovered,4
2020,North Carolina,ACC,possessionTime,22169
2020,Navy,American Athletic,fourthDowns,30
2020,Georgia State,Sun Belt,puntReturnYards,28
2020,Arkansas,SEC,rushingAttempts,394
2020,Boise State,Mountain West,puntReturns,16
2020,Louisiana Monroe,Sun Belt,puntReturns,6
2020,Boise State,Mountain West,rushingAttempts,230
2020,Kent State,Mid-American,turnovers,4
2020,Fresno State,Mountain West,interceptionTDs,0
2020,SMU,American Athletic,netPassingYards,3180
2020,Appalachian State,Sun Belt,fourthDownConversions,11
2020,Florida,SEC,netPassingYards,4543
2020,Vanderbilt,SEC,possessionTime,16028
2020,Arkansas,SEC,thirdDownConversions,46
2020,Southern Mississippi,Conference USA,firstDowns,187
2020,Arizona State,Pac-12,interceptionYards,12
2020,Virginia Tech,ACC,rushingYards,2648
2020,Minnesota,Big Ten,kickReturnYards,248
2020,Marshall,Conference USA,passAttempts,281
2020,Utah State,Mountain West,kickReturnTDs,1
2020,Texas State,Sun Belt,puntReturnYards,209
2020,Miami (OH),Mid-American,thirdDownConversions,17
2020,Georgia,SEC,interceptionTDs,2
2020,UT San Antonio,Conference USA,passesIntercepted,11
2020,Western Michigan,Mid-American,penaltyYards,391
2020,UNLV,Mountain West,kickReturnTDs,0
2020,Arizona State,Pac-12,rushingTDs,16
2020,Wisconsin,Big Ten,passingTDs,10
2020,Miami (OH),Mid-American,fumblesRecovered,1
2020,Colorado State,Mountain West,fourthDowns,8
2020,Buffalo,Mid-American,passesIntercepted,6
2020,Florida International,Conference USA,rushingYards,782
2020,Purdue,Big Ten,fourthDownConversions,6
2020,UNLV,Mountain West,thirdDownConversions,34
2020,SMU,American Athletic,passesIntercepted,7
2020,Air Force,Mountain West,netPassingYards,502
2020,Louisville,ACC,sacks,21
2020,Toledo,Mid-American,passAttempts,219
2020,Texas State,Sun Belt,tacklesForLoss,54
2020,Nevada,Mountain West,passCompletions,249
2020,Washington,Pac-12,interceptions,3
2020,UCLA,Pac-12,puntReturnYards,49
2020,Florida,SEC,penalties,66
2020,Louisiana Tech,Conference USA,passAttempts,359
2020,Rice,Conference USA,interceptionYards,77
2020,Kentucky,SEC,rushingTDs,19
2020,Texas,Big 12,interceptionYards,184
2020,USC,Pac-12,sacks,13
2020,West Virginia,Big 12,totalYards,4125
2020,Colorado State,Mountain West,fumblesLost,1
2020,LSU,SEC,penaltyYards,462
2020,Memphis,American Athletic,turnovers,18
2020,East Carolina,American Athletic,passingTDs,19
2020,Illinois,Big Ten,sacks,18
2020,Iowa State,Big 12,turnovers,14
2020,USC,Pac-12,interceptionTDs,0
