rushingTDs,puntReturnYards,puntReturnTDs,puntReturns,passingTDs,kickReturnYards,kickReturnTDs,kickReturns,kickingPoints,interceptionYards,interceptionTDs,passesIntercepted,fumblesRecovered,totalFumbles,sacks,possessionTime,interceptions,fumblesLost,turnovers,totalPenaltiesYards,yardsPerRushAttempt,rushingAttempts,rushingYards,yardsPerPass,completionAttempts,netPassingYards,totalYards,fourthDownEff,thirdDownEff,firstDowns,tacklesForLoss,defensiveTDs,tackles,qbHurries,passesDeflected,team,home_away,points,game_id,season,week,season_type
0,-1,0,1,3,91,0,7,6,0,0,1,1,,1,29:15,0,1,1,7-50,2.6,29,75,6.4,27-48,308,383,0-1,7-16,24,3,0,41,1,4,East Carolina,home,24,401117915,2019,14,regular
2,0,0,1,5,41,0,2,7,,,,1,,0,30:45,1,1,2,12-122,7.7,44,338,11.0,21-30,331,669,0-1,7-12,24,5,0,36,3,8,Tulsa,away,49,401117915,2019,14,regular
2,9,0,3,2,26,0,2,10,34,0,2,1,,1,27:15,0,0,0,11-112,5.5,42,232,7.7,24-40,307,539,1-2,10-18,28,1.5,0,7,0,0,UCF,home,34,401117912,2019,14,regular
1,,,,0,22,0,2,1,,,,0,,1,32:39,2,1,3,11-80,3.3,41,134,5.3,9-22,116,250,2-4,5-14,15,3,0,52,1,4,South Florida,away,7,401117912,2019,14,regular
1,14,0,2,0,51,0,3,4,,,,1,,2,31:37,0,1,1,6-45,4.0,34,137,5.9,26-41,243,380,1-3,5-16,20,3,0,38,0,3,Oregon State,away,10,401114199,2019,14,regular
1,26,0,2,1,121,1,2,6,,,,1,,1,28:23,0,1,1,4-30,5.2,37,191,5.8,18-30,174,365,3-3,3-14,19,5,1,42,4,5,Oregon,home,24,401114199,2019,14,regular
2,5,0,2,0,151,0,7,8,0,0,1,0,,3,36:09,0,2,2,5-40,4.2,53,223,6.5,22-37,242,465,0-4,11-20,26,5,0,41,1,2,Tulane,away,20,401117917,2019,14,regular
2,17,0,1,3,34,0,2,7,,,,2,,5,23:51,1,0,1,0-0,5.2,38,197,6.7,15-27,180,377,1-1,8-16,18,10,0,61,1,5,SMU,home,37,401117917,2019,14,regular
3,,,,4,10,0,2,6,20,0,2,0,,4,34:30,1,0,1,9-75,5.2,37,194,9.4,29-35,328,522,0-0,10-13,27,7,0,36,3,10,Appalachian State,away,48,401121978,2019,14,regular
1,,,,0,46,0,3,7,15,0,1,0,,0,25:30,2,0,2,4-20,1.5,23,35,6.6,27-46,304,339,1-3,5-15,20,4,0,41,0,2,Troy,home,13,401121978,2019,14,regular
4,12,0,1,0,42,0,2,7,,,,0,,1,35:20,2,0,2,3-29,6.5,63,411,11.5,5-11,127,538,1-4,4-12,23,3,0,38,0,3,Army,away,31,401114334,2019,14,regular
1,0,0,1,5,73,0,3,10,114,1,2,0,,2,24:40,0,0,0,4-36,7.0,19,133,8.8,26-41,359,492,0-0,4-8,25,7,1,46,1,1,Hawai'i,home,52,401114334,2019,14,regular
1,23,0,1,4,78,0,4,9,,,,2,,2,29:57,0,0,0,11-95,5.1,37,190,8.5,17-30,255,445,2-2,4-14,24,2,0,35,1,4,Notre Dame,away,45,401114212,2019,14,regular
1,-1,0,1,2,108,0,6,6,,,,0,,1,30:03,0,2,2,6-56,4.2,28,118,5.9,28-47,276,394,1-1,4-14,26,8,0,35,1,4,Stanford,home,24,401114212,2019,14,regular
2,,,,1,,,,6,,,,0,,0,31:30,1,0,1,6-62,3.1,47,144,8.0,15-23,185,329,0-1,7-16,20,1,0,25,9,8,Missouri,away,24,401110864,2019,14,regular
0,30,0,2,2,47,0,2,2,6,0,1,0,,3,28:30,0,0,0,7-50,5.3,31,165,2.5,11-31,77,242,0-3,4-13,16,8,0,36,0,0,Arkansas,home,14,401110864,2019,14,regular
4,0,0,1,4,,,,8,16,0,1,1,,2,36:35,0,1,1,7-66,5.3,50,264,11.6,15-27,313,577,0-1,9-15,27,9,0,33,2,9,Ohio State,away,56,401112228,2019,14,regular
2,2,0,1,1,80,0,4,7,,,,1,,1,23:25,1,1,2,5-38,3.5,26,91,7.1,18-43,305,396,0-2,2-13,21,5,0,30,2,2,Michigan,home,27,401112228,2019,14,regular
1,,,,2,,,,12,3,0,2,1,,2,29:02,3,2,5,7-61,3.4,44,151,7.5,31-56,421,572,1-2,10-20,32,9,0,41,4,3,Wake Forest,away,30,401112525,2019,14,regular
1,,,,2,89,0,5,15,21,0,3,2,,1,30:58,2,1,3,12-122,4.1,44,180,6.7,23-39,261,441,0-0,9-20,25,3,0,43,2,5,Syracuse,home,39,401112525,2019,14,regular
0,6,0,1,2,89,0,4,2,,,,0,,3,25:31,3,0,3,8-90,4.8,32,155,6.0,22-38,228,383,0-1,7-15,19,7,0,45,0,1,Arizona,away,14,401114163,2019,14,regular
2,,,,0,,,,10,18,0,3,0,,1,34:29,0,0,0,4-45,4.3,55,234,5.5,12-19,104,338,0-1,7-16,23,3,0,37,0,3,Arizona State,home,24,401114163,2019,14,regular
2,2,0,2,3,41,0,2,11,0,0,3,1,,1,36:24,1,0,1,10-90,4.4,41,180,12.6,25-35,440,620,1-1,7-14,27,5,0,29,2,4,North Carolina,away,41,401112524,2019,14,regular
0,,,,1,35,0,2,4,16,0,1,0,,3,23:36,3,1,4,8-65,5.1,26,132,5.2,13-30,157,289,1-2,2-12,16,6,0,36,2,2,NC State,home,10,401112524,2019,14,regular
2,8,0,3,1,41,0,3,2,,,,1,,3,28:31,1,2,3,5-34,2.9,47,136,9.4,15-26,245,381,2-2,5-14,23,8,0,27,3,1,Ole Miss,away,20,401110863,2019,14,regular
3,,,,0,44,0,2,3,6,0,1,2,,4,31:29,0,1,1,5-41,4.8,44,210,7.7,10-14,108,318,1-2,4-12,15,9,0,45,2,6,Mississippi State,home,21,401110863,2019,14,regular
0,,,,1,,,,4,,,,0,,2,26:22,2,0,2,3-17,2.4,25,61,5.2,20-43,225,286,3-3,3-13,20,3,0,47,5,3,Georgia,away,10,401132981,2019,15,regular
0,,,,4,,,,13,17,0,2,0,,3,33:38,0,0,0,5-45,3.7,36,132,9.2,28-38,349,481,0-0,9-16,26,4,0,31,1,4,LSU,home,37,401132981,2019,15,regular
0,12,0,1,2,48,0,2,11,5,0,1,1,,3,22:22,0,0,0,4-37,1.2,29,35,8.5,9-27,230,265,0-1,3-15,8,8,0,42,2,1,Baylor,away,23,401132974,2019,15,regular
2,1,0,2,1,43,0,3,12,,,,0,,6,36:36,1,1,2,6-50,2.9,50,146,12.0,17-24,287,433,0-0,6-15,21,15,0,33,7,5,Oklahoma,home,30,401132974,2019,15,regular
3,16,0,2,1,37,0,3,13,1,0,2,0,,6,29:20,0,0,0,12-95,5.8,41,239,7.4,14-26,193,432,1-1,4-14,19,9,0,30,1,3,Oregon,home,37,401132973,2019,15,regular
0,5,0,3,2,52,0,2,1,,,,0,,1,30:40,2,0,2,8-48,3.3,35,116,6.7,17-29,193,309,0-4,4-14,18,3,0,33,4,2,Utah,away,15,401132973,2019,15,regular
1,1,0,1,3,,,,10,,,,0,,2,31:46,0,1,1,4-40,3.7,46,172,10.0,20-32,320,492,2-3,6-14,28,8,0,42,4,6,Ohio State,away,34,401132983,2019,15,regular
3,,,,0,28,0,2,3,,,,1,,5,28:14,0,0,0,4-41,5.4,37,200,6.8,17-34,232,432,1-3,7-15,23,5,0,46,1,2,Wisconsin,home,21,401132983,2019,15,regular
0,0,0,1,0,18,0,1,6,0,0,1,0,,0,31:05,2,0,2,11-83,3.5,40,139,4.4,8-19,84,223,0-1,2-13,14,1,0,32,5,3,UAB,away,6,401132980,2019,15,regular
2,35,1,3,4,,,,7,16,0,2,0,,3,22:52,1,0,1,7-90,6.8,42,286,7.7,18-39,299,585,2-3,6-13,29,6,1,29,1,2,Florida Atlantic,home,49,401132980,2019,15,regular
1,10,0,2,0,45,0,2,4,4,0,1,0,,1,27:52,1,1,2,9-61,3.0,26,79,6.8,20-36,244,323,2-5,4-12,16,3,0,34,0,0,Hawai'i,away,10,401132979,2019,15,regular
2,9,0,2,2,,,,7,0,0,1,1,,3,32:07,1,0,1,3-21,3.9,37,144,7.1,21-31,220,364,2-2,8-16,20,5,0,31,0,2,Boise State,home,31,401132979,2019,15,regular
3,15,0,3,0,41,0,2,6,70,0,1,0,,2,28:58,1,1,2,10-70,5.7,39,221,6.3,16-37,233,454,1-2,7-17,21,9,0,57,1,4,Cincinnati,away,24,401132976,2019,15,regular
2,0,0,1,1,72,0,3,11,0,0,1,1,,1,31:02,1,0,1,4-40,4.3,45,194,6.3,18-40,253,447,0-1,7-18,25,2,0,43,5,1,Memphis,home,29,401132976,2019,15,regular
1,0,0,3,4,148,0,7,8,,,,1,,3,29:52,1,2,3,5-21,4.2,38,159,7.7,24-46,354,513,1-1,8-14,31,5,0,29,1,5,Louisiana,away,38,401132984,2019,15,regular
3,,,,2,26,0,2,9,15,1,1,2,,1,30:11,0,1,1,6-39,5.2,51,267,8.8,9-17,149,416,2-3,5-13,20,4,1,42,10,4,Appalachian State,home,45,401132984,2019,15,regular
2,33,0,2,1,51,0,2,3,,,,0,,3,29:55,1,0,1,11-75,3.2,31,99,6.0,27-43,256,355,2-3,7-17,20,11,0,28,0,2,Central Michigan,home,21,401132982,2019,15,regular
1,41,0,3,1,127,0,2,14,13,0,1,0,,3,30:05,0,0,0,7-51,2.2,35,76,7.3,14-27,196,272,0-1,5-16,15,5,0,34,1,8,Miami (OH),away,26,401132982,2019,15,regular
0,,,,2,76,0,4,5,,,,0,,2,33:14,3,0,3,3-27,3.9,27,104,5.9,30-48,283,387,0-1,10-18,23,7,0,31,1,3,Virginia,away,17,401132975,2019,15,regular
4,4,0,1,4,32,0,1,14,22,0,3,0,,2,26:46,0,0,0,4-25,5.6,38,211,14.1,21-29,408,619,0-0,6-9,28,3,0,42,3,5,Clemson,home,62,401132975,2019,15,regular
3,7,0,1,1,,,,7,6,0,1,1,,2,32:19,0,0,0,1-15,7.2,55,395,1.0,1-1,1,396,0-0,7-12,17,8,0,32,1,0,Navy,home,31,401114335,2019,15,regular
1,9,0,2,0,42,0,4,1,,,,0,,1,27:41,1,1,2,3-18,2.6,47,123,4.2,3-6,25,148,2-3,4-14,9,2,0,25,0,0,Army,away,7,401114335,2019,15,regular
2,0,0,1,3,68,0,5,11,,,,1,,2,27:42,1,2,3,4-36,4.7,40,189,8.1,30-39,317,506,0-1,6-13,29,7,0,47,1,0,Utah State,away,41,401135261,2019,1,postseason
3,,,,2,191,0,7,19,1,0,1,2,,4,32:18,0,1,1,6-60,4.5,56,252,11.0,22-27,298,550,1-2,7-15,26,9,0,35,0,3,Kent State,home,51,401135261,2019,1,postseason
