tacklesForLoss,defensiveTDs,tackles,sacks,qbHurries,passesDeflected,fumblesRecovered,rushingTDs,passingTDs,kickReturnYards,kickReturnTDs,kickReturns,possessionTime,interceptions,fumblesLost,turnovers,totalPenaltiesYards,yardsPerRushAttempt,rushingAttempts,rushingYards,yardsPerPass,completionAttempts,netPassingYards,totalYards,fourthDownEff,thirdDownEff,firstDowns,kickingPoints,interceptionYards,interceptionTDs,passesIntercepted,puntReturnYards,puntReturnTDs,puntReturns,team,home_away,points,game_id,season,week,season_type,totalFumbles
3,0,31,1,2,2,0,0,3,18,0,1,22:07,1,0,1,4-35,3.6,27,97,8.9,23-43,382,479,0-2,3-13,22,3,,,,24,0,3,North Texas,home,21,401207142,2020,6,regular,
1,1,37,1,3,7,3,4,0,,,,34:41,0,0,0,5-40,4.6,40,182,7.4,16-22,162,344,1-2,6-14,17,8,,,,65,0,5,Marshall,away,38,401207146,2020,6,regular,
4,0,44,1,1,3,0,1,1,13,0,2,25:19,0,3,3,0-0,3.4,25,85,5.4,21-39,209,294,2-3,2-12,15,2,,,,2,0,1,Western Kentucky,home,14,401207146,2020,6,regular,
1,0,43,0,0,2,0,4,0,85,0,3,35:21,0,0,0,4-50,4.2,60,251,24.0,2-2,48,299,4-4,8-14,18,7,12,0,1,,,,Navy,home,31,401212515,2020,6,regular,
4,0,36,1,0,0,0,3,1,56,0,3,24:39,1,0,1,4-30,5.0,33,166,7.8,22-31,241,407,2-2,8-12,25,5,,,,,,,Temple,away,29,401212515,2020,6,regular,
10,0,42,4,1,1,4,2,3,29,0,3,35:36,0,0,0,3-45,4.5,47,210,8.5,17-26,222,432,2-2,8-16,21,14,,,,25,0,2,East Carolina,away,44,401212477,2020,6,regular,1
5,0,47,1,1,2,0,3,0,125,0,4,24:24,0,2,2,5-50,2.7,34,92,8.1,28-38,306,398,0-3,5-13,22,6,,,,,,,South Florida,home,24,401212477,2020,6,regular,2
7,2,42,3,2,1,3,1,1,57,0,2,28:35,0,0,0,8-66,1.6,45,70,5.6,11-25,141,211,0-3,4-16,16,7,73,1,2,,,,Tulane,away,31,401212523,2020,6,regular,
12,1,39,6,5,3,0,4,2,97,1,1,31:13,2,3,5,10-84,3.7,43,157,9.7,20-33,319,476,2-3,6-13,22,7,,,,108,0,7,Houston,home,49,401212523,2020,6,regular,
4,0,48,1,0,5,1,0,3,35,0,3,33:05,2,1,3,6-33,2.1,37,78,6.7,25-50,333,411,0-1,10-20,22,9,,,,7,0,1,Central Arkansas,away,27,401246425,2020,6,regular,
9,1,52,4,1,6,1,0,6,45,0,3,26:55,0,1,1,8-75,5.0,36,181,9.8,21-40,392,573,2-3,7-17,25,6,66,1,2,13,0,1,Arkansas State,home,50,401246425,2020,6,regular,
1,0,35,0,0,5,0,1,1,81,0,4,25:59,0,1,1,7-66,4.5,36,161,3.0,15-31,93,254,2-3,2-15,16,5,,,,4,0,1,Texas State,away,17,401215308,2020,6,regular,
9,0,28,2,2,3,1,1,4,0,0,1,34:01,0,0,0,6-72,4.3,35,150,7.3,33-46,338,488,2-3,7-17,26,7,,,,18,0,1,Troy,home,37,401215308,2020,6,regular,
6,0,50,4,0,4,0,0,1,68,0,3,23:45,0,0,0,8-65,4.1,23,95,6.3,17-22,139,234,1-1,3-9,13,1,,,,,,,Louisville,away,7,401234613,2020,7,regular,
7,0,32,0,0,2,0,1,0,22,0,1,35:40,0,0,0,3-18,4.7,49,232,5.6,11-19,107,339,0-1,8-15,24,6,,,,,,,Notre Dame,home,12,401234613,2020,7,regular,
4,0,31,2,4,10,0,1,4,22,0,1,33:59,1,0,1,6-43,3.4,43,147,12.6,24-33,417,564,0-0,6-11,33,11,64,0,3,2,0,1,Alabama,home,41,401237107,2020,7,regular,
4,0,42,3,3,3,0,1,2,161,0,6,26:01,3,0,3,6-52,4.8,30,145,6.7,18-40,269,414,0-0,7-16,20,6,0,0,1,,,,Georgia,away,24,401237107,2020,7,regular,
5,2,36,2,1,2,1,1,1,,,,33:33,0,1,1,1-10,4.2,45,189,6.7,13-16,107,296,0-0,6-12,18,10,126,2,3,1,0,1,Kentucky,away,34,401237111,2020,7,regular,
5,0,30,2,0,2,1,1,0,71,0,3,26:01,3,1,4,6-63,4.3,41,175,4.3,15-26,112,287,2-3,3-12,18,1,,,,,,,Tennessee,home,7,401237111,2020,7,regular,
5,0,43,1,2,2,0,1,1,23,0,1,28:43,3,0,3,9-89,5.8,36,209,5.8,24-47,272,481,0-1,7-16,27,10,1,0,1,,,,Auburn,away,22,401237109,2020,7,regular,
3,0,45,3,5,5,0,3,1,16,0,1,31:17,1,0,1,5-39,3.6,43,153,6.0,15-24,144,297,0-0,7-13,20,6,34,0,3,3,0,1,South Carolina,home,30,401237109,2020,7,regular,
11,2,40,2,1,3,1,1,1,,,,30:29,1,1,2,3-15,3.1,48,150,7.2,21-34,244,394,1-1,6-17,24,9,68,2,6,,,,Arkansas,home,33,401237108,2020,7,regular,
8,0,46,3,4,3,1,1,2,37,0,2,29:31,6,1,7,6-35,4.6,53,242,5.3,20-38,200,442,5-9,4-16,23,3,0,0,1,8,0,1,Ole Miss,away,21,401237108,2020,7,regular,
8,0,24,6,5,5,1,2,2,,,,30:32,1,0,1,5-40,5.5,34,186,6.0,13-23,139,325,0-0,4-10,17,4,0,0,1,55,0,4,Texas A&M,away,28,401237112,2020,7,regular,
1,1,15,0,2,3,0,0,1,,,,29:28,1,1,2,3-25,-0.1,20,-2,5.5,30-40,219,217,0-0,7-15,15,2,60,1,1,,,,Mississippi State,home,14,401237112,2020,7,regular,
5,0,24,1,4,2,0,1,3,,,,33:16,1,0,1,6-45,4.1,45,184,10.4,20-36,374,558,0-3,2-12,27,2,9,0,1,,,,North Carolina,away,28,401234612,2020,7,regular,
8,1,38,4,4,3,0,2,1,,,,26:44,1,0,1,11-87,6.7,36,241,10.1,8-19,191,432,0-0,4-12,16,7,25,1,1,20,0,1,Florida State,home,31,401234612,2020,7,regular,
6,0,26,1,8,6,3,4,1,80,0,3,30:48,0,0,0,7-63,8.5,41,350,7.4,11-15,111,461,0-0,3-9,23,10,45,0,2,,,,Virginia Tech,home,40,401234609,2020,7,regular,
4,0,28,1,1,1,0,0,2,67,0,4,28:59,2,3,5,9-70,3.6,25,90,6.8,28-51,345,435,2-3,9-15,24,2,,,,0,0,1,Boston College,away,14,401234609,2020,7,regular,
4,0,52,2,0,5,1,0,1,44,0,2,24:07,1,2,3,3-40,2.8,44,123,5.8,6-14,81,204,0-3,2-14,7,1,9,0,1,4,0,3,Georgia Tech,home,7,401234610,2020,7,regular,
12,0,40,4,1,0,2,3,7,25,0,2,35:53,1,1,2,2-20,4.4,39,171,10.2,33-49,500,671,2-2,9-17,29,13,31,0,1,13,0,1,Clemson,away,73,401234610,2020,7,regular,
7,1,37,3,1,2,2,0,1,75,0,4,31:03,3,0,3,5-55,3.1,41,129,4.8,24-40,190,319,1-2,4-16,24,8,0,0,1,51,1,3,Duke,away,20,401234611,2020,7,regular,
7,1,41,4,4,4,0,1,2,53,0,2,28:57,1,2,3,8-106,3.1,38,118,7.4,18-32,237,355,1-1,7-15,19,7,22,0,2,19,1,1,NC State,home,31,401234611,2020,7,regular,
7,0,37,3,1,4,0,2,0,114,0,5,32:52,2,1,3,5-52,5.7,38,218,4.5,25-45,202,420,1-2,4-15,27,11,,,,22,0,3,Virginia,away,23,401234616,2020,7,regular,
5,0,50,1,3,7,1,3,1,,,,27:08,0,0,0,12-119,4.1,42,174,11.4,16-27,309,483,1-2,4-15,18,16,0,0,2,8,0,1,Wake Forest,home,40,401234616,2020,7,regular,
15,0,34,4,2,5,0,0,1,14,0,1,30:33,0,1,1,10-89,0.8,26,22,5.9,23-47,278,300,0-2,3-17,19,13,68,0,2,16,0,2,Pittsburgh,away,19,401234614,2020,7,regular,
9,0,34,3,6,7,1,0,4,,,,27:39,2,0,2,5-55,2.6,42,109,7.2,16-31,222,331,0-0,4-13,21,7,,,,0,0,1,Miami,home,31,401234614,2020,7,regular,
4,0,36,2,0,2,1,0,2,77,0,4,26:31,0,0,0,9-85,6.2,32,197,4.8,19-39,186,383,1-3,6-15,24,4,,,,3,0,1,UT San Antonio,home,16,401240115,2020,7,regular,
3,0,37,1,3,4,0,4,0,19,0,2,33:29,0,1,1,5-51,5.1,60,305,17.7,1-3,53,358,1-1,6-10,24,4,,,,33,0,2,Army,away,28,401240115,2020,7,regular,
11,0,36,5,0,3,0,2,3,35,0,3,32:55,1,1,2,8-76,5.9,38,226,7.2,26-44,318,544,1-2,6-16,29,8,22,0,2,27,0,5,West Virginia,home,38,401236007,2020,7,regular,
9,1,52,1,2,10,1,0,1,178,1,6,27:05,2,0,2,9-90,2.0,31,62,4.1,14-23,95,157,0-0,2-13,7,5,11,0,1,,,,Kansas,away,17,401236007,2020,7,regular,
6,0,38,3,0,7,0,4,1,41,0,2,30:29,0,2,2,4-50,7.0,48,338,9.1,16-20,182,520,2-2,3-12,24,8,0,0,1,-5,0,1,Liberty,away,38,401234615,2020,7,regular,
5,0,38,2,0,1,2,0,3,151,0,6,29:31,1,0,1,10-80,3.6,27,97,5.3,19-40,211,308,2-4,3-14,19,3,,,,7,0,1,Syracuse,home,21,401234615,2020,7,regular,
5,0,40,1,1,0,0,2,3,,,,30:51,0,1,1,4-40,7.5,41,308,8.0,11-16,128,436,0-0,5-9,20,11,33,0,2,53,0,1,Georgia Southern,home,41,401250215,2020,7,regular,
5,0,39,0,0,2,1,0,0,104,0,5,29:09,2,0,2,5-29,3.5,32,111,3.8,13-21,80,191,3-3,2-13,10,0,,,,13,0,1,UMass,away,0,401250215,2020,7,regular,
6,0,35,2,3,4,0,1,2,48,0,3,34:12,0,0,0,9-98,2.9,44,128,9.4,21-33,310,438,0-1,9-17,24,8,,,,25,0,1,Houston,home,26,401212551,2020,7,regular,
10,0,38,3,1,4,0,2,4,21,0,1,25:48,0,0,0,8-62,3.3,24,78,11.4,25-35,400,478,1-1,3-10,23,5,,,,0,0,1,BYU,away,43,401212551,2020,7,regular,
8,0,48,5,5,2,0,5,2,94,0,6,27:52,2,1,3,10-61,9.4,49,462,10.9,18-28,306,768,0-0,7-10,32,10,2,0,1,-2,0,1,North Texas,away,52,401207150,2020,7,regular,
5,1,48,2,2,1,1,1,3,58,0,3,32:08,1,0,1,6-54,5.6,48,268,5.7,18-29,164,432,0-2,8-15,23,5,77,0,2,,,,Middle Tennessee,home,35,401207150,2020,7,regular,
9,0,35,6,1,1,0,3,2,53,0,2,35:31,1,1,2,5-69,3.7,47,175,9.5,19-24,227,402,0-2,13-16,25,5,11,0,1,18,0,2,Marshall,away,35,401207149,2020,7,regular,
4,0,36,0,0,0,1,0,2,86,0,5,24:29,1,0,1,3-23,0.3,24,7,7.6,26-34,260,267,1-1,1-10,17,5,0,0,1,0,0,1,Louisiana Tech,home,17,401207149,2020,7,regular,
6,1,41,5,7,5,2,2,1,27,0,1,31:03,1,1,2,9-82,6.2,35,217,4.5,15-31,141,358,0-1,7-14,17,13,36,0,2,51,1,3,UAB,home,37,401207153,2020,7,regular,
7,0,44,1,4,8,1,0,2,92,0,5,28:33,2,2,4,4-39,2.8,32,88,4.6,16-35,162,250,4-5,1-12,15,2,-5,0,1,,,,Western Kentucky,away,14,401207153,2020,7,regular,
2,0,56,0,0,4,0,2,3,131,0,6,27:39,0,3,3,11-111,3.3,44,143,6.2,16-29,181,324,2-2,4-12,21,7,77,0,2,2,0,1,South Florida,away,37,401212478,2020,7,regular,
8,1,56,4,2,4,3,0,4,30,0,2,32:21,2,0,2,5-54,3.4,42,142,6.4,30-42,270,412,1-1,9-17,32,9,,,,21,0,1,Temple,home,39,401212478,2020,7,regular,
7,0,35,2,3,5,2,4,0,,,,31:29,1,1,2,3-24,5.1,57,288,6.0,3-5,30,318,3-3,4-12,17,3,,,,1,0,1,Navy,away,27,401212548,2020,7,regular,
4,0,29,1,1,0,1,2,0,26,0,2,28:31,0,2,2,3-20,6.0,45,268,5.5,10-20,109,377,2-3,3-13,19,11,-1,0,1,9,0,1,East Carolina,home,23,401212548,2020,7,regular,
6,0,55,3,2,3,1,1,6,34,0,2,33:18,0,1,1,7-44,5.0,44,218,9.7,34-50,486,704,5-5,6-16,41,4,,,,,,,Memphis,home,50,401212537,2020,7,regular,
6,0,50,2,0,4,1,2,5,,,,25:34,0,1,1,10-96,4.2,47,197,12.7,31-43,548,745,3-5,5-12,32,3,,,,,,,UCF,away,49,401212537,2020,7,regular,
8,0,50,4,0,1,0,2,2,43,0,3,31:15,0,1,1,10-92,3.3,43,142,11.6,24-38,439,581,0-0,10-18,25,13,13,0,1,9,0,4,SMU,away,37,401212487,2020,7,regular,
11,0,61,3,0,6,1,3,1,62,0,4,28:24,1,0,1,11-86,4.1,48,195,6.6,12-29,192,387,0-0,5-14,23,10,,,,8,0,1,Tulane,home,34,401212487,2020,7,regular,
2,0,29,0,2,2,0,2,2,,,,38:11,0,0,0,3-25,4.4,48,212,8.4,17-24,202,414,1-1,9-15,23,6,2,0,1,,,,Coastal Carolina,away,30,401215311,2020,7,regular,
4,0,33,1,1,4,0,3,1,56,0,4,21:45,1,0,1,6-50,7.7,31,240,7.5,14-23,173,413,0-0,4-9,20,3,,,,0,0,1,Louisiana,home,27,401215311,2020,7,regular,
7,1,57,4,0,2,1,3,3,18,0,1,24:05,0,1,1,10-96,6.6,41,269,9.0,18-35,314,583,1-4,5-15,25,10,,,,,,,Georgia State,away,52,401215310,2020,7,regular,
2,0,43,0,0,7,1,0,8,69,0,4,35:55,0,1,1,8-91,1.5,39,58,9.7,40-57,551,609,3-4,6-17,34,11,,,,9,0,1,Arkansas State,home,59,401215310,2020,7,regular,
6,0,31,2,1,3,1,1,2,58,0,3,34:12,1,0,1,7-40,1.8,30,55,7.7,30-48,370,425,2-3,6-17,21,11,18,0,2,10,0,1,Eastern Kentucky,away,29,401239872,2020,7,regular,
7,0,30,3,5,6,0,1,3,171,0,7,25:48,2,1,3,8-131,5.1,34,174,8.8,26-38,333,507,0-0,7-13,27,7,0,0,1,59,0,2,Troy,home,31,401239872,2020,7,regular,
9,0,49,2,2,5,0,1,1,106,0,5,24:43,0,0,0,6-52,3.4,26,88,6.5,28-40,260,348,1-3,4-13,22,8,,,,4,0,1,Texas State,away,20,401215313,2020,7,regular,
6,0,48,1,0,6,0,1,2,35,0,2,34:08,0,0,0,6-34,2.8,47,132,7.4,25-34,253,385,0-1,10-18,24,12,,,,2,0,1,South Alabama,home,30,401215313,2020,7,regular,
12,0,50,2,11,3,0,0,0,81,0,4,19:01,3,0,3,12-93,2.2,20,44,3.6,12-33,118,162,0-0,3-13,10,3,,,,-8,0,2,Pittsburgh,home,3,401234622,2020,8,regular,
6,1,24,3,6,2,0,2,3,17,0,1,40:48,0,0,0,7-63,2.4,50,118,9.7,17-33,319,437,1-1,11-18,28,9,16,0,3,32,1,3,Notre Dame,away,45,401234622,2020,8,regular,
8,1,42,0,1,8,1,5,0,15,0,1,33:38,0,1,1,7-45,4.3,39,166,11.6,28-36,417,583,0-0,7-12,30,12,,,,4,0,1,Alabama,away,48,401237114,2020,8,regular,
5,0,51,2,1,5,1,0,2,33,0,2,25:22,0,1,1,8-33,3.7,38,139,6.5,14-25,163,302,2-4,4-16,16,5,,,,,,,Tennessee,home,17,401237114,2020,8,regular,
7,2,26,5,2,3,0,3,2,118,1,2,36:32,1,0,1,10-79,5.2,53,277,12.6,17-21,265,542,1-1,8-10,30,10,45,1,1,,,,LSU,home,52,401237118,2020,8,regular,
2,0,34,0,0,0,0,2,1,17,0,1,22:26,1,0,1,7-55,5.8,29,169,10.6,12-22,234,403,1-2,3-10,17,6,56,0,1,,,,South Carolina,away,24,401237118,2020,8,regular,
2,0,22,1,2,1,1,2,0,,,,43:10,0,0,0,6-54,3.5,62,220,6.7,21-30,201,421,4-5,10-20,26,8,,,,,,,Missouri,home,20,401237122,2020,8,regular,
6,0,69,1,3,0,0,0,1,,,,16:50,0,1,1,1-10,4.3,23,98,3.6,4-13,47,145,0-0,2-9,8,4,,,,,,,Kentucky,away,10,401237122,2020,8,regular,
7,0,50,1,2,1,0,4,1,71,0,4,31:48,0,0,0,3-35,4.8,47,224,7.9,23-30,238,462,0-1,11-16,26,3,40,0,2,7,0,1,Auburn,away,35,401237115,2020,8,regular,
7,0,45,2,1,3,0,3,1,37,0,2,28:12,2,0,2,1-5,5.5,51,283,5.8,17-28,161,444,1-2,10-16,25,4,,,,-7,0,1,Ole Miss,home,28,401237115,2020,8,regular,
6,0,43,2,3,12,0,4,2,45,0,2,25:51,0,1,1,7-67,7.9,37,291,11.6,16-24,278,569,0-0,5-9,22,12,17,0,1,-15,0,1,Louisville,home,48,401234619,2020,8,regular,
5,0,37,1,3,3,1,1,1,158,0,8,34:09,1,0,1,11-104,6.6,40,265,3.4,14-41,141,406,1-5,7-18,19,2,,,,8,0,1,Florida State,away,16,401234619,2020,8,regular,
4,0,32,0,0,1,0,2,2,102,0,5,26:05,1,2,3,10-62,3.2,33,106,8.0,18-32,256,362,2-4,2-12,19,3,,,,,,,Georgia Tech,away,27,401234617,2020,8,regular,
7,1,32,4,0,2,2,3,2,0,0,1,33:25,0,0,0,10-102,6.0,44,264,6.9,13-21,145,409,0-0,3-9,23,12,0,0,1,,,,Boston College,home,48,401234617,2020,8,regular,
4,1,55,1,2,8,0,1,1,24,0,1,28:49,3,1,4,5-35,4.7,32,150,6.7,10-26,175,325,0-1,4-13,11,3,39,1,1,28,0,3,Syracuse,away,21,401234618,2020,8,regular,
7,1,32,2,3,2,1,3,2,73,0,2,31:11,1,0,1,4-25,4.0,37,147,6.6,29-47,308,455,1-1,8-17,27,11,66,0,3,,,,Clemson,home,47,401234618,2020,8,regular,
3,0,33,3,3,4,1,5,1,24,0,1,39:08,0,0,0,9-70,5.9,55,326,8.7,18-29,252,578,0-0,7-12,34,12,13,0,3,8,0,1,North Carolina,home,48,401234621,2020,8,regular,
7,0,47,3,2,2,0,1,2,,,,20:52,3,1,4,5-41,1.8,19,34,8.1,27-44,358,392,1-2,4-10,23,3,,,,11,0,1,NC State,away,21,401234621,2020,8,regular,
9,0,43,3,2,1,0,0,1,41,0,2,30:18,3,0,3,10-112,4.9,43,210,6.4,17-35,223,433,2-2,5-16,28,10,,,,-4,0,1,Virginia Tech,away,16,401234623,2020,8,regular,
6,0,47,3,1,4,0,2,0,25,0,1,29:34,0,0,0,6-79,4.8,49,236,6.5,12-17,110,346,3-3,3-14,18,11,0,0,3,,,,Wake Forest,home,23,401234623,2020,8,regular,
11,0,44,5,0,3,0,0,2,76,0,3,28:38,0,1,1,6-48,5.3,35,185,5.6,16-32,180,365,2-3,7-16,18,2,,,,19,0,1,Virginia,away,14,401234620,2020,8,regular,
2,0,32,1,2,5,1,1,1,26,0,2,31:22,0,0,0,6-38,2.6,47,123,10.7,21-30,322,445,1-1,8-17,23,7,,,,,,,Miami,home,19,401234620,2020,8,regular,
5,0,34,2,0,1,0,0,0,46,0,3,23:50,3,0,3,3-40,3.7,32,118,4.5,16-24,108,226,0-0,6-12,14,3,,,,9,0,1,Mercer,away,3,401240116,2020,8,regular,
7,1,27,1,1,1,0,5,1,39,0,1,35:10,0,0,0,4-29,4.7,63,297,21.0,2-3,63,360,4-4,8-14,21,7,79,1,3,22,0,2,Army,home,49,401240116,2020,8,regular,
8,0,51,0,0,3,0,2,1,53,0,2,29:56,1,0,1,9-70,6.9,33,227,4.8,19-34,162,389,0-0,4-14,18,3,0,0,2,13,0,1,Iowa State,away,21,401236009,2020,8,regular,
7,0,39,3,4,4,0,2,1,16,0,2,30:03,2,0,2,10-73,4.5,51,227,8.1,20-29,235,462,1-1,6-16,25,6,0,0,1,22,0,2,Oklahoma State,home,24,401236009,2020,8,regular,
6,0,38,1,1,2,1,2,0,39,0,2,30:40,1,1,2,3-29,2.9,39,113,5.3,22-39,207,320,1-3,4-18,18,2,,,,0,0,2,Kansas,away,14,401236010,2020,8,regular,
6,3,54,4,3,5,1,2,2,5,0,1,29:20,0,1,1,10-81,3.9,33,129,9.0,18-28,252,381,0-0,4-12,17,13,24,1,1,189,2,4,Kansas State,home,55,401236010,2020,8,regular,
7,0,32,1,2,9,0,2,1,,,,32:07,1,0,1,5-50,3.4,47,159,11.7,15-23,270,429,1-1,8-16,19,9,,,,,,,Texas,home,27,401236008,2020,8,regular,
6,0,36,2,0,3,0,0,2,35,0,2,26:23,0,0,0,4-26,3.0,21,64,5.7,31-44,252,316,0-1,5-14,22,4,32,0,1,12,0,2,Baylor,away,16,401236008,2020,8,regular,
9,0,41,1,2,4,0,1,1,107,0,5,26:44,0,0,0,10-94,3.0,25,75,7.9,25-35,276,351,2-2,4-14,16,2,,,,,,,TCU,home,14,401236011,2020,8,regular,
9,0,39,3,1,2,0,1,2,40,0,2,33:16,0,0,0,7-65,3.7,45,166,15.1,13-22,332,498,0-0,5-13,23,15,,,,42,0,2,Oklahoma,away,33,401236011,2020,8,regular,
6,0,45,2,1,3,1,2,1,24,0,1,29:25,0,1,1,7-69,3.1,29,91,6.9,32-50,347,438,4-5,4-15,22,9,,,,,,,West Virginia,away,27,401236012,2020,8,regular,
5,1,43,1,4,5,1,3,1,59,0,4,29:53,0,1,1,3-19,4.6,39,179,6.0,22-28,169,348,2-3,8-16,18,4,,,,9,0,2,Texas Tech,home,34,401236012,2020,8,regular,
7,0,45,3,0,4,0,3,3,49,0,3,30:00,0,0,0,2-14,4.9,35,171,8.7,22-32,279,450,1-1,5-11,25,6,,,,2,0,1,Boise State,home,42,401248997,2020,8,regular,
6,0,47,3,0,1,0,2,0,60,0,3,28:23,0,0,0,3-20,2.6,43,111,3.5,14-26,92,203,3-4,8-19,12,1,,,,,,,Utah State,away,13,401248997,2020,8,regular,
6,0,42,2,0,2,0,1,3,116,0,6,34:58,0,2,2,12-101,2.6,25,66,8.1,37-50,405,471,0-1,5-13,23,7,0,0,1,,,,Nevada,home,37,401248998,2020,8,regular,
8,0,53,3,0,4,2,2,1,36,0,2,25:02,1,0,1,2-6,3.7,35,128,7.3,17-32,233,361,1-1,3-16,19,14,,,,14,0,1,Wyoming,away,34,401248998,2020,8,regular,
4,0,41,0,0,4,2,0,2,35,0,2,30:36,1,0,1,6-45,2.3,30,68,7.8,22-29,226,294,0-1,5-12,19,5,,,,2,0,1,San José State,home,17,401248993,2020,8,regular,
4,0,39,0,1,3,0,0,1,32,0,1,29:24,0,2,2,4-55,4.2,49,206,5.4,9-17,92,298,1-2,9-16,17,0,0,0,1,,,,Air Force,away,6,401248993,2020,8,regular,
6,0,43,3,0,4,1,4,0,92,0,5,32:56,0,1,1,7-44,6.1,53,323,7.6,20-30,229,552,0-0,11-16,27,10,5,0,3,,,,Hawai'i,away,34,401248994,2020,8,regular,
6,0,55,4,0,3,1,1,1,14,0,1,27:04,3,1,4,7-50,3.2,37,120,9.3,17-31,289,409,0-1,5-12,22,7,,,,37,0,2,Fresno State,home,19,401248994,2020,8,regular,
6,0,42,1,0,7,1,0,1,83,0,3,28:46,0,1,1,6-40,2.3,35,80,3.7,17-29,106,186,3-4,1-15,11,0,,,,14,0,2,UNLV,away,6,401248996,2020,8,regular,
14,0,43,5,2,5,1,3,1,51,0,2,31:14,0,1,1,6-40,6.2,46,287,5.5,12-25,137,424,1-2,6-15,21,10,,,,38,0,5,San Diego State,home,34,401248996,2020,8,regular,
6,0,45,3,0,1,1,2,0,54,0,3,26:45,0,2,2,8-90,5.8,36,210,7.5,15-19,143,353,0-0,4-10,16,5,,,,,,,Nebraska,away,17,401247293,2020,8,regular,
5,1,41,3,0,2,2,4,2,14,0,2,33:14,0,1,1,3-15,4.5,48,215,13.1,20-21,276,491,2-2,8-13,28,10,,,,23,0,2,Ohio State,home,52,401247293,2020,8,regular,
12,0,49,3,2,2,5,4,1,94,0,3,31:03,1,2,3,9-66,2.6,41,106,5.7,19-30,170,276,1-1,6-15,16,8,32,0,2,12,0,2,Rutgers,away,38,401247299,2020,8,regular,
11,0,40,2,4,3,2,0,3,65,0,4,28:57,2,5,7,7-62,1.6,38,60,7.3,31-44,319,379,2-4,7-17,23,9,23,0,1,18,0,2,Michigan State,home,27,401247299,2020,8,regular,
6,0,32,2,4,3,1,4,1,,,,37:21,0,0,0,5-48,6.1,53,325,7.1,23-30,212,537,3-3,8-16,31,13,0,0,3,1,0,1,Northwestern,home,43,401247298,2020,8,regular,
5,0,48,0,3,3,0,0,0,149,0,8,18:33,3,1,4,6-60,3.2,18,57,4.2,16-27,114,171,0-0,4-11,12,3,,,,5,0,1,Maryland,away,3,401247298,2020,8,regular,
2,0,37,1,0,2,0,2,1,58,0,3,35:08,1,1,2,5-39,3.1,41,129,6.4,18-31,197,326,1-3,6-14,21,6,,,,17,0,1,Minnesota,home,24,401247294,2020,8,regular,
8,1,45,5,1,4,1,5,1,61,0,5,24:40,0,0,0,7-80,8.2,31,253,9.0,15-25,225,478,0-1,4-8,18,7,18,0,1,,,,Michigan,away,49,401247294,2020,8,regular,
6,0,57,1,2,3,1,3,1,,,,19:35,1,1,2,4-36,1.6,26,41,4.7,19-36,170,211,0-1,4-12,16,8,31,0,2,21,0,1,Indiana,home,36,401247295,2020,8,regular,
6,0,37,3,1,2,1,2,3,33,0,3,40:22,2,1,3,10-100,4.8,52,250,6.8,24-35,238,488,1-2,9-17,27,5,0,0,1,,,,Penn State,away,35,401247295,2020,8,regular,
7,1,52,2,0,0,1,0,0,89,0,6,15:47,1,1,2,5-60,5.6,24,134,4.0,8-22,87,221,0-3,2-10,8,1,,,,8,0,1,Illinois,away,7,401247297,2020,8,regular,
6,0,30,3,2,2,1,1,5,28,0,2,43:28,0,1,1,3-15,3.4,54,182,11.8,20-21,248,430,1-1,8-14,23,9,10,0,1,0,0,1,Wisconsin,home,45,401247297,2020,8,regular,
2,0,51,1,0,2,2,0,3,33,0,2,30:11,2,0,2,3-21,3.9,27,104,5.6,31-50,282,386,1-1,6-16,24,6,,,,,,,Purdue,home,24,401247296,2020,8,regular,
5,0,42,2,0,3,0,2,0,65,0,3,29:49,0,2,2,10-100,5.4,36,195,6.8,22-39,265,460,1-2,4-13,19,8,16,0,2,37,0,3,Iowa,away,20,401247296,2020,8,regular,
3,0,40,1,3,3,1,3,2,34,0,2,28:58,0,0,0,11-122,4.1,35,144,8.0,14-23,185,329,0-0,8-13,17,8,48,0,2,,,,Charlotte,home,38,401207154,2020,8,regular,
8,0,39,2,4,4,0,2,2,130,0,5,31:02,2,1,3,5-40,4.5,38,170,5.8,19-35,204,374,2-3,8-13,24,4,,,,,,,UTEP,away,28,401207154,2020,8,regular,
5,1,29,2,3,3,2,1,2,100,0,5,27:03,0,1,1,9-79,2.7,37,101,10.1,24-33,333,434,0-0,5-13,20,10,21,0,1,8,0,2,Middle Tennessee,away,40,401207158,2020,8,regular,
6,0,38,3,4,1,1,0,4,109,0,5,32:57,1,2,3,5-30,4.1,45,183,6.9,18-35,242,425,1-2,7-17,26,8,,,,0,0,2,Rice,home,34,401207158,2020,8,regular,
2,0,31,0,0,2,1,0,2,1,0,1,25:49,2,0,2,6-55,4.5,26,117,5.1,16-30,153,270,0-1,2-11,15,2,5,0,1,4,0,1,Texas State,away,14,401240998,2020,8,regular,
5,1,23,2,5,2,0,2,4,14,0,1,34:11,1,1,2,3-30,5.7,40,228,9.8,25-36,352,580,2-2,9-15,30,10,37,1,2,11,0,1,BYU,home,52,401240998,2020,8,regular,
5,0,43,4,1,2,1,4,1,93,0,7,25:57,1,0,1,5-42,5.2,41,215,7.4,16-27,201,416,0-3,6-14,19,5,,,,,,,Southern Mississippi,away,35,401207160,2020,8,regular,
