season,team,conference,stat_name,stat_value
2004,Arizona,Pac-10,thirdDowns,154
2004,Bowling Green,Mid-American,turnovers,10
2004,Hawai'i,Western Athletic,firstDowns,288
2004,Nevada,Western Athletic,turnovers,27
2004,Rutgers,Big East,totalYards,4334
2004,Arkansas,SEC,passingTDs,3
2004,Wake Forest,ACC,passingTDs,6
2004,Kentucky,SEC,fumblesLost,18
2004,Bowling Green,Mid-American,rushingTDs,22
2004,Utah,Mountain West,interceptionTDs,2
2004,Stanford,Pac-10,rushingAttempts,353
2004,Indiana,Big Ten,rushingTDs,7
2004,Miami (OH),Mid-American,rushingAttempts,453
2004,Rutgers,Big East,puntReturnTDs,0
2004,LSU,SEC,rushingYards,2326
2004,Iowa,Big Ten,passesIntercepted,14
2004,Duke,ACC,passCompletions,160
2004,NC State,ACC,games,11
2004,Iowa State,Big 12,rushingAttempts,536
2004,Ohio State,Big Ten,puntReturnYards,218
2004,Western Michigan,Mid-American,fourthDowns,14
2004,SMU,Western Athletic,possessionTime,11397
2004,TCU,Conference USA,thirdDowns,168
2004,BYU,Mountain West,firstDowns,214
2004,San José State,Western Athletic,passingTDs,15
2004,Wisconsin,Big Ten,turnovers,23
2004,New Mexico,Mountain West,passCompletions,116
2004,South Carolina,SEC,passAttempts,280
2004,UTEP,Western Athletic,games,12
2004,Buffalo,Mid-American,games,11
2004,Texas A&M,Big 12,puntReturnYards,135
2004,California,Pac-10,passesIntercepted,10
2004,Arkansas,SEC,fumblesRecovered,12
2004,Army,Conference USA,fourthDownConversions,6
2004,Duke,ACC,penaltyYards,0
2004,Colorado State,Mountain West,puntReturnTDs,0
2004,Michigan,Big Ten,interceptionYards,322
2004,Nevada,Western Athletic,puntReturnYards,207
2004,LSU,SEC,passesIntercepted,14
2004,Virginia Tech,ACC,puntReturnTDs,0
2004,New Mexico State,Sun Belt,puntReturns,17
2004,Northwestern,Big Ten,rushingTDs,23
2004,South Florida,Conference USA,passesIntercepted,4
2004,Louisiana Tech,Western Athletic,games,12
2004,South Florida,Conference USA,rushingYards,2066
2004,West Virginia,Big East,penalties,0
2004,Penn State,Big Ten,rushingTDs,12
2004,BYU,Mountain West,rushingYards,1149
2004,Northwestern,Big Ten,totalYards,4914
2004,Navy,FBS Independents,fumblesLost,12
2004,Virginia Tech,ACC,possessionTime,14927
2004,Buffalo,Mid-American,fumblesRecovered,8
2004,Miami (OH),Mid-American,puntReturnYards,593
2004,New Mexico,Mountain West,passAttempts,259
2004,BYU,Mountain West,netPassingYards,3321
2004,Idaho,Sun Belt,puntReturns,26
2004,New Mexico State,Sun Belt,possessionTime,11666
2004,Bowling Green,Mid-American,thirdDownConversions,79
2004,New Mexico,Mountain West,turnovers,20
2004,Kansas,Big 12,puntReturnTDs,0
2004,Stanford,Pac-10,puntReturnYards,270
2004,Duke,ACC,passAttempts,283
2004,Akron,Mid-American,thirdDowns,152
2004,Cincinnati,Conference USA,passAttempts,376
2004,UCF,Mid-American,turnovers,30
2004,Ole Miss,SEC,thirdDownConversions,46
2004,Temple,Big East,games,11
2004,Utah State,Sun Belt,totalYards,3194
2004,Southern Mississippi,Conference USA,fourthDownConversions,7
2004,Nevada,Western Athletic,fourthDowns,23
2004,Northern Illinois,Mid-American,fumblesLost,1
2004,North Texas,Sun Belt,rushingTDs,21
2004,Kent State,Mid-American,passAttempts,387
2004,San José State,Western Athletic,interceptions,9
2004,Boise State,Western Athletic,penaltyYards,0
2004,Miami (OH),Mid-American,games,13
2004,Miami (OH),Mid-American,interceptionTDs,0
2004,UNLV,Mountain West,fourthDownConversions,11
2004,Temple,Big East,puntReturnYards,116
2004,Western Michigan,Mid-American,firstDowns,216
2004,Maryland,ACC,fourthDowns,11
2004,Stanford,Pac-10,passCompletions,208
2004,Miami,ACC,passCompletions,207
2004,Ole Miss,SEC,firstDowns,213
2004,Florida State,ACC,firstDowns,233
2004,Indiana,Big Ten,interceptionTDs,2
2004,Nevada,Western Athletic,passingTDs,18
2004,TCU,Conference USA,totalYards,4738
2004,Virginia,ACC,fumblesRecovered,7
2004,Nevada,Western Athletic,totalYards,5025
2004,Virginia Tech,ACC,totalYards,4752
2004,Duke,ACC,turnovers,27
2004,Utah,Mountain West,fumblesLost,9
2004,Rutgers,Big East,turnovers,39
2004,Tulane,Conference USA,rushingAttempts,376
2004,Penn State,Big Ten,fumblesRecovered,9
2004,Southern Mississippi,Conference USA,games,12
2004,Hawai'i,Western Athletic,possessionTime,12884
2004,Navy,FBS Independents,interceptions,4
2004,Rice,Western Athletic,interceptionYards,130
2004,Missouri,Big 12,thirdDowns,197
2004,Mississippi State,SEC,fumblesLost,12
2004,Miami (OH),Mid-American,passAttempts,460
2004,Navy,FBS Independents,passingTDs,8
2004,California,Pac-10,possessionTime,14630
2004,Buffalo,Mid-American,interceptionYards,77
2004,Wake Forest,ACC,fourthDowns,12
2004,Louisiana,Sun Belt,puntReturns,26
2004,Rutgers,Big East,passAttempts,473
2004,Arizona,Pac-10,fumblesRecovered,21
2004,West Virginia,Big East,interceptions,11
2004,South Carolina,SEC,penalties,0
2004,Kansas State,Big 12,thirdDowns,146
2004,Stanford,Pac-10,passingTDs,9
2004,Northern Illinois,Mid-American,passesIntercepted,13
2004,Bowling Green,Mid-American,thirdDowns,162
2004,Kansas,Big 12,passAttempts,420
2004,Rutgers,Big East,possessionTime,12206
2004,Washington State,Pac-10,rushingYards,1408
2004,UTEP,Western Athletic,fumblesRecovered,12
2004,Texas Tech,Big 12,rushingYards,1104
2004,Notre Dame,FBS Independents,passAttempts,362
2004,Oklahoma,Big 12,games,13
2004,South Carolina,SEC,interceptions,15
2004,Iowa State,Big 12,passAttempts,351
2004,Florida,SEC,games,12
2004,Colorado State,Mountain West,passCompletions,209
2004,Penn State,Big Ten,rushingAttempts,327
2004,Missouri,Big 12,fumblesRecovered,9
2004,Oklahoma State,Big 12,fourthDowns,18
2004,Bowling Green,Mid-American,rushingAttempts,432
2004,Kansas State,Big 12,passesIntercepted,9
2004,Oregon State,Pac-10,fourthDowns,20
2004,East Carolina,Conference USA,passingTDs,18
2004,Florida A&M,FBS Independents,rushingYards,323
2004,Cincinnati,Conference USA,turnovers,24
2004,Louisiana Monroe,Sun Belt,rushingYards,1538
2004,North Texas,Sun Belt,turnovers,14
2004,East Carolina,Conference USA,games,11
2004,Eastern Michigan,Mid-American,rushingTDs,13
2004,East Carolina,Conference USA,rushingTDs,7
2004,UCF,Mid-American,passAttempts,302
2004,Maryland,ACC,thirdDownConversions,63
2004,Minnesota,Big Ten,penalties,0
2004,Utah,Mountain West,puntReturnTDs,1
2004,Notre Dame,FBS Independents,fumblesLost,6
2004,Troy,Sun Belt,thirdDowns,167
2004,Michigan,Big Ten,thirdDownConversions,79
2004,Alabama,SEC,fourthDownConversions,4
2004,West Virginia,Big East,rushingYards,3034
2004,Northern Illinois,Mid-American,puntReturnYards,411
2004,Kentucky,SEC,fourthDowns,21
2004,Baylor,Big 12,totalYards,3430
2004,Akron,Mid-American,fumblesRecovered,14
2004,UCLA,Pac-10,interceptionTDs,2
2004,Georgia Tech,ACC,fumblesRecovered,7
2004,Kent State,Mid-American,puntReturnYards,272
2004,Iowa,Big Ten,interceptionTDs,1
2004,Hawai'i,Western Athletic,games,13
2004,Kentucky,SEC,interceptions,11
2004,Washington State,Pac-10,puntReturnYards,439
2004,Notre Dame,FBS Independents,fourthDowns,15
2004,Boston College,Big East,passingTDs,20
2004,Ohio,Mid-American,fumblesRecovered,11
2004,Ball State,Mid-American,netPassingYards,2602
2004,Oklahoma State,Big 12,interceptionYards,167
2004,Tulsa,Western Athletic,fumblesRecovered,7
2004,Arizona,Pac-10,interceptionTDs,0
2004,Wisconsin,Big Ten,fourthDowns,26
2004,West Virginia,Big East,puntReturnTDs,1
2004,Florida A&M,FBS Independents,fourthDowns,0
2004,Colorado,Big 12,passingTDs,11
2004,Wyoming,Mountain West,firstDowns,252
2004,Texas Tech,Big 12,thirdDownConversions,81
2004,Tulane,Conference USA,passingTDs,28
2004,Utah State,Sun Belt,passAttempts,367
2004,Air Force,Mountain West,fourthDowns,12
2004,Ball State,Mid-American,puntReturns,20
2004,BYU,Mountain West,fumblesRecovered,7
2004,Akron,Mid-American,puntReturnYards,275
2004,Louisville,Conference USA,netPassingYards,3562
2004,Louisiana Monroe,Sun Belt,games,11
2004,Ohio,Mid-American,possessionTime,11217
2004,Purdue,Big Ten,totalYards,5358
2004,Middle Tennessee,Sun Belt,fumblesRecovered,14
2004,Florida A&M,FBS Independents,turnovers,10
2004,Arkansas State,Sun Belt,turnovers,29
2004,Virginia Tech,ACC,fourthDownConversions,3
2004,Maryland,ACC,puntReturnYards,211
2004,Army,Conference USA,firstDowns,199
2004,UCLA,Pac-10,fourthDownConversions,7
2004,New Mexico,Mountain West,passesIntercepted,13
2004,Akron,Mid-American,possessionTime,11661
2004,Kent State,Mid-American,firstDowns,234
2004,Pittsburgh,Big East,penaltyYards,0
2004,Purdue,Big Ten,passCompletions,297
2004,Central Michigan,Mid-American,possessionTime,11962
2004,UAB,Conference USA,interceptions,7
2004,Marshall,Mid-American,puntReturnTDs,1
2004,Arkansas State,Sun Belt,totalYards,3940
2004,Indiana,Big Ten,netPassingYards,2113
2004,Washington,Pac-10,totalYards,3421
2004,Rice,Western Athletic,turnovers,24
2004,Stanford,Pac-10,possessionTime,11300
2004,West Virginia,Big East,rushingTDs,13
2004,Indiana,Big Ten,passingTDs,13
2004,Florida,SEC,turnovers,21
2004,Syracuse,Big East,turnovers,23
2004,Louisiana,Sun Belt,possessionTime,11895
2004,Boston College,Big East,fumblesLost,10
2004,Southern Mississippi,Conference USA,rushingYards,1739
2004,Kentucky,SEC,thirdDownConversions,40
2004,BYU,Mountain West,games,11
2004,Oregon State,Pac-10,puntReturnTDs,0
2004,Oklahoma,Big 12,puntReturns,57
2004,Idaho,Sun Belt,penaltyYards,0
2004,Illinois,Big Ten,interceptionYards,192
2004,Oklahoma State,Big 12,passesIntercepted,11
2004,Auburn,SEC,passAttempts,308
2004,Georgia Tech,ACC,interceptionYards,99
2004,Iowa State,Big 12,passesIntercepted,17
2004,New Mexico State,Sun Belt,netPassingYards,2811
2004,UTEP,Western Athletic,puntReturnYards,335
2004,Florida A&M,FBS Independents,thirdDowns,0
2004,Arkansas,SEC,possessionTime,11861
2004,USC,Pac-10,puntReturns,48
2004,California,Pac-10,firstDowns,291
2004,Vanderbilt,SEC,fourthDowns,11
2004,Navy,FBS Independents,games,12
2004,Arkansas,SEC,totalYards,4377
2004,Tennessee,SEC,penaltyYards,0
2004,Missouri,Big 12,turnovers,18
2004,Washington State,Pac-10,fumblesLost,22
2004,Syracuse,Big East,passAttempts,284
2004,Duke,ACC,puntReturns,11
2004,Duke,ACC,netPassingYards,1918
2004,Georgia,SEC,passesIntercepted,5
2004,Oregon,Pac-10,interceptionYards,106
2004,Nebraska,Big 12,rushingYards,1939
2004,Oregon,Pac-10,passingTDs,22
2004,Arizona State,Pac-10,fumblesLost,17
2004,Boise State,Western Athletic,interceptionTDs,4
2004,San Diego State,Mountain West,fourthDownConversions,12
2004,Navy,FBS Independents,rushingAttempts,689
2004,Miami,ACC,netPassingYards,2955
2004,Louisiana,Sun Belt,interceptionYards,133
2004,Colorado State,Mountain West,penaltyYards,0
2004,NC State,ACC,thirdDownConversions,51
2004,Rutgers,Big East,interceptionYards,104
2004,Eastern Michigan,Mid-American,passCompletions,223
2004,South Carolina,SEC,turnovers,26
2004,Wisconsin,Big Ten,passAttempts,325
2004,Oklahoma,Big 12,interceptions,9
2004,Iowa,Big Ten,passAttempts,385
2004,Penn State,Big Ten,passingTDs,9
2004,Illinois,Big Ten,games,11
2004,Buffalo,Mid-American,rushingYards,1266
2004,Penn State,Big Ten,totalYards,3105
2004,New Mexico,Mountain West,rushingAttempts,526
2004,Bowling Green,Mid-American,penaltyYards,0
2004,East Carolina,Conference USA,penalties,0
2004,Air Force,Mountain West,passesIntercepted,9
2004,Texas Tech,Big 12,firstDowns,319
2004,San Diego State,Mountain West,penalties,0
2004,Arizona,Pac-10,passingTDs,4
2004,Washington,Pac-10,puntReturnTDs,0
2004,UCF,Mid-American,passesIntercepted,10
2004,California,Pac-10,thirdDownConversions,65
2004,Oregon State,Pac-10,penaltyYards,0
2004,Tulsa,Western Athletic,interceptions,16
2004,North Texas,Sun Belt,fourthDowns,7
2004,Houston,Conference USA,puntReturns,20
2004,TCU,Conference USA,turnovers,14
2004,Michigan,Big Ten,passesIntercepted,16
2004,Texas Tech,Big 12,games,12
2004,Colorado,Big 12,interceptionYards,205
2004,Kansas State,Big 12,totalYards,3629
2004,Texas A&M,Big 12,interceptionYards,111
2004,Vanderbilt,SEC,puntReturnYards,96
2004,UNLV,Mountain West,puntReturns,27
2004,Mississippi State,SEC,interceptionTDs,1
2004,Maryland,ACC,netPassingYards,2199
2004,Florida State,ACC,interceptions,15
2004,Washington,Pac-10,puntReturns,38
2004,Arkansas State,Sun Belt,rushingAttempts,400
2004,West Virginia,Big East,fourthDowns,19
2004,Miami,ACC,possessionTime,13051
2004,Wisconsin,Big Ten,thirdDowns,189
2004,Miami,ACC,firstDowns,215
2004,San Diego State,Mountain West,firstDowns,218
2004,Miami (OH),Mid-American,possessionTime,14537
2004,Ohio,Mid-American,turnovers,22
2004,Louisiana Monroe,Sun Belt,puntReturns,34
2004,Washington,Pac-10,fourthDowns,24
2004,Auburn,SEC,fourthDownConversions,6
2004,UNLV,Mountain West,fumblesRecovered,11
2004,New Mexico,Mountain West,puntReturnYards,220
2004,Colorado State,Mountain West,firstDowns,220
2004,Cincinnati,Conference USA,passCompletions,218
2004,Louisville,Conference USA,thirdDowns,158
2004,Ball State,Mid-American,thirdDowns,180
2004,West Virginia,Big East,fumblesLost,11
2004,Marshall,Mid-American,games,12
2004,Kansas State,Big 12,puntReturns,32
2004,Nevada,Western Athletic,fumblesRecovered,14
2004,Georgia Tech,ACC,fumblesLost,13
2004,Nebraska,Big 12,turnovers,36
2004,Air Force,Mountain West,interceptionYards,102
2004,Bowling Green,Mid-American,penalties,0
2004,UNLV,Mountain West,netPassingYards,1975
2004,Akron,Mid-American,penaltyYards,0
2004,Oregon State,Pac-10,thirdDowns,200
2004,Wisconsin,Big Ten,interceptionYards,92
2004,Georgia Tech,ACC,turnovers,31
2004,Indiana,Big Ten,fourthDowns,13
2004,Northern Illinois,Mid-American,possessionTime,12981
2004,Akron,Mid-American,puntReturnTDs,1
2004,Miami,ACC,penalties,0
2004,Iowa State,Big 12,penaltyYards,0
2004,Texas A&M,Big 12,penalties,0
2004,Louisiana Tech,Western Athletic,rushingAttempts,490
2004,Cincinnati,Conference USA,thirdDowns,184
2004,Clemson,ACC,thirdDownConversions,49
2004,Louisiana Tech,Western Athletic,thirdDowns,170
2004,Idaho,Sun Belt,puntReturnTDs,0
2004,UCF,Mid-American,fumblesLost,17
2004,Texas A&M,Big 12,fumblesLost,9
2004,Utah,Mountain West,penaltyYards,0
2004,Louisiana Tech,Western Athletic,puntReturnYards,210
2004,LSU,SEC,passCompletions,179
2004,Northwestern,Big Ten,passCompletions,249
2004,Florida,SEC,puntReturns,41
2004,UNLV,Mountain West,fourthDowns,20
2004,Northern Illinois,Mid-American,puntReturnTDs,1
2004,SMU,Western Athletic,fumblesRecovered,5
2004,Texas,Big 12,rushingAttempts,615
2004,Florida A&M,FBS Independents,fourthDownConversions,0
2004,Fresno State,Western Athletic,turnovers,22
2004,Eastern Michigan,Mid-American,puntReturnYards,175
2004,Texas,Big 12,interceptionYards,209
2004,Utah,Mountain West,rushingYards,2849
2004,TCU,Conference USA,fumblesLost,6
2004,Southern Mississippi,Conference USA,possessionTime,12862
2004,Buffalo,Mid-American,thirdDownConversions,31
2004,Wyoming,Mountain West,thirdDowns,193
2004,Boston College,Big East,totalYards,4625
2004,Clemson,ACC,passAttempts,328
2004,Utah State,Sun Belt,rushingTDs,7
2004,Ball State,Mid-American,fumblesRecovered,12
2004,Clemson,ACC,fumblesRecovered,5
2004,West Virginia,Big East,puntReturns,30
2004,Bowling Green,Mid-American,puntReturns,29
2004,Penn State,Big Ten,turnovers,25
2004,Vanderbilt,SEC,games,11
2004,West Virginia,Big East,fumblesRecovered,9
2004,UNLV,Mountain West,interceptionTDs,0
2004,LSU,SEC,puntReturnTDs,1
2004,Texas,Big 12,possessionTime,14149
2004,UCF,Mid-American,interceptionYards,159
2004,Pittsburgh,Big East,rushingTDs,10
2004,Marshall,Mid-American,interceptions,15
2004,Arkansas,SEC,games,11
2004,Louisville,Conference USA,firstDowns,323
2004,Kansas,Big 12,rushingTDs,6
2004,Idaho,Sun Belt,interceptions,14
2004,Kent State,Mid-American,turnovers,25
2004,Vanderbilt,SEC,puntReturns,17
2004,Kansas,Big 12,penalties,0
2004,Western Michigan,Mid-American,passingTDs,23
2004,Idaho,Sun Belt,possessionTime,13955
2004,Florida,SEC,passCompletions,243
2004,Washington,Pac-10,interceptionYards,74
2004,Louisville,Conference USA,fumblesRecovered,11
2004,LSU,SEC,fumblesLost,16
2004,Syracuse,Big East,interceptionYards,253
2004,Florida,SEC,fumblesRecovered,8
2004,Arizona,Pac-10,possessionTime,12151
2004,Florida A&M,FBS Independents,passCompletions,113
2004,BYU,Mountain West,puntReturns,38
2004,Eastern Michigan,Mid-American,fumblesLost,9
2004,Wake Forest,ACC,penaltyYards,0
2004,Oklahoma State,Big 12,passAttempts,201
2004,South Carolina,SEC,passingTDs,13
2004,Northern Illinois,Mid-American,passAttempts,305
2004,Central Michigan,Mid-American,passingTDs,16
2004,Tulsa,Western Athletic,interceptionYards,90
2004,Ohio,Mid-American,games,11
2004,Michigan,Big Ten,fumblesLost,10
2004,UCLA,Pac-10,interceptions,13
2004,Connecticut,Big East,puntReturnYards,417
2004,Miami (OH),Mid-American,fourthDowns,20
2004,Navy,FBS Independents,rushingYards,3474
2004,Colorado State,Mountain West,rushingTDs,13
2004,Michigan State,Big Ten,passingTDs,16
2004,Pittsburgh,Big East,interceptionTDs,4
2004,New Mexico State,Sun Belt,firstDowns,216
2004,UNLV,Mountain West,passesIntercepted,6
2004,Boston College,Big East,games,12
2004,Clemson,ACC,passesIntercepted,10
2004,Central Michigan,Mid-American,rushingYards,1869
2004,South Florida,Conference USA,netPassingYards,1954
2004,Toledo,Mid-American,fumblesRecovered,13
2004,Toledo,Mid-American,puntReturns,10
2004,Louisiana Monroe,Sun Belt,interceptionYards,120
2004,Georgia,SEC,thirdDownConversions,65
2004,Akron,Mid-American,passCompletions,223
2004,Cincinnati,Conference USA,firstDowns,251
2004,UAB,Conference USA,puntReturnTDs,1
2004,Navy,FBS Independents,fumblesRecovered,7
2004,Virginia Tech,ACC,games,13
2004,Fresno State,Western Athletic,passAttempts,298
2004,Nebraska,Big 12,possessionTime,11207
2004,Notre Dame,FBS Independents,interceptionYards,201
2004,USC,Pac-10,netPassingYards,3695
2004,Miami (OH),Mid-American,thirdDownConversions,64
2004,Minnesota,Big Ten,fumblesRecovered,10
2004,Akron,Mid-American,turnovers,16
2004,Central Michigan,Mid-American,thirdDowns,177
2004,Northwestern,Big Ten,interceptionTDs,0
2004,San Diego State,Mountain West,passCompletions,240
2004,Houston,Conference USA,rushingAttempts,466
2004,Baylor,Big 12,passAttempts,395
2004,Miami,ACC,puntReturnYards,697
2004,Washington State,Pac-10,passCompletions,189
2004,Temple,Big East,puntReturns,21
2004,UNLV,Mountain West,thirdDowns,159
2004,West Virginia,Big East,thirdDowns,158
2004,Marshall,Mid-American,thirdDowns,179
2004,Bowling Green,Mid-American,puntReturnTDs,1
2004,Kansas State,Big 12,puntReturnTDs,0
2004,Louisiana,Sun Belt,totalYards,4206
2004,USC,Pac-10,thirdDownConversions,74
2004,Oregon State,Pac-10,passingTDs,29
2004,Alabama,SEC,passCompletions,146
2004,Louisville,Conference USA,thirdDownConversions,77
2004,Louisiana Tech,Western Athletic,fourthDowns,13
2004,Oklahoma,Big 12,thirdDownConversions,100
2004,Kent State,Mid-American,rushingYards,1695
2004,Duke,ACC,interceptions,10
2004,California,Pac-10,fourthDowns,9
2004,Ball State,Mid-American,possessionTime,12143
2004,Auburn,SEC,thirdDowns,157
2004,Utah State,Sun Belt,puntReturns,24
2004,Miami (OH),Mid-American,thirdDowns,173
2004,Florida A&M,FBS Independents,penalties,24
2004,UCLA,Pac-10,fourthDowns,16
2004,Arizona State,Pac-10,thirdDowns,201
2004,Memphis,Conference USA,firstDowns,249
2004,Clemson,ACC,puntReturnYards,365
2004,Georgia,SEC,interceptions,5
2004,Arkansas,SEC,firstDowns,216
2004,Oregon,Pac-10,puntReturnTDs,1
2004,Texas,Big 12,totalYards,5573
2004,UCF,Mid-American,puntReturnYards,220
2004,Indiana,Big Ten,interceptions,8
2004,Marshall,Mid-American,fourthDownConversions,6
2004,Wyoming,Mountain West,fumblesRecovered,16
2004,Arizona,Pac-10,passCompletions,164
2004,Colorado State,Mountain West,fourthDowns,12
2004,Texas A&M,Big 12,fumblesRecovered,10
2004,Miami (OH),Mid-American,netPassingYards,3831
2004,Ole Miss,SEC,rushingTDs,13
2004,California,Pac-10,penalties,0
2004,Georgia,SEC,passCompletions,201
2004,Arizona State,Pac-10,interceptions,10
2004,Rice,Western Athletic,totalYards,4200
2004,UTEP,Western Athletic,netPassingYards,3140
2004,Vanderbilt,SEC,thirdDowns,137
2004,Rice,Western Athletic,games,11
2004,Ohio State,Big Ten,interceptionTDs,1
2004,Toledo,Mid-American,penalties,0
2004,Colorado,Big 12,penalties,0
2004,Akron,Mid-American,interceptionYards,135
2004,Southern Mississippi,Conference USA,totalYards,3915
2004,Arkansas,SEC,rushingTDs,16
2004,Hawai'i,Western Athletic,rushingTDs,17
2004,Purdue,Big Ten,penaltyYards,0
2004,Rice,Western Athletic,fumblesLost,13
2004,Minnesota,Big Ten,passingTDs,17
2004,Florida State,ACC,turnovers,24
2004,Louisiana Monroe,Sun Belt,fourthDownConversions,9
2004,Washington State,Pac-10,penalties,0
2004,Toledo,Mid-American,interceptionYards,158
2004,South Carolina,SEC,games,11
2004,Penn State,Big Ten,passAttempts,329
2004,Fresno State,Western Athletic,interceptionYards,437
2004,Northern Illinois,Mid-American,games,12
2004,Bowling Green,Mid-American,fourthDowns,11
2004,Ole Miss,SEC,fourthDowns,12
2004,Missouri,Big 12,games,11
2004,Kent State,Mid-American,interceptions,8
2004,Wyoming,Mountain West,penalties,0
2004,Oregon,Pac-10,games,11
2004,Georgia,SEC,interceptionYards,33
2004,Arizona State,Pac-10,passAttempts,502
2004,Kansas,Big 12,interceptionYards,231
2004,Temple,Big East,netPassingYards,2423
2004,South Florida,Conference USA,puntReturnYards,196
2004,Army,Conference USA,fumblesRecovered,12
2004,Purdue,Big Ten,interceptions,8
2004,Rutgers,Big East,fumblesLost,19
2004,Michigan,Big Ten,interceptions,12
2004,Indiana,Big Ten,turnovers,14
2004,South Florida,Conference USA,fumblesRecovered,8
2004,Ohio State,Big Ten,fourthDownConversions,2
2004,Florida State,ACC,games,12
2004,Western Michigan,Mid-American,totalYards,4008
2004,Hawai'i,Western Athletic,rushingYards,1247
2004,Kent State,Mid-American,puntReturnTDs,1
2004,Auburn,SEC,passCompletions,211
2004,Georgia,SEC,puntReturnTDs,1
2004,Colorado State,Mountain West,turnovers,30
2004,Nevada,Western Athletic,interceptions,14
2004,Auburn,SEC,puntReturns,47
2004,Troy,Sun Belt,rushingTDs,17
2004,California,Pac-10,fourthDownConversions,4
2004,Ohio,Mid-American,passCompletions,164
2004,Akron,Mid-American,rushingYards,1070
2004,Auburn,SEC,rushingAttempts,553
2004,Ohio State,Big Ten,fourthDowns,5
2004,Mississippi State,SEC,totalYards,3335
2004,Tennessee,SEC,possessionTime,14289
2004,Georgia,SEC,possessionTime,13287
2004,Central Michigan,Mid-American,puntReturnTDs,1
2004,Mississippi State,SEC,netPassingYards,1743
2004,UTEP,Western Athletic,penalties,0
2004,UCLA,Pac-10,passAttempts,358
2004,Boston College,Big East,passesIntercepted,17
2004,Middle Tennessee,Sun Belt,penalties,0
2004,Miami (OH),Mid-American,firstDowns,284
2004,Purdue,Big Ten,thirdDownConversions,88
2004,Tulsa,Western Athletic,penalties,0
2004,South Carolina,SEC,rushingYards,1856
2004,Washington State,Pac-10,netPassingYards,2856
2004,Vanderbilt,SEC,puntReturnTDs,0
2004,Georgia,SEC,netPassingYards,3127
2004,Mississippi State,SEC,passingTDs,9
2004,Ohio State,Big Ten,penalties,0
2004,Louisiana Monroe,Sun Belt,puntReturnTDs,0
2004,Nebraska,Big 12,passingTDs,17
2004,Duke,ACC,interceptionTDs,2
2004,UNLV,Mountain West,rushingAttempts,442
2004,UCLA,Pac-10,fumblesRecovered,5
2004,Oregon State,Pac-10,fumblesRecovered,15
2004,Mississippi State,SEC,penaltyYards,0
2004,Louisiana,Sun Belt,thirdDownConversions,69
2004,Iowa,Big Ten,turnovers,19
2004,Rutgers,Big East,passesIntercepted,11
2004,Tulane,Conference USA,turnovers,22
2004,Wisconsin,Big Ten,penalties,0
2004,Hawai'i,Western Athletic,interceptionTDs,1
2004,Syracuse,Big East,penalties,0
2004,Oklahoma,Big 12,possessionTime,15758
2004,Vanderbilt,SEC,interceptionTDs,1
2004,Memphis,Conference USA,passAttempts,378
2004,Georgia,SEC,penalties,0
2004,TCU,Conference USA,interceptionYards,190
2004,Washington,Pac-10,rushingAttempts,414
2004,Kansas,Big 12,penaltyYards,0
2004,Mississippi State,SEC,puntReturns,30
2004,San Diego State,Mountain West,thirdDownConversions,49
