rushingTDs,passingTDs,kickReturnYards,kickReturnTDs,kickReturns,kickingPoints,interceptionYards,interceptionTDs,passesIntercepted,fumblesRecovered,totalFumbles,possessionTime,interceptions,fumblesLost,turnovers,totalPenaltiesYards,yardsPerRushAttempt,rushingAttempts,rushingYards,yardsPerPass,completionAttempts,netPassingYards,totalYards,fourthDownEff,thirdDownEff,firstDowns,puntReturnYards,puntReturnTDs,puntReturns,tacklesForLoss,defensiveTDs,tackles,sacks,qbHurries,passesDeflected,team,home_away,points,game_id,season,week,season_type
5,2,124,0,5,7,36,0,3,1,2,35:32,1,2,3,9-75,5.7,54,310,12.9,15-21,271,581,0-0,8-13,27,1,0,1,,,,,,,Northern Arizona,away,49,401540243,2023,12,regular
1,4,179,0,6,6,0,0,1,2,1,24:28,3,1,4,1-14,4.9,30,147,7.1,24-40,283,430,0-2,10-17,21,11,0,1,,,,,,,Eastern Washington,home,42,401540243,2023,12,regular
0,1,29,0,1,1,,,,0,1,25:16,1,0,1,6-38,6.1,35,213,4.2,4-16,67,280,0-4,1-10,13,-8,0,2,,,,,,,Montana State,away,7,401540265,2023,12,regular
3,1,49,0,1,13,0,0,1,0,2,34:44,0,0,0,8-75,5.1,40,202,9.1,19-25,228,430,0-0,7-14,22,4,0,1,,,,,,,Montana,home,37,401540265,2023,12,regular
2,5,0,0,2,10,,,,0,,23:35,0,0,0,2-20,6.9,21,145,18.4,19-21,386,531,0-0,4-5,23,11,0,1,,,,,,,North Carolina Central,home,52,401539977,2023,12,regular
1,1,45,0,3,2,,,,0,,18:01,1,0,1,6-51,9.1,19,173,7.5,9-17,127,300,1-2,2-8,8,,,,,,,,,,Delaware State,away,14,401539977,2023,12,regular
0,1,20,0,1,1,,,,1,0,20:22,0,0,0,7-70,5.3,22,116,6.5,9-22,144,260,0-0,1-11,9,14,0,2,,,,,,,Morgan State,away,7,401534858,2023,12,regular
2,0,,,,2,,,,0,1,39:38,0,1,1,3-15,4.5,53,239,6.5,12-22,143,382,1-2,5-15,25,3,0,1,,,,,,,Howard,home,14,401534858,2023,12,regular
4,2,24,0,2,8,13,0,2,1,2,34:10,0,2,2,5-50,6.4,48,307,9.7,11-14,136,443,0-0,9-12,26,2,0,1,,,,,,,South Carolina State,away,44,401539992,2023,12,regular
1,1,88,0,6,5,,,,2,3,25:50,2,1,3,8-65,1.7,34,57,9.7,9-18,174,231,0-2,4-11,13,,,,,,,,,,Norfolk State,home,17,401539992,2023,12,regular
1,0,5,0,1,3,0,0,1,0,,16:29,0,0,0,8-55,4.6,24,111,7.3,10-15,109,220,2-2,5-10,11,,,,,,,,,,Illinois State,away,9,401540109,2023,12,regular
1,0,,,,4,,,,0,,13:31,1,0,1,1-5,5.8,16,92,5.9,7-12,71,163,0-0,1-5,9,,,,,,,,,,North Dakota,home,10,401540109,2023,12,regular
1,3,66,0,3,2,0,0,1,1,1,28:35,1,1,2,1-15,3.2,33,107,12.1,11-18,218,325,1-1,2-9,15,-4,0,4,,,,,,,Duquesne,away,26,401540019,2023,12,regular
2,0,68,0,4,2,10,0,1,1,1,31:25,1,1,2,3-25,3.2,42,134,3.0,9-23,68,202,2-2,7-18,13,12,0,2,,,,,,,Merrimack,home,14,401540019,2023,12,regular
0,1,75,0,4,,,,,1,2,27:20,0,0,0,1-15,1.6,29,46,4.8,15-26,125,171,0-2,3-15,9,3,0,1,,,,,,,Western Illinois,home,6,401540445,2023,12,regular
4,2,,,,12,,,,0,1,29:37,0,1,1,7-60,7.5,39,292,12.4,12-22,272,564,0-0,7-12,21,2,0,1,,,,,,,South Dakota,away,48,401540445,2023,12,regular
1,2,90,0,4,9,,,,0,2,28:15,4,0,4,2-20,2.2,29,65,9.0,24-38,342,407,1-2,4-10,25,,,,,,,,,,Northern Iowa,home,27,401540388,2023,12,regular
3,2,22,0,2,12,83,1,3,0,,30:33,0,0,0,6-55,4.5,36,161,10.8,17-22,238,399,2-2,5-13,18,5,0,1,,,,,,,North Dakota State,away,48,401540388,2023,12,regular
0,2,16,0,1,5,,,,1,1,26:05,0,0,0,8-65,3.7,22,82,7.5,23-35,261,343,1-2,5-13,15,1,0,1,,,,,,,Missouri State,away,17,401540353,2023,12,regular
3,2,56,0,3,5,,,,0,1,33:55,0,1,1,4-40,3.9,39,154,14.0,16-23,323,477,2-2,3-8,29,18,0,4,,,,,,,South Dakota State,home,35,401540353,2023,12,regular
1,3,32,0,3,8,,,,3,1,29:40,1,1,2,3-20,1.6,31,50,10.2,24-29,297,347,2-2,3-11,19,5,0,1,,,,,,,Southern Illinois,home,38,401540306,2023,12,regular
0,0,11,0,1,3,0,0,1,1,3,30:20,0,3,3,3-31,2.3,32,73,4.8,16-32,153,226,0-3,6-14,14,,,,,,,,,,Indiana State,away,9,401540306,2023,12,regular
3,4,18,0,1,7,0,0,1,1,0,32:55,2,0,2,8-73,6.7,43,288,10.0,17-26,261,549,1-1,6-10,30,,,,,,,,,,St Francis (PA),away,49,401540011,2023,12,regular
1,0,129,0,6,2,63,1,2,0,1,27:05,1,1,2,8-83,2.7,37,101,3.1,8-19,59,160,1-2,4-14,10,10,0,1,,,,,,,Central Connecticut,home,14,401540011,2023,12,regular
2,1,16,0,1,8,11,0,1,0,1,33:41,2,1,3,6-62,5.7,42,240,6.7,13-21,140,380,3-4,3-11,16,37,0,3,6,0,24,2,5,1,Rice,away,28,401531409,2023,12,regular
1,0,0,0,1,1,37,0,2,1,0,26:19,1,0,1,4-35,2.7,31,84,3.0,11-25,74,158,0-2,4-13,11,-1,0,1,4,0,30,1,0,3,Charlotte,home,7,401531409,2023,12,regular
1,1,32,0,2,11,,,,2,2,36:36,1,1,2,6-50,2.8,41,113,5.8,24-45,261,374,3-5,6-19,25,4,0,1,,,,,,,The Citadel,away,23,401540597,2023,12,regular
2,2,8,0,1,5,22,0,1,1,2,23:24,0,2,2,9-99,3.8,30,115,10.2,9-16,163,278,1-1,2-8,12,40,0,1,,,,,,,East Tennessee State,home,35,401540597,2023,12,regular
1,0,7,0,2,4,29,0,1,0,1,22:10,1,0,1,4-45,3.6,32,116,6.3,14-26,164,280,0-2,4-12,15,21,0,2,,,,,,,Western Carolina,away,10,401540624,2023,12,regular
3,0,29,0,1,2,28,0,1,0,,22:50,1,0,1,3-30,4.8,32,154,7.6,8-19,144,298,0-0,3-9,15,8,0,1,,,,,,,VMI,home,20,401540624,2023,12,regular
2,4,23,0,2,9,0,0,2,1,2,31:31,0,1,1,7-62,4.4,35,155,10.7,29-38,407,562,1-3,9-16,25,7,0,2,,,,,,,Incarnate Word,away,45,401540362,2023,12,regular
1,1,52,0,3,6,,,,3,2,28:29,2,0,2,3-25,3.8,30,114,5.5,23-37,202,316,0-1,4-11,20,,,,,,,,,,Houston Christian,home,24,401540362,2023,12,regular
1,2,17,0,1,3,,,,0,1,30:59,1,1,2,10-90,2.7,33,89,11.7,21-26,303,392,0-0,5-13,16,2,0,1,,,,,,,Nicholls,away,21,401540437,2023,12,regular
1,0,86,0,4,10,0,0,1,1,0,29:01,0,0,0,4-27,3.1,37,113,3.8,13-28,105,218,2-3,2-16,18,71,0,3,,,,,,,Southeastern Louisiana,home,16,401540437,2023,12,regular
1,0,,,,7,0,0,1,1,3,32:10,1,3,4,7-70,2.3,40,92,5.1,9-18,92,184,2-2,3-14,11,6,0,1,,,,,,,Wofford,home,19,401540604,2023,12,regular
1,0,95,0,4,7,0,0,1,3,1,27:50,1,1,2,2-25,3.6,25,89,2.6,18-38,99,188,1-3,3-15,15,,,,,,,,,,Furman,away,13,401540604,2023,12,regular
2,0,,,,11,9,0,2,2,1,33:02,1,1,2,2-15,4.6,31,143,5.1,21-42,216,359,1-4,5-16,19,,,,1,0,31,0,3,2,Stanford,home,23,401524065,2023,13,regular
5,2,30,0,1,8,25,0,1,1,2,26:58,2,2,4,5-49,7.9,48,381,9.3,8-15,140,521,1-1,7-9,26,,,,9,0,34,4,8,5,Notre Dame,away,56,401524065,2023,13,regular
2,0,,,,11,0,0,1,1,2,30:45,0,0,0,3-15,4.7,44,205,7.5,11-21,158,363,2-3,2-11,22,,,,4,0,33,0,0,2,Georgia Tech,home,23,401520430,2023,13,regular
3,1,115,0,4,7,,,,0,2,29:15,1,1,2,6-60,6.7,39,262,8.8,13-20,175,437,0-0,4-8,24,2,0,1,4,0,31,2,0,0,Georgia,away,31,401520430,2023,13,regular
3,0,17,0,1,6,6,0,1,0,,25:08,0,0,0,5-22,2.9,31,90,5.2,12-26,134,224,1-1,4-14,16,34,0,1,11,0,33,6,4,2,Florida State,away,24,401520429,2023,13,regular
1,0,29,0,1,7,,,,0,2,34:52,1,0,1,8-90,3.3,44,146,5.4,9-16,86,232,0-1,7-16,13,,,,7,0,23,3,6,8,Florida,home,15,401520429,2023,13,regular
1,2,55,0,3,6,,,,1,0,34:21,0,0,0,10-83,2.6,30,78,7.1,21-32,228,306,0-0,3-12,22,-4,0,1,2,0,39,1,1,6,Vanderbilt,away,24,401520442,2023,13,regular
2,4,74,0,3,12,,,,0,1,25:39,0,1,1,10-108,5.3,32,168,9.6,31-47,449,617,0-0,6-12,31,40,0,4,7,0,31,2,5,2,Tennessee,home,48,401520442,2023,13,regular
0,0,,,,10,0,0,1,1,0,38:00,1,0,1,6-40,4.8,46,219,3.7,15-27,100,319,0-0,7-16,19,0,0,1,6,0,29,2,8,4,Clemson,away,16,401520441,2023,13,regular
1,0,40,0,1,1,0,0,1,0,2,22:00,1,1,2,4-30,2.4,24,57,3.5,16-32,112,169,2-3,2-13,12,9,0,3,5,0,48,1,2,3,South Carolina,home,7,401520441,2023,13,regular
2,2,127,0,6,7,18,0,1,0,2,36:34,1,2,3,3-40,3.7,43,161,7.3,24-33,242,403,3-4,9-17,23,,,,7,0,19,2,3,3,Louisville,home,31,401520432,2023,13,regular
1,3,165,1,4,8,0,0,1,2,0,23:26,1,0,1,0-0,3.3,25,83,9.4,12-22,206,289,1-1,3-9,16,,,,4,1,54,2,1,3,Kentucky,away,38,401520432,2023,13,regular
2,1,67,0,4,6,,,,0,2,27:17,2,1,3,5-28,5.8,42,244,5.5,6-17,93,337,0-0,4-12,18,5,0,2,5,0,45,1,2,3,Auburn,home,24,401520427,2023,13,regular
1,2,17,0,1,9,22,0,2,1,0,32:43,0,0,0,8-72,4.4,44,192,10.8,16-24,259,451,2-2,6-16,21,-3,0,2,6,0,43,4,1,2,Alabama,away,27,401520427,2023,13,regular
1,0,15,0,1,1,,,,0,,28:03,0,0,0,4-56,3.4,28,96,5.3,25-39,207,303,1-2,4-16,16,24,0,3,3,0,13,1,3,4,Mississippi State,home,7,401520424,2023,13,regular
1,1,,,,5,,,,0,,31:57,0,0,0,6-30,4.3,49,211,3.7,14-26,96,307,2-2,4-16,22,,,,4,0,24,1,3,3,Ole Miss,away,17,401520424,2023,13,regular
3,2,15,0,1,12,,,,6,1,31:20,0,0,0,7-65,6.0,43,258,5.3,12-21,112,370,2-2,4-13,17,10,0,2,13,0,36,5,5,4,Missouri,away,48,401520426,2023,13,regular
1,1,5,0,1,2,,,,1,6,28:40,0,5,5,7-58,3.1,41,127,4.5,14-22,98,225,1-1,6-15,13,-1,0,1,5,0,36,0,2,3,Arkansas,home,14,401520426,2023,13,regular
2,2,124,0,6,6,,,,0,,36:39,1,0,1,4-40,2.3,41,96,8.4,25-35,294,390,3-5,9-18,22,-4,0,1,2,0,26,2,2,2,Texas A&M,away,30,401520433,2023,13,regular
2,4,26,0,2,6,0,0,1,0,1,23:21,0,0,0,6-70,5.5,28,154,9.8,16-24,235,389,1-1,5-9,21,10,0,1,7,0,46,4,3,0,LSU,home,42,401520433,2023,13,regular
0,1,23,0,1,9,-2,0,2,0,1,37:26,2,0,2,3-30,5.2,53,274,4.8,14-19,91,365,2-2,2-13,21,-11,0,3,4,0,25,0,0,3,Ball State,home,15,401532454,2023,13,regular
1,1,93,0,4,5,73,0,2,0,,22:34,2,0,2,2-20,1.9,24,46,7.1,14-24,170,216,0-1,1-9,11,12,0,1,5,0,43,1,0,1,Miami (OH),away,17,401532454,2023,13,regular
1,1,63,0,4,2,,,,0,,21:25,1,0,1,7-68,1.9,20,37,4.9,17-30,146,183,2-4,3-12,13,,,,9,0,33,3,1,3,Akron,home,14,401532452,2023,13,regular
2,1,40,0,2,5,0,0,1,0,,38:35,0,0,0,4-43,4.0,47,186,6.9,19-30,208,394,3-3,5-14,27,3,0,1,5,0,22,4,1,0,Ohio,away,25,401532452,2023,13,regular
3,1,40,0,2,7,,,,2,1,29:56,0,1,1,2-10,6.1,40,243,10.2,9-18,183,426,1-2,5-12,17,0,0,1,6,0,42,1,0,5,Northern Illinois,away,37,401532453,2023,13,regular
1,2,80,0,4,9,,,,1,4,30:04,0,2,2,4-20,3.2,35,113,8.7,16-29,253,366,1-2,7-15,18,2,0,1,2,0,31,0,0,4,Kent State,home,27,401532453,2023,13,regular
1,1,84,0,6,3,,,,0,3,33:08,0,1,1,6-47,2.8,37,104,8.6,16-27,231,335,3-3,6-15,16,1,0,1,4,0,30,2,6,1,Central Michigan,home,17,401532451,2023,13,regular
3,1,28,0,2,6,,,,1,1,26:52,0,0,0,6-64,6.1,43,261,5.7,9-17,97,358,0-1,7-14,17,0,0,1,5,0,32,4,3,1,Toledo,away,32,401532451,2023,13,regular
1,2,14,0,1,10,58,1,2,0,,30:15,1,0,1,4-25,4.7,28,132,8.1,19-28,228,360,1-1,3-10,21,28,0,3,8,1,52,5,0,2,Bowling Green,away,34,401532450,2023,13,regular
1,0,27,0,2,4,-5,0,1,0,1,29:45,2,0,2,3-20,3.3,41,135,4.6,17-27,123,258,3-4,6-16,16,12,0,1,4,0,39,1,2,3,Western Michigan,home,10,401532450,2023,13,regular
1,0,49,0,3,3,,,,1,4,25:01,0,3,3,3-25,5.4,30,163,6.2,12-28,174,337,1-6,3-12,18,-5,0,1,7,0,51,1,1,1,Buffalo,home,11,401532449,2023,13,regular
2,1,46,0,3,6,,,,2,1,34:59,0,1,1,8-85,4.9,46,226,5.2,19-27,141,367,2-2,5-16,21,,,,4,0,34,1,3,6,Eastern Michigan,away,24,401532449,2023,13,regular
4,2,65,0,3,9,13,0,2,0,1,37:55,0,1,1,3-28,6.1,40,242,8.1,23-36,290,532,3-3,6-13,27,,,,3,0,29,2,0,3,Miami,away,45,401525560,2023,13,regular
2,1,,,,2,,,,1,1,22:05,2,0,2,3-30,5.5,26,143,6.0,15-25,151,294,2-2,4-12,15,,,,4,0,39,0,3,1,Boston College,home,20,401525560,2023,13,regular
1,2,27,0,2,2,,,,0,2,19:54,2,1,3,9-99,6.2,21,130,6.7,22-38,254,384,0-0,5-12,21,,,,6,0,39,1,2,1,North Carolina,away,20,401525562,2023,13,regular
1,3,23,0,1,15,0,0,2,1,1,40:06,0,0,0,8-64,4.0,43,170,10.8,22-31,334,504,0-0,8-16,27,6,0,3,5,0,25,2,5,3,NC State,home,39,401525562,2023,13,regular
1,4,,,,5,0,0,1,0,,34:58,1,0,1,6-60,4.2,58,244,13.2,12-17,224,468,2-2,12-17,24,,,,4,0,36,3,1,2,Syracuse,home,35,401525563,2023,13,regular
1,3,,,,5,0,0,1,0,,25:02,1,0,1,4-30,4.2,29,121,10.9,17-24,261,382,2-3,4-10,23,34,0,1,2,0,56,0,0,1,Wake Forest,away,31,401525563,2023,13,regular
0,2,59,0,2,5,,,,1,1,31:14,1,1,2,3-32,1.5,29,43,5.2,29-47,243,286,0-1,8-19,18,0,0,1,6,0,29,0,4,4,Virginia,home,17,401525564,2023,13,regular
3,3,94,1,1,13,32,0,1,1,2,28:46,0,1,1,10-116,6.8,37,252,10.8,11-23,248,500,2-2,6-15,16,-1,0,3,10,1,36,6,8,5,Virginia Tech,away,55,401525564,2023,13,regular
0,2,40,0,4,7,28,0,1,0,1,29:05,1,0,1,9-93,1.3,32,43,7.6,25-35,265,308,0-1,5-13,20,0,0,1,4,0,21,0,2,4,Pittsburgh,away,19,401525561,2023,13,regular
1,2,,,,12,0,0,1,0,,30:55,1,0,1,8-79,2.3,30,69,6.7,20-37,248,317,1-1,8-18,17,13,0,2,10,0,31,4,3,4,Duke,home,30,401525561,2023,13,regular
3,0,19,0,1,10,13,1,2,0,5,25:30,0,2,2,6-41,3.5,37,130,6.2,15-32,197,327,1-1,5-15,14,-1,0,2,3,1,40,1,3,4,BYU,away,34,401525905,2023,13,regular
5,0,50,0,4,8,,,,2,2,34:30,2,0,2,5-36,4.4,41,182,6.8,31-47,321,503,1-2,7-17,28,,,,3,0,38,0,6,3,Oklahoma State,home,40,401525905,2023,13,regular
3,3,70,0,5,6,0,0,1,0,4,17:48,0,2,2,6-73,11.2,23,258,19.2,8-12,230,488,0-0,3-7,10,0,0,1,5,0,67,0,2,9,Iowa State,away,42,401525904,2023,13,regular
3,1,61,0,4,9,,,,2,0,42:12,1,0,1,6-55,3.9,54,209,6.0,24-48,288,497,3-4,11-23,32,8,0,2,3,0,21,0,2,1,Kansas State,home,35,401525904,2023,13,regular
2,2,67,0,4,10,,,,0,1,28:55,0,0,0,5-55,6.8,37,250,10.8,16-25,269,519,0-1,3-10,23,0,0,1,5,0,38,3,0,2,West Virginia,away,34,401525902,2023,13,regular
1,1,279,2,7,7,,,,0,,31:05,0,0,0,5-50,3.2,37,119,10.8,17-20,215,334,2-2,4-12,17,,,,5,2,34,0,1,4,Baylor,home,31,401525902,2023,13,regular
2,4,65,0,4,7,0,0,1,1,1,30:22,1,0,1,7-82,6.1,29,176,5.9,32-58,344,520,1-3,7-16,25,,,,5,0,35,2,1,5,TCU,away,45,401525900,2023,13,regular
5,3,22,0,1,15,45,1,1,0,1,29:38,1,1,2,5-46,5.0,41,207,10.5,24-38,400,607,2-2,8-14,30,2,0,2,5,1,40,1,7,6,Oklahoma,home,69,401525900,2023,13,regular
1,0,227,0,9,1,0,0,1,0,,27:00,3,0,3,5-35,3.9,28,110,2.4,19-36,88,198,0-1,3-13,14,,,,3,0,31,3,3,5,Texas Tech,away,7,401525901,2023,13,regular
3,1,110,1,2,21,43,1,3,0,2,33:00,1,0,1,9-74,7.0,43,302,7.1,19-32,226,528,1-2,3-11,27,60,0,4,5,2,29,2,9,6,Texas,home,57,401525901,2023,13,regular
0,2,,,,4,,,,0,,32:41,1,0,1,6-65,5.5,42,231,3.6,16-31,111,342,2-2,6-15,21,,,,4,0,24,0,3,1,Cincinnati,home,16,401525903,2023,13,regular
5,2,54,0,3,7,0,0,1,1,1,27:19,0,0,0,4-45,9.2,34,312,14.7,13-17,250,562,1-1,3-7,23,,,,0,0,29,0,1,6,Kansas,away,49,401525903,2023,13,regular
4,1,,,,11,-2,0,1,0,,31:27,0,0,0,15-155,7.2,47,337,4.6,17-44,202,539,0-1,7-17,35,,,,6,0,37,3,3,3,New Mexico,home,41,401532629,2023,13,regular
4,2,6,0,1,8,,,,0,1,28:33,1,0,1,13-183,6.0,50,302,7.3,16-27,198,500,3-3,5-15,30,,,,8,0,32,3,3,7,Utah State,away,44,401532629,2023,13,regular
2,0,18,0,1,7,15,0,2,0,2,30:58,1,0,1,3-20,4.6,45,206,7.3,8-18,131,337,2-3,5-14,16,2,0,1,4,0,33,1,0,0,Air Force,away,19,401532625,2023,13,regular
2,1,,,,9,15,0,1,0,,29:02,2,0,2,1-10,4.8,38,181,13.4,13-17,228,409,0-0,5-10,19,,,,5,0,35,3,3,1,Boise State,home,27,401532625,2023,13,regular
1,2,,,,9,0,0,1,1,1,30:48,0,0,0,9-89,6.3,24,151,7.7,31-45,346,497,1-1,6-13,26,4,0,1,3,0,34,1,3,3,Hawai'i,home,27,401532626,2023,13,regular
1,2,26,0,1,4,,,,0,,29:12,1,0,1,5-53,3.7,29,108,8.3,26-38,317,425,1-2,8-15,21,0,0,1,4,0,44,1,1,1,Colorado State,away,24,401532626,2023,13,regular
0,0,35,0,2,6,,,,0,1,25:13,1,1,2,6-45,0.7,25,18,6.1,17-30,183,201,0-2,2-12,14,,,,4,0,41,1,0,2,Nevada,home,6,401532630,2023,13,regular
3,2,20,0,1,9,38,1,1,1,0,34:47,0,0,0,4-33,5.7,43,244,9.2,12-18,165,409,0-0,7-12,24,14,0,1,12,1,31,6,2,2,Wyoming,away,42,401532630,2023,13,regular
2,1,34,0,2,15,29,0,1,0,,40:51,0,0,0,2-10,4.3,53,226,7.3,17-26,189,415,3-3,8-19,21,8,0,1,1,0,31,1,2,7,San Diego State,home,33,401532627,2023,13,regular
2,0,130,0,6,4,,,,0,1,19:09,1,0,1,1-8,7.9,19,151,5.1,21-37,190,341,0-2,1-9,17,0,0,1,6,0,47,2,2,2,Fresno State,away,18,401532627,2023,13,regular
2,2,21,0,1,13,,,,1,1,36:37,0,0,0,6-68,5.8,40,233,9.6,19-26,249,482,0-0,7-14,21,18,0,1,3,0,26,1,0,3,San José State,away,37,401532628,2023,13,regular
3,1,103,0,6,7,,,,0,1,23:23,0,1,1,4-35,5.7,32,182,7.9,19-29,229,411,0-2,5-11,22,,,,3,0,20,0,0,2,UNLV,home,31,401532628,2023,13,regular
2,1,16,0,1,12,18,0,2,0,,33:28,0,0,0,3-34,4.0,39,156,8.7,17-21,182,338,3-3,3-12,18,,,,1,0,35,1,1,4,Michigan,home,30,401520434,2023,13,regular
1,2,42,0,2,6,,,,0,1,26:32,2,0,2,1-5,3.8,28,107,9.0,18-30,271,378,0-0,4-9,21,,,,2,0,33,1,2,0,Ohio State,away,24,401520434,2023,13,regular
2,3,,,,10,0,0,1,0,,35:50,0,0,0,4-30,7.3,39,283,10.8,19-28,303,586,1-1,4-11,23,77,0,7,12,0,25,7,3,2,Penn State,away,42,401520435,2023,13,regular
0,0,,,,,,,,0,,24:10,1,0,1,6-30,-1.3,27,-35,4.4,12-20,88,53,0-0,2-13,5,,,,4,0,29,2,5,2,Michigan State,home,0,401520435,2023,13,regular
2,1,26,0,1,6,3,0,1,1,1,34:21,1,0,1,8-80,4.2,45,190,4.9,13-34,165,355,1-3,8-19,20,,,,7,0,30,1,2,1,Rutgers,home,24,401520439,2023,13,regular
3,3,13,0,1,6,0,0,1,0,1,25:39,1,1,2,5-55,4.9,28,137,11.6,24-31,361,498,1-1,4-10,24,,,,4.5,0,33,2,3,7,Maryland,away,42,401520439,2023,13,regular
1,3,137,0,5,11,32,0,3,0,1,33:01,0,0,0,4-50,3.8,47,178,8.1,21-34,275,453,1-1,4-15,25,14,0,3,4,0,39,2,1,2,Purdue,home,35,401520438,2023,13,regular
0,3,194,1,8,7,,,,0,1,26:59,3,0,3,8-70,3.8,35,133,7.3,17-31,226,359,0-1,1-11,22,-1,0,1,13,1,54,1,0,1,Indiana,away,31,401520438,2023,13,regular
1,1,90,0,5,2,52,0,1,0,1,29:35,1,1,2,3-30,3.8,31,119,6.0,16-28,167,286,1-2,5-13,17,22,0,2,2,0,44,0,0,2,Minnesota,home,14,401520436,2023,13,regular
2,2,21,0,1,4,0,0,1,1,0,30:25,1,0,1,3-45,6.1,44,267,6.6,14-22,145,412,0-0,7-14,21,27,0,3,3,0,38,2,2,2,Wisconsin,away,28,401520436,2023,13,regular
1,0,25,0,1,7,10,0,1,2,2,31:45,1,0,1,2-10,4.1,40,163,3.4,11-28,94,257,1-1,6-18,14,11,0,2,6,0,30,2,6,2,Iowa,away,13,401520425,2023,13,regular
0,1,,,,4,4,0,1,0,3,28:15,1,2,3,5-40,2.5,30,75,6.8,15-28,189,264,0-0,8-17,10,12,0,4,3,0,33,1,5,7,Nebraska,home,10,401520425,2023,13,regular
2,2,98,0,5,9,13,0,2,2,1,29:50,2,0,2,5-30,3.9,37,145,7.3,24-32,234,379,0-0,4-11,20,,,,5,0,33,2,0,4,Northwestern,away,45,401520431,2023,13,regular
0,4,121,0,8,11,55,1,2,0,3,30:10,2,2,4,1-10,3.3,32,107,9.9,25-35,348,455,2-3,5-13,20,-6,0,1,4,1,37,2,3,2,Illinois,home,43,401520431,2023,13,regular
3,0,41,0,2,7,45,1,1,2,1,37:36,0,1,1,9-93,5.2,46,240,6.2,16-28,174,414,0-1,3-12,24,,,,7,1,28,1,0,4,Connecticut,away,31,401520443,2023,13,regular
2,1,87,0,5,,,,,2,4,22:24,1,2,3,3-40,2.3,26,59,7.7,18-30,230,289,0-1,2-9,16,-3,0,1,5,0,38,1,2,1,UMass,home,18,401520443,2023,13,regular
1,1,176,0,8,2,0,0,1,0,,34:23,3,0,3,7-66,3.3,40,133,5.9,16-28,165,298,0-4,1-13,15,,,,2,0,29,1,0,4,Charlotte,away,14,401531410,2023,13,regular
1,5,51,0,1,12,54,0,3,0,,25:37,1,0,1,4-25,5.1,37,188,9.8,23-32,315,503,0-1,4-11,23,7,0,2,7,0,26,1,3,1,South Florida,home,48,401531410,2023,13,regular
1,2,65,0,3,11,2,0,2,2,0,30:50,1,0,1,9-86,4.5,33,149,8.0,23-37,297,446,0-1,7-15,23,,,,5,0,36,3,1,0,Tulsa,away,29,401531346,2023,13,regular
1,2,46,0,6,9,0,0,1,0,2,29:10,2,3,5,6-65,6.1,37,225,10.2,12-18,184,409,1-1,3-10,17,4,0,1,5,0,27,0,1,3,East Carolina,home,27,401531346,2023,13,regular
2,4,60,0,3,9,0,0,1,0,,29:15,1,0,1,1-15,5.8,33,190,8.7,19-29,253,443,0-0,9-13,24,,,,2,0,39,1,3,7,Memphis,away,45,401531394,2023,13,regular
1,2,85,0,5,1,0,0,1,0,,30:45,1,0,1,6-60,5.9,23,135,6.9,27-48,330,465,2-8,5-14,17,11,0,2,3,0,31,1,0,1,Temple,home,21,401531394,2023,13,regular
3,3,54,0,2,11,74,1,1,1,2,27:56,0,1,1,3-25,3.5,34,118,12.7,18-29,369,487,1-1,5-13,20,31,0,5,11,1,51,4,3,4,SMU,home,59,401531435,2023,13,regular
2,0,128,0,6,2,,,,1,1,32:04,1,0,1,7-70,4.0,45,182,2.8,9-25,71,253,2-3,2-15,14,53,0,5,5,0,44,1,3,3,Navy,away,14,401531435,2023,13,regular
1,1,25,0,2,4,,,,1,2,31:42,3,2,5,5-24,4.4,40,177,5.1,25-39,198,375,3-6,7-17,21,,,,6,0,43,1,0,5,UT San Antonio,away,16,401531376,2023,13,regular
1,2,27,0,1,11,10,0,3,2,1,28:18,0,1,1,6-41,5.5,41,227,5.7,9-22,125,352,0-0,5-15,13,,,,6,0,55,3,2,6,Tulane,home,29,401531376,2023,13,regular
0,3,16,0,1,4,,,,1,1,26:01,2,1,3,3-14,2.5,21,52,5.1,27-49,249,301,2-3,8-17,16,9,0,3,9,0,45,2,3,2,Florida International,home,28,401520428,2023,13,regular
0,5,0,0,1,5,18,0,2,1,2,33:59,0,1,1,4-36,2.3,32,74,8.1,31-41,333,407,2-3,9-16,21,14,0,2,1,0,33,1,8,6,Western Kentucky,away,41,401520428,2023,13,regular
1,0,73,0,4,11,71,1,3,0,,30:58,1,0,1,5-41,3.0,28,85,4.1,32-49,199,284,1-1,10-20,20,3,0,1,5,1,40,4,0,2,Sam Houston State,home,23,401520440,2023,13,regular
2,0,98,0,3,8,31,0,1,0,,29:02,3,0,3,7-63,2.4,28,66,7.1,31-39,276,342,0-0,3-12,18,6,0,1,7,0,52,1,4,4,Middle Tennessee,away,20,401520440,2023,13,regular
5,1,,,,6,18,0,1,0,3,36:23,0,3,3,8-56,7.1,62,441,2.2,5-13,28,469,2-4,5-11,24,12,0,2,9,0,22,3,2,6,Liberty,away,42,401520444,2023,13,regular
3,1,11,0,1,4,,,,3,1,23:37,1,0,1,6-40,1.8,28,50,7.9,14-28,221,271,1-3,3-12,13,,,,3,0,30,1,3,3,UTEP,home,28,401520444,2023,13,regular
3,5,5,0,1,11,40,0,2,1,1,30:03,1,0,1,6-65,3.7,25,92,12.9,30-41,527,619,0-0,8-11,24,12,0,1,7,0,41,2,3,2,Arizona,away,59,401524064,2023,13,regular
