rushingTDs,passingTDs,kickReturnYards,kickReturnTDs,kickReturns,kickingPoints,interceptionYards,interceptionTDs,passesIntercepted,fumblesRecovered,totalFumbles,tacklesForLoss,defensiveTDs,tackles,sacks,qbHurries,passesDeflected,possessionTime,interceptions,fumblesLost,turnovers,totalPenaltiesYards,yardsPerRushAttempt,rushingAttempts,rushingYards,yardsPerPass,completionAttempts,netPassingYards,totalYards,fourthDownEff,thirdDownEff,firstDowns,puntReturnYards,puntReturnTDs,puntReturns,team,home_away,points,game_id,season,week,season_type
2,3,,,,8,33,0,2,0,2,4,0,42,3,18,5,30:05,1,0,1,8-65,1.1,24,27,9.5,36-51,487,514,0-1,5-13,27,,,,Virginia,away,38,401282698,2021,12,regular
4,5,15,0,1,8,27,0,1,1,2,4,0,44,0,5,5,30:59,0,0,0,7-57,10.4,37,384,12.1,18-25,303,687,2-2,7-11,29,-2,0,1,Louisville,away,62,401282691,2021,12,regular
2,0,108,0,4,10,,,,0,2,2,0,27,1,0,2,29:01,1,1,2,4-35,6.1,30,183,5.5,33-50,275,458,1-3,4-13,29,8,0,1,Duke,home,22,401282691,2021,12,regular
1,1,12,0,3,5,,,,1,3,1,0,37,1,1,5,27:04,2,2,4,3-20,5.1,39,199,6.0,7-13,78,277,1-2,5-10,12,13,0,1,UMass,away,17,401286305,2021,12,regular
4,0,11,0,3,5,30,0,2,3,1,9,0,30,4,2,0,32:56,0,1,1,5-50,6.4,59,377,3.5,2-12,42,419,3-6,6-15,20,3,0,1,Army,home,33,401286305,2021,12,regular
0,0,42,0,2,,,,,0,4,5,0,45,0,4,8,23:02,0,1,1,8-51,1.0,26,25,2.6,10-32,83,108,0-3,3-15,10,3,0,2,Texas Tech,home,0,401287946,2021,12,regular
1,1,,,,11,,,,1,0,13,0,31,6,1,8,36:58,0,0,0,9-87,3.9,48,188,6.3,19-38,239,427,0-0,8-19,27,,,,Oklahoma State,away,23,401287946,2021,12,regular
1,1,43,0,2,8,5,0,1,1,1,8,0,31,5,3,3,35:54,0,1,1,3-25,3.6,48,174,6.1,25-35,213,387,3-5,7-16,22,15,0,1,Baylor,away,20,401287943,2021,12,regular
1,0,,,,4,,,,1,1,10,0,60,3,2,1,24:06,1,1,2,2-17,5.0,21,105,5.3,15-30,158,263,1-2,4-13,12,0,0,1,Kansas State,home,10,401287943,2021,12,regular
1,2,30,0,4,3,2,0,1,0,6,9,0,25,4,2,3,38:20,2,1,3,6-50,1.5,35,51,6.0,35-52,310,361,5-7,4-18,25,44,0,5,Iowa State,away,21,401287944,2021,12,regular
2,1,17,0,1,4,0,0,2,1,3,11,0,52,7,6,1,21:40,1,0,1,4-42,6.1,34,209,5.1,9-19,96,305,1-1,1-10,14,0,0,1,Oklahoma,home,28,401287944,2021,12,regular
1,3,15,0,1,7,28,0,1,0,,3,0,27,1,5,1,38:36,0,0,0,3-19,3.7,43,158,6.8,28-44,301,459,1-2,12-20,28,9,0,3,West Virginia,home,31,401287947,2021,12,regular
2,1,40,0,2,5,,,,0,1,9,0,47,3,2,5,21:24,1,0,1,4-41,7.3,28,203,5.1,14-30,152,355,0-2,2-10,16,0,0,1,Texas,away,23,401287947,2021,12,regular
4,0,-2,0,1,7,2,0,1,0,3,3,0,40,2,2,4,30:17,1,1,2,3-37,6.7,49,326,10.4,10-16,166,492,1-2,7-14,19,3,0,1,TCU,home,31,401287945,2021,12,regular
2,2,23,0,5,4,0,0,1,0,1,5,0,36,3,3,0,29:43,1,0,1,1-0,4.0,31,124,8.5,22-30,255,379,1-1,4-11,21,,,,Kansas,away,28,401287945,2021,12,regular
0,0,31,0,2,3,16,0,1,0,1,6,0,37,1,1,1,29:00,0,1,1,5-25,3.5,42,147,0.6,2-12,7,154,0-2,6-16,9,14,0,1,Prairie View,away,3,401282144,2021,12,regular
4,2,55,0,2,10,,,,1,0,9,0,25,4,1,3,31:06,1,0,1,1-15,6.3,44,279,8.8,12-19,168,447,2-2,6-10,24,42,0,4,Texas A&M,home,52,401282144,2021,12,regular
2,2,124,1,2,14,0,0,1,4,1,2,1,35,1,5,7,34:01,1,0,1,7-73,7.4,49,362,16.1,12-15,242,604,1-1,4-11,22,,,,Wyoming,away,44,401310750,2021,12,regular
0,2,88,0,7,5,0,0,1,0,2,4,0,31,0,0,0,25:59,1,2,3,1-15,5.8,31,181,4.3,19-42,181,362,0-4,5-15,23,,,,Utah State,home,17,401310750,2021,12,regular
0,0,121,0,6,,16,0,1,0,2,5,0,36,2,1,2,29:24,1,1,2,5-36,2.0,42,83,2.6,2-7,18,101,0-0,3-14,9,,,,New Mexico,away,0,401310748,2021,12,regular
1,1,23,0,1,13,-1,0,1,1,1,11,2,35,3,0,0,30:36,1,0,1,7-90,5.4,44,239,7.5,12-25,188,427,1-2,3-11,23,62,2,5,Boise State,home,37,401310748,2021,12,regular
3,2,125,0,6,14,45,1,2,1,3,11,1,59,5,3,6,29:49,0,2,2,4-37,3.4,38,129,9.9,23-41,406,535,0-0,7-16,25,9,0,1,Hawai'i,home,50,401310749,2021,12,regular
1,5,87,0,3,9,,,,2,3,8,0,58,3,1,4,30:11,2,1,3,9-100,3.4,37,124,11.0,29-48,527,651,0-1,11-19,27,18,0,1,Colorado State,away,45,401310749,2021,12,regular
1,4,55,0,3,7,,,,2,1,1,0,75,0,1,0,22:22,1,0,1,4-20,0.7,27,18,8.0,27-44,351,369,1-2,6-15,24,0,0,1,Nevada,home,39,401310747,2021,12,regular
5,0,,,,7,6,0,1,0,4,11,0,48,7,1,3,37:38,0,2,2,7-80,5.7,83,476,4.6,1-5,23,499,3-4,9-17,26,9,0,2,Air Force,away,41,401310747,2021,12,regular
0,2,,,,8,0,0,1,0,2,5,0,38,3,0,2,30:10,2,0,2,5-39,0.8,26,22,10.9,21-34,372,394,0-2,5-13,14,,,,UNLV,home,20,401310751,2021,12,regular
0,3,19,0,2,4,31,1,2,0,1,6,1,25,2,0,6,29:50,1,0,1,6-29,3.1,32,98,7.7,18-25,192,290,2-2,3-12,15,10,0,1,San Diego State,away,28,401310751,2021,12,regular
0,1,111,0,6,1,10,0,1,0,1,6,0,56,2,1,2,22:02,0,1,1,3-30,3.1,21,66,4.2,16-38,158,224,1-1,5-16,12,,,,Michigan State,away,7,401282786,2021,12,regular
2,6,11,0,1,8,,,,1,1,9,0,30,2,1,12,37:58,1,0,1,1-5,4.8,43,206,10.4,36-43,449,655,0-0,6-10,36,27,0,4,Ohio State,home,56,401282786,2021,12,regular
3,3,110,1,4,11,42,1,1,0,2,4,2,56,2,0,3,29:58,0,0,0,6-50,4.3,35,151,8.8,29-40,352,503,1-3,7-13,24,18,0,4,Michigan,away,59,401282770,2021,12,regular
1,1,33,0,2,4,,,,0,,1,0,54,1,0,3,30:02,1,0,1,8-59,4.1,44,181,5.4,19-33,178,359,0-2,3-14,20,6,0,1,Maryland,home,18,401282770,2021,12,regular
1,3,,,,4,0,0,1,0,1,8,0,25,2,3,4,33:34,0,0,0,4-50,3.5,42,149,8.1,17-32,258,407,0-1,5-15,21,11,0,2,Penn State,home,28,401282818,2021,12,regular
0,0,,,,,,,,0,2,6,0,35,1,3,3,26:26,1,0,1,8-55,2.1,32,67,3.3,13-28,93,160,0-1,4-16,10,14,0,2,Rutgers,away,0,401282818,2021,12,regular
3,2,,,,5,44,0,2,0,,3,0,32,1,3,2,36:43,0,0,0,4-30,4.1,48,195,9.8,14-20,196,391,1-2,7-13,20,17,0,2,Minnesota,away,35,401282732,2021,12,regular
1,1,27,0,2,2,,,,0,,4,0,49,0,0,5,23:17,2,0,2,4-50,4.3,33,141,4.1,8-19,77,218,0-1,7-13,12,,,,Indiana,home,14,401282732,2021,12,regular
3,1,40,0,3,4,,,,0,1,2,0,32,1,1,3,33:17,2,0,2,5-43,2.9,35,101,10.0,23-35,351,452,1-3,4-9,22,,,,Nebraska,away,28,401282803,2021,12,regular
3,1,138,1,3,5,43,0,2,0,,3,1,35,0,5,3,26:43,0,0,0,4-42,8.1,31,252,8.1,12-18,145,397,1-3,3-9,15,,,,Wisconsin,home,35,401282803,2021,12,regular
0,2,0,0,3,11,0,0,1,0,,9,0,54,2,1,0,24:07,2,0,2,10-96,2.6,25,64,6.9,16-36,248,312,0-1,4-16,11,0,0,2,Illinois,away,23,401282721,2021,12,regular
1,0,158,1,4,15,32,1,2,0,,3,2,27,2,2,5,35:53,1,0,1,3-22,3.3,52,172,4.6,6-18,83,255,1-2,5-16,17,18,0,7,Iowa,home,33,401282721,2021,12,regular
0,3,30,0,2,14,15,0,1,0,,8,0,56,4,2,3,28:27,0,0,0,8-74,2.2,23,50,10.8,29-39,423,473,0-0,7-15,22,9,0,1,Purdue,away,32,401282808,2021,12,regular
1,1,44,0,3,2,,,,0,,4,0,39,1,3,2,31:33,1,0,1,4-44,3.3,44,144,6.4,18-25,159,303,1-4,5-12,19,,,,Northwestern,home,14,401282808,2021,12,regular
2,2,,,,4,6,0,1,0,1,4,0,40,2,2,4,28:50,0,0,0,3-35,4.7,34,160,6.1,19-38,230,390,2-4,4-16,22,10,0,1,Rice,away,28,401282266,2021,12,regular
3,2,59,0,3,8,,,,0,1,4,0,35,0,6,6,31:10,1,0,1,10-78,3.8,32,122,10.5,23-35,366,488,1-1,4-11,23,31,0,4,UTEP,home,38,401282266,2021,12,regular
4,0,59,0,2,8,,,,0,1,6,1,34,3.5,0,4,35:27,0,0,0,5-45,4.2,50,208,9.9,10-18,178,386,0-0,11-14,24,90,1,2,Utah,home,38,401309901,2021,12,regular
0,1,58,0,2,1,,,,0,,1,0,34,1,0,5,24:33,0,0,0,6-45,2.7,23,63,6.6,17-35,231,294,0-2,6-14,18,,,,Oregon,away,7,401309901,2021,12,regular
3,2,,,,11,4,0,2,0,1,6,0,49,2,3,6,31:43,1,1,2,8-97,10.4,34,352,9.8,19-29,284,636,1-2,6-12,22,0,0,1,California,away,41,401309900,2021,12,regular
1,0,128,0,8,3,20,0,1,1,0,3,0,38,0,0,2,28:17,2,0,2,6-40,1.7,26,43,5.6,26-43,239,282,1-3,4-12,21,,,,Stanford,home,11,401309900,2021,12,regular
1,0,,,,8,0,0,2,4,1,8,0,48,3,5,7,23:53,0,0,0,5-45,2.6,27,71,4.5,14-25,112,183,1-1,2-14,9,23,0,1,Colorado,home,20,401309903,2021,12,regular
0,2,29,0,1,5,,,,0,3,3,0,31,1,6,4,36:07,2,2,4,7-70,1.4,28,38,6.9,34-56,388,426,1-2,14-21,22,27,0,3,Washington,away,17,401309903,2021,12,regular
1,0,73,0,4,4,,,,1,1,2,0,31,0,1,2,27:06,1,0,1,10-64,3.3,30,100,6.1,16-27,166,266,0-1,4-11,15,,,,Arizona State,away,10,401309902,2021,12,regular
2,1,0,0,2,6,0,0,1,0,2,4,0,24,3,4,0,32:54,0,1,1,3-40,5.2,46,237,5.0,12-18,90,327,2-3,3-12,19,3,0,1,Oregon State,home,24,401309902,2021,12,regular
0,2,27,0,2,4,,,,0,3,6,0,32,2,2,7,31:35,1,0,1,11-64,5.6,30,168,4.9,23-42,206,374,3-4,3-17,18,10,0,3,Arizona,away,18,401309899,2021,12,regular
2,4,31,0,1,6,0,0,1,0,,6,0,41,3,1,4,28:25,0,0,0,6-55,6.2,36,223,11.3,13-23,259,482,0-0,4-11,18,33,0,2,Washington State,home,44,401309899,2021,12,regular
4,4,183,1,5,8,17,0,2,0,1,10,1,45,3,1,9,26:54,2,0,2,8-74,5.9,44,260,15.9,16-22,349,609,0-0,6-9,29,13,0,1,UCLA,away,62,401309904,2021,12,regular
3,1,93,0,4,9,0,0,2,0,,6,0,31,1,0,2,33:06,2,0,2,8-78,4.1,39,159,6.9,27-47,325,484,2-2,9-19,27,,,,USC,home,33,401309904,2021,12,regular
2,0,61,0,4,5,,,,0,,0,0,42,0,4,3,28:51,2,0,2,5-45,3.9,37,146,8.1,11-15,122,268,0-0,4-10,19,12,0,2,Georgia Southern,home,17,401309645,2021,12,regular
2,2,20,0,2,10,0,0,2,0,,6,0,35,0,1,0,31:09,0,0,0,6-60,4.9,40,195,10.8,17-29,312,507,2-3,3-10,25,,,,BYU,away,34,401309645,2021,12,regular
2,3,37,0,2,6,0,0,3,4,0,8,0,36,7.5,0,6,31:49,0,0,0,3-30,3.3,40,130,6.6,14-25,166,296,3-4,3-13,17,33,0,2,Louisiana,away,42,401286298,2021,12,regular
0,2,157,0,7,2,,,,0,3,7,0,39,3,0,2,28:11,3,3,6,7-76,2.6,34,87,5.6,15-37,206,293,2-5,6-17,16,0,0,1,Liberty,home,14,401286298,2021,12,regular
1,2,50,0,3,6,0,0,1,1,0,3,0,58,1,2,2,24:55,0,0,0,6-46,3.7,27,100,10.0,15-24,241,341,0-1,3-12,11,25,0,3,Old Dominion,away,24,401282265,2021,12,regular
1,1,30,0,2,5,,,,0,1,2,0,29,1,3,3,35:05,1,1,2,7-45,3.1,33,101,6.1,36-51,313,414,0-1,8-17,25,1,0,3,Middle Tennessee,home,17,401282265,2021,12,regular
1,6,85,0,4,10,10,0,3,0,1,6,0,36,3,3,5,35:21,2,1,3,13-116,3.8,26,100,9.8,42-52,508,608,0-0,6-10,35,3,0,2,Western Kentucky,home,52,401282263,2021,12,regular
0,1,95,0,5,5,58,1,2,1,1,6,1,47,0,0,2,24:39,3,0,3,15-139,1.0,26,25,6.4,25-43,276,301,2-4,6-16,18,5,0,1,Florida Atlantic,away,17,401282263,2021,12,regular
5,2,0,0,1,7,75,0,1,0,,6,0,20,3,5,6,31:11,0,0,0,3-35,6.6,57,378,16.6,7-14,233,611,0-0,7-12,25,14,0,1,North Texas,away,49,401282262,2021,12,regular
0,1,46,0,3,1,,,,0,,3,0,29,0,0,0,28:49,1,0,1,7-50,2.2,26,58,5.7,16-33,187,245,2-2,3-16,12,1,0,3,Florida International,home,7,401282262,2021,12,regular
2,2,23,0,5,7,,,,0,2,10,0,40,5,4,2,33:00,1,0,1,13-124,5.6,39,220,11.5,15-22,254,474,0-0,5-12,19,3,0,1,UAB,away,31,401282267,2021,12,regular
1,3,25,0,1,10,0,0,1,0,3,8,0,41,3,4,2,27:00,0,0,0,6-35,1.5,34,52,9.0,25-36,323,375,0-1,8-15,19,1,0,1,UT San Antonio,home,34,401282267,2021,12,regular
1,3,88,0,5,5,6,1,2,3,3,4,1,40,2,5,2,35:06,1,2,3,5-45,3.9,47,184,8.5,8-13,110,294,0-0,3-10,17,,,,Southern Mississippi,away,35,401282264,2021,12,regular
0,0,109,0,6,13,46,0,1,2,3,10,0,35,1,3,0,24:54,2,3,5,9-52,4.3,35,150,3.8,11-26,100,250,0-1,3-12,14,8,0,1,Louisiana Tech,home,19,401282264,2021,12,regular
3,2,62,0,2,14,0,0,1,0,2,6,0,40,2,3,3,28:08,0,2,2,6-70,5.3,41,216,9.9,18-30,297,513,2-2,6-13,25,15,0,2,Tulsa,home,44,401301049,2021,12,regular
0,1,104,0,5,4,,,,2,0,5,0,38,0,0,5,31:52,1,0,1,6-70,3.6,36,131,4.4,22-37,162,293,2-5,2-15,19,,,,Temple,away,10,401301049,2021,12,regular
3,3,0,0,2,9,33,0,1,1,2,8,0,58,5,0,1,28:16,1,0,1,0-0,5.4,35,190,13.0,19-24,311,501,0-0,5-11,19,2,0,2,Tulane,home,45,401301048,2021,12,regular
2,0,116,0,7,2,0,0,1,0,4,6,0,44,1,0,0,31:44,1,1,2,5-42,3.1,40,123,4.8,20-36,174,297,2-2,7-18,18,,,,South Florida,away,14,401301048,2021,12,regular
1,1,41,0,3,2,,,,0,1,1,0,35,0,0,3,24:39,0,1,1,3-27,4.3,31,133,2.5,15-26,66,199,1-1,2-11,15,,,,SMU,away,14,401301046,2021,12,regular
2,5,12,0,1,6,,,,1,1,7,0,26,3,6,3,35:21,0,0,0,12-82,6.1,41,249,9.8,21-30,295,544,3-4,6-13,24,63,0,5,Cincinnati,home,48,401301046,2021,12,regular
2,2,200,1,6,5,,,,0,2,5,1,45,0,1,3,27:20,0,0,0,4-33,7.8,44,345,9.3,4-4,37,382,0-0,5-8,17,,,,Navy,home,35,401301047,2021,12,regular
1,3,60,0,4,12,,,,0,1,2,0,32,1,0,0,32:40,0,0,0,6-50,4.5,35,158,12.7,27-32,405,563,4-5,6-14,24,5,0,1,East Carolina,away,38,401301047,2021,12,regular
2,0,105,0,5,5,,,,2,0,6,0,36,2,2,2,32:30,3,0,3,5-25,3.9,35,137,4.1,18-42,174,311,3-4,3-17,17,,,,Connecticut,away,17,401286293,2021,12,regular
4,3,51,0,2,7,10,0,3,0,3,9,0,43,5,7,9,27:30,0,1,1,7-80,8.0,35,280,8.0,24-32,257,537,1-1,4-11,23,23,0,4,UCF,home,49,401286293,2021,12,regular
0,1,101,0,5,7,25,0,2,0,,4,0,44,2,5,4,25:34,2,0,2,5-31,3.8,28,106,4.7,22-46,216,322,2-4,2-14,24,-2,0,1,Memphis,away,13,401301045,2021,12,regular
3,1,27,0,3,7,0,0,2,0,1,6,0,43,2,0,8,34:26,2,0,2,11-122,5.3,37,197,7.8,20-34,264,461,1-1,8-15,25,42,0,4,Houston,home,31,401301045,2021,12,regular
5,2,31,0,2,7,0,0,1,2,1,2,0,24,0,15,6,29:03,0,0,0,7-65,7.3,44,321,9.5,21-28,267,588,1-1,8-12,29,-5,0,1,Marshall,away,49,401282261,2021,12,regular
0,4,86,0,4,4,,,,0,1,1,0,35,0,0,0,30:57,1,1,2,5-50,4.0,32,129,6.0,25-41,245,374,6-6,4-14,23,,,,Charlotte,home,28,401282261,2021,12,regular
4,0,0,0,3,4,18,0,2,0,3,15,0,46,6,1,9,29:08,1,2,3,6-57,5.4,52,282,7.2,10-21,152,434,0-0,7-14,21,,,,Georgia State,home,28,401309643,2021,12,regular
0,1,92,0,4,8,0,0,1,2,1,5,0,40,2,0,4,30:52,2,0,2,4-27,-0.1,26,-3,5.7,28-48,273,270,0-2,5-18,16,-6,0,1,Arkansas State,away,20,401309643,2021,12,regular
3,3,51,0,2,9,10,0,1,1,0,8,0,15,2,1,1,43:17,2,0,2,8-65,4.2,55,233,8.8,17-24,212,445,4-5,6-14,26,26,0,3,Appalachian State,away,45,401309642,2021,12,regular
0,1,15,0,5,1,3,0,2,0,1,1,0,36,0,3,0,16:43,1,1,2,5-41,1.7,19,33,5.2,11-21,109,142,0-2,1-9,6,,,,Troy,home,7,401309642,2021,12,regular
0,5,25,0,1,5,,,,0,1,7,0,26,2,0,5,35:06,0,0,0,3-35,3.8,47,179,11.0,22-29,319,498,0-1,8-13,30,12,0,2,Coastal Carolina,home,35,401309644,2021,12,regular
2,1,95,0,5,3,,,,0,,5,0,30,1,0,2,24:54,0,0,0,1-5,5.9,32,188,4.2,14-27,113,301,1-2,3-12,17,,,,Texas State,away,21,401309644,2021,12,regular
1,1,72,0,3,2,23,0,1,0,3,9,0,36,2,0,2,25:50,0,2,2,9-64,2.5,22,55,6.9,20-25,172,227,0-0,3-11,11,,,,Stanford,home,14,401282711,2021,13,regular
4,2,0,0,1,9,,,,2,0,6,0,30,2,0,2,34:10,1,0,1,4-35,4.9,34,168,9.5,27-36,341,509,1-1,2-11,27,0,0,1,Notre Dame,away,45,401282711,2021,13,regular
0,0,6,0,1,,,,,0,,2,0,24,1,0,1,33:08,0,0,0,4-38,2.8,35,98,4.3,8-16,68,166,0-2,5-14,9,,,,Georgia Tech,home,0,401282148,2021,13,regular
2,4,,,,9,,,,0,,8,0,27,3,3,1,26:52,0,0,0,0-0,6.7,31,208,12.8,14-20,255,463,0-0,2-5,21,20,0,2,Georgia,away,45,401282148,2021,13,regular
2,1,66,0,3,3,28,0,3,0,4,6,0,29,1,5,1,27:02,2,1,3,9-89,4.4,33,145,6.2,20-33,203,348,0-0,5-12,23,4,0,1,Florida State,away,21,401282147,2021,13,regular
1,2,,,,6,-3,0,2,1,2,8,0,31,4,4,5,32:58,3,0,3,13-107,3.0,46,139,7.0,21-31,218,357,1-1,11-19,23,11,0,2,Florida,home,24,401282147,2021,13,regular
2,1,,,,1,,,,1,0,3,0,31,0,0,3,38:16,1,0,1,4-30,2.7,43,115,6.4,17-32,206,321,5-7,4-17,18,,,,Vanderbilt,away,21,401282153,2021,13,regular
3,2,,,,9,55,1,1,0,1,5,1,34,2,7,8,21:44,0,1,1,4-40,6.8,42,285,8.7,10-18,156,441,2-3,2-8,25,50,0,1,Tennessee,home,45,401282153,2021,13,regular
3,0,26,0,1,12,0,0,2,0,,5,0,31,1,9,6,31:35,1,0,1,5-45,6.2,43,265,5.2,9-19,99,364,1-2,3-12,17,-3,0,1,Clemson,away,30,401282152,2021,13,regular
0,0,62,0,3,,0,0,1,0,1,3,0,39,0,1,4,28:25,2,0,2,3-20,2.2,20,43,3.9,19-42,163,206,2-5,4-16,12,,,,South Carolina,home,0,401282152,2021,13,regular
2,1,55,0,2,3,,,,0,,7,0,42,0,2,0,24:56,1,0,1,3-24,4.6,31,144,7.4,19-28,208,352,0-2,3-10,21,,,,Louisville,home,21,401282149,2021,13,regular
7,0,12,0,1,10,1,0,1,0,,6,0,36,1,2,1,35:04,0,0,0,4-29,7.4,49,362,7.8,15-19,149,511,1-1,6-10,29,5,0,1,Kentucky,away,52,401282149,2021,13,regular
0,2,23,0,1,8,0,0,1,0,,11,0,44,7,8,7,30:36,1,0,1,7-52,0.6,40,22,5.3,17-26,137,159,0-0,5-18,11,20,0,2,Auburn,home,22,401282146,2021,13,regular
0,2,13,0,1,8,0,0,1,0,,15,0,46,6,2,2,29:24,1,0,1,11-129,1.9,37,71,6.1,25-52,317,388,1-4,8-22,18,6,0,1,Alabama,away,24,401282146,2021,13,regular
1,1,112,0,5,7,48,0,1,0,,7,0,37,1,1,1,29:44,0,0,0,8-75,4.0,21,84,5.7,38-59,336,420,2-4,4-14,30,0,0,1,Mississippi State,home,21,401282151,2021,13,regular
3,1,32,0,1,7,,,,0,,4,0,33,3,3,5,30:16,1,0,1,11-73,3.5,44,154,6.9,26-34,234,388,1-3,11-18,23,,,,Ole Miss,away,31,401282151,2021,13,regular
1,0,20,0,1,9,,,,1,0,5,0,29,3,2,2,35:11,1,0,1,4-51,5.0,50,251,2.5,10-26,65,316,1-2,7-19,19,17,0,3,Missouri,away,17,401282145,2021,13,regular
3,1,0,0,1,10,-2,0,1,0,1,2,0,32,0,7,4,24:49,0,1,1,6-55,4.9,33,163,13.1,15-20,262,425,0-0,4-11,14,34,0,3,Arkansas,home,34,401282145,2021,13,regular
0,3,23,0,1,6,,,,0,,8,0,49,6,1,7,27:40,0,0,0,4-28,1.9,28,54,6.9,20-35,242,296,1-1,3-14,16,21,0,3,Texas A&M,away,24,401282150,2021,13,regular
0,3,,,,9,,,,0,,9,0,40,4,5,3,32:20,0,0,0,3-32,2.9,36,106,8.1,22-38,306,412,2-2,5-17,22,2,0,3,LSU,home,27,401282150,2021,13,regular
4,2,93,0,5,12,5,0,2,0,,4,0,50,0,3,11,31:02,2,0,2,7-60,5.9,51,303,10.0,25-34,339,642,0-1,6-13,32,4,0,1,Kent State,home,48,401308842,2021,13,regular
1,4,63,0,6,15,7,0,2,0,1,9,0,70,3,2,3,28:58,2,0,2,8-88,4.6,31,144,7.9,26-51,405,549,0-0,7-15,31,,,,Miami (OH),away,47,401308842,2021,13,regular
0,1,40,0,3,13,51,0,3,0,,9,0,27,2,2,2,37:00,0,0,0,4-30,2.2,43,94,6.9,24-37,255,349,1-3,8-19,21,27,0,3,Bowling Green,home,21,401309596,2021,13,regular
1,0,54,0,5,4,,,,0,3,9,0,41,1,4,2,23:00,3,0,3,4-31,4.3,28,120,4.3,12-24,103,223,1-3,2-11,10,6,0,1,Ohio,away,10,401309596,2021,13,regular
3,4,54,0,3,7,,,,0,1,7,0,30,5,4,6,32:58,0,0,0,10-63,6.7,42,281,8.6,21-35,301,582,1-2,9-15,31,40,0,4,Toledo,home,49,401309597,2021,13,regular
0,2,106,0,6,2,,,,0,,4,0,33,1,0,5,27:02,0,0,0,3-25,5.1,37,190,5.8,13-30,175,365,0-2,9-18,13,,,,Akron,away,14,401309597,2021,13,regular
3,0,65,0,6,3,,,,1,3,4,0,51,2,0,3,18:02,0,2,2,2-20,9.9,27,268,2.3,4-10,23,291,0-0,0-7,9,6,0,1,Northern Illinois,home,21,401309594,2021,13,regular
1,5,27,0,3,6,,,,2,1,7,0,26,2,0,3,41:58,0,1,1,5-30,6.0,50,298,13.0,21-26,338,636,1-3,9-14,29,5,0,1,Western Michigan,away,42,401309594,2021,13,regular
0,0,15,0,1,3,,,,0,,6,0,36,2,0,6,29:40,4,0,4,4-30,3.7,40,148,4.8,18-39,188,336,1-1,9-18,22,,,,Buffalo,away,3,401309593,2021,13,regular
1,1,12,0,1,8,78,0,4,0,1,4,0,34,3,1,6,30:20,0,0,0,6-45,1.6,34,54,5.7,19-31,176,230,2-2,6-17,13,22,0,4,Ball State,home,20,401309593,2021,13,regular
1,2,100,1,1,7,,,,1,1,10,1,39,6,3,6,32:43,1,0,1,9-81,4.5,52,236,5.4,12-24,130,366,2-4,6-15,22,20,0,1,Central Michigan,home,31,401309595,2021,13,regular
1,0,35,0,4,4,0,0,1,0,2,1,0,47,0,0,3,27:17,0,1,1,1-15,0.2,27,5,6.3,24-35,221,226,0-5,2-12,15,13,0,2,Eastern Michigan,away,10,401309595,2021,13,regular
2,3,39,0,1,11,1,0,2,2,1,9,0,28,3,4,2,36:13,1,0,1,6-60,3.3,54,177,7.4,20-32,236,413,3-3,11-21,25,36,0,3,Wake Forest,away,41,401282700,2021,13,regular
0,1,79,0,5,4,0,0,1,0,2,7,0,48,2,2,5,23:47,2,1,3,7-83,5.6,29,163,1.6,3-12,19,182,0-0,1-10,9,,,,Boston College,home,10,401282700,2021,13,regular
2,1,,,,12,,,,2,1,7,0,27,6,2,6,29:21,1,0,1,7-65,7.2,41,297,5.4,14-27,147,444,2-2,4-14,22,0,0,1,North Carolina,away,30,401282699,2021,13,regular
0,4,140,0,6,4,0,0,1,0,1,8,1,30,6.5,8,4,30:39,0,1,1,8-56,3.9,29,113,8.0,19-31,247,360,0-0,2-10,21,46,1,5,NC State,home,34,401282699,2021,13,regular
2,1,,,,6,,,,1,2,5,0,36,4,2,2,28:42,1,1,2,6-65,3.3,23,76,8.6,32-48,414,490,0-3,5-10,26,,,,Virginia,home,24,401282703,2021,13,regular
1,2,53,0,2,9,14,0,1,1,2,4,0,37,2,0,7,31:18,0,1,1,10-84,6.8,47,320,9.0,7-16,144,464,0-1,5-12,20,,,,Virginia Tech,away,29,401282703,2021,13,regular
0,0,168,1,4,4,,,,0,1,4,1,30,0,4,3,27:22,1,0,1,8-82,1.8,34,62,4.5,21-35,157,219,1-4,9-19,15,,,,Duke,home,10,401282701,2021,13,regular
2,3,26,0,1,17,0,0,1,0,1,9,0,40,3,1,1,32:38,0,0,0,5-30,3.9,36,140,7.5,35-52,390,530,3-3,8-17,33,0,0,1,Miami,away,47,401282701,2021,13,regular
1,1,85,0,5,4,,,,0,,4,0,45,1,0,0,23:47,2,0,2,7-56,3.2,25,79,6.5,24-47,305,384,2-7,5-15,20,0,0,1,Liberty,home,16,401286299,2021,13,regular
3,1,,,,7,21,0,2,0,,8,0,45,5,1,3,36:13,0,0,0,2-20,3.5,62,220,25.5,3-4,102,322,2-2,7-14,21,,,,Army,away,31,401286299,2021,13,regular
0,3,61,0,4,7,32,0,2,2,3,8,0,42,1,1,6,35:41,0,2,2,12-74,4.3,44,189,6.5,20-39,252,441,1-3,5-18,21,2,0,2,Oklahoma,away,33,401287951,2021,13,regular
3,1,157,1,4,7,,,,2,3,9,1,48,6,7,6,24:19,2,1,3,6-60,3.9,36,140,7.1,19-30,214,354,0-0,3-11,21,-8,1,1,Oklahoma State,home,37,401287951,2021,13,regular
