rushingTDs,puntReturnYards,puntReturnTDs,puntReturns,passingTDs,kickReturnYards,kickReturnTDs,kickReturns,kickingPoints,fumblesRecovered,totalFumbles,tacklesForLoss,defensiveTDs,tackles,sacks,qbHurries,passesDeflected,firstDowns,thirdDownEff,fourthDownEff,totalYards,netPassingYards,completionAttempts,yardsPerPass,rushingYards,rushingAttempts,yardsPerRushAttempt,totalPenaltiesYards,turnovers,fumblesLost,interceptions,possessionTime,interceptionYards,interceptionTDs,passesIntercepted,team,home_away,points,game_id,season,week,season_type
1,60,1,4,2,5,0,1,7,0,1,3,1,44,1,0,7,22,4-11,0-0,385,186,12-20,9.3,199,36,5.5,4-21,1,0,1,26:27,,,,Washington,away,31,400869148,2016,9,regular
1,33,0,2,5,69,0,4,9,1,3,5,0,51,0,2,5,31,6-10,1-1,629,231,18-25,9.2,398,48,8.3,13-125,3,2,1,31:51,0,0,1,USC,home,45,400869145,2016,9,regular
1,,,,2,79,0,6,6,2,2,1,0,49,1,0,1,29,3-12,2-4,475,333,34-53,6.3,142,30,4.7,7-65,2,1,1,28:09,27,0,1,California,away,24,400869145,2016,9,regular
0,-13,0,3,5,54,0,4,3,0,4,4,0,39,1,4,3,27,4-12,0-3,552,415,33-46,9.0,137,26,5.3,6-65,2,2,0,27:10,,,,Washington State,away,35,400869149,2016,9,regular
2,10,0,1,2,90,0,5,7,2,0,4,0,40,2,2,4,20,3-13,0-2,498,327,23-39,8.4,171,28,6.1,13-110,0,0,0,32:50,,,,Oregon State,home,31,400869149,2016,9,regular
1,-1,0,1,4,,,,11,1,1,10,0,40,4,4,4,25,6-17,3-4,430,294,33-47,6.3,136,40,3.4,5-35,0,0,0,32:31,32,0,2,East Carolina,home,41,400869551,2016,9,regular
0,,,,0,147,0,6,3,0,1,5,0,41,1,4,5,14,5-15,0-4,295,206,18-35,5.9,89,31,2.9,4-34,3,1,2,27:29,,,,Connecticut,away,3,400869551,2016,9,regular
2,18,0,1,3,76,0,5,5,0,3,2,0,20,1,0,8,26,6-16,4-4,517,307,27-40,7.7,210,44,4.8,3-25,3,2,1,39:32,,,,Florida International,home,35,400869391,2016,9,regular
1,27,0,1,4,10,0,1,6,2,0,2,1,46,2,1,6,23,2-8,0-0,466,332,22-35,9.5,134,19,7.1,2-30,0,0,0,20:28,48,1,1,Middle Tennessee,away,42,400869391,2016,9,regular
2,2,0,1,5,19,0,1,10,1,2,0,0,34,1,3,11,22,10-16,0-0,661,393,16-25,15.7,268,45,6.0,8-80,1,1,0,32:22,0,0,1,Western Kentucky,away,52,400869392,2016,9,regular
0,,,,0,121,0,6,3,1,1,0,0,37,3,0,2,12,1-14,0-1,202,77,15-34,2.3,125,33,3.8,1-10,2,1,1,27:38,,,,Florida Atlantic,home,3,400869392,2016,9,regular
2,17,0,2,2,34,0,2,7,2,0,6,0,42,4,2,4,19,7-14,0-0,318,142,10-19,7.5,176,41,4.3,4-39,0,0,0,29:19,12,0,2,UT San Antonio,home,31,400869395,2016,9,regular
1,48,0,3,1,72,0,4,5,0,4,8,0,34,5,3,3,22,6-14,0-1,409,257,27-38,6.8,152,34,4.5,2-25,4,2,2,30:41,,,,North Texas,away,17,400869395,2016,9,regular
0,24,0,2,2,152,0,6,1,1,2,10,0,62,2,0,3,10,5-12,0-0,186,119,15-27,4.4,67,22,3.0,4-35,2,2,0,19:37,,,,Cincinnati,away,13,400869550,2016,9,regular
2,,,,2,14,0,1,10,2,1,4,0,39,1,0,3,25,7-14,1-2,474,199,12-19,10.5,275,60,4.6,3-25,1,1,0,40:23,,,,Temple,home,34,400869550,2016,9,regular
6,6,0,1,1,77,0,4,3,1,0,3,0,41,0,0,3,29,8-13,1-2,616,299,15-27,11.1,317,54,5.9,2-10,1,0,1,33:01,,,,Navy,away,45,400869548,2016,9,regular
5,31,0,1,2,39,0,5,10,0,1,1,0,52,0,0,1,25,12-16,0-0,629,217,20-30,7.2,412,44,9.4,8-50,1,1,0,26:59,0,0,1,South Florida,home,52,400869548,2016,9,regular
3,4,0,2,1,55,0,2,7,2,3,12,0,43,3,9,2,22,11-20,1-2,398,240,26-37,6.5,158,49,3.2,6-71,4,1,3,34:14,26,0,2,Houston,home,31,400869549,2016,9,regular
3,3,0,1,0,86,0,4,6,1,4,11,0,59,4,7,3,15,2-15,1-2,195,155,19-33,4.7,40,33,1.2,4-25,4,2,2,25:46,22,0,3,UCF,away,24,400869549,2016,9,regular
6,0,0,2,2,17,0,1,11,2,1,9,0,54,4,4,6,29,10-16,0-0,596,234,20-33,7.1,362,54,6.7,7-63,1,1,0,33:24,29,0,2,Tulsa,away,59,400869552,2016,9,regular
1,11,0,2,3,161,0,6,6,1,3,2,0,62,0,0,4,22,9-20,2-2,508,349,19-40,8.7,159,42,3.8,12-98,4,2,2,26:36,,,,Memphis,home,30,400869552,2016,9,regular
3,,,,2,65,0,3,5,0,1,5,0,55,2,0,4,22,10-17,0-0,439,302,16-31,9.7,137,43,3.2,6-57,2,0,2,28:21,0,0,1,SMU,away,35,400869553,2016,9,regular
2,0,0,1,2,126,0,5,7,0,,11,0,46,4,0,0,18,4-16,3-4,391,164,13-26,6.3,227,46,4.9,10-100,1,0,1,31:39,26,0,2,Tulane,home,31,400869553,2016,9,regular
1,4,0,2,0,76,0,5,4,0,1,5,0,30,1,0,5,17,7-18,1-4,336,162,14-29,5.6,174,42,4.1,7-51,2,0,2,32:23,,,,Louisiana Monroe,away,10,400869836,2016,9,regular
2,1,0,2,5,109,0,2,9,0,,11,0,35,3,3,3,24,5-13,2-2,434,316,24-41,7.7,118,31,3.8,7-58,0,0,0,27:37,49,0,2,Arkansas State,home,51,400869836,2016,9,regular
1,0,0,1,0,57,0,3,4,1,1,5,0,36,2,0,4,14,5-14,0-0,240,113,11-18,6.3,127,40,3.2,5-37,1,1,0,29:30,0,0,1,Georgia State,away,10,400869837,2016,9,regular
1,14,0,2,0,48,0,3,7,1,3,8,0,39,4,3,3,19,3-13,1-3,306,124,15-27,4.6,182,43,4.2,5-44,2,1,1,30:30,,,,South Alabama,home,13,400869837,2016,9,regular
4,32,0,3,0,66,0,3,10,0,4,8,0,33,1,1,4,28,1-12,3-4,498,199,16-27,7.4,299,47,6.4,4-36,3,1,2,37:54,2,0,3,Appalachian State,away,34,400869835,2016,9,regular
0,,,,0,116,0,5,4,1,1,3,0,45,0,3,4,9,2-13,0-1,159,94,12-29,3.2,65,26,2.5,4-45,3,0,3,22:06,22,0,2,Georgia Southern,home,10,400869835,2016,9,regular
2,12,0,3,1,,,,6,0,1,4,0,38,3,0,6,26,6-18,2-3,474,300,22-40,7.5,174,45,3.9,4-44,1,1,0,34:10,,,,Southern Mississippi,home,24,400869394,2016,9,regular
1,23,0,2,1,108,0,4,2,1,1,8,0,54,2,0,9,11,1-14,1-1,226,166,20-34,4.9,60,25,2.4,5-65,0,0,0,25:50,,,,Marshall,away,14,400869394,2016,9,regular
1,,,,0,64,0,4,7,0,1,1,0,40,0,1,1,18,6-16,1-3,266,161,17-30,5.4,105,40,2.6,6-29,0,0,0,27:28,,,,Louisiana,home,13,400869840,2016,10,regular
2,,,,0,46,0,3,11,0,1,9,0,37,5,3,3,22,7-14,0-0,384,227,20-30,7.6,157,40,3.9,4-45,0,0,0,32:32,,,,Idaho,away,23,400869840,2016,10,regular
4,,,,0,38,0,2,4,0,2,1,0,24,1,2,0,21,8-13,4-5,368,48,5-8,6.0,320,56,5.7,1-5,0,0,0,33:53,,,,Navy,home,28,400868954,2016,10,regular
0,,,,3,61,0,3,9,0,,4,0,24,0,0,1,21,9-13,1-1,370,223,19-27,8.3,147,29,5.1,7-47,0,0,0,26:07,,,,Notre Dame,away,27,400868954,2016,10,regular
3,10,0,1,0,62,0,3,6,3,2,7,0,45,0,2,3,16,3-13,0-0,308,122,11-21,5.8,186,40,4.7,5-40,2,1,1,26:01,,,,Kentucky,home,24,400869043,2016,10,regular
1,8,0,3,1,44,0,2,13,1,3,3,0,38,2,2,1,23,6-14,0-0,460,245,17-31,7.9,215,42,5.1,6-54,3,3,0,33:59,-1,0,1,Georgia,away,27,400869043,2016,10,regular
2,0,0,3,1,15,0,1,7,0,,6,1,21,3,7,3,22,6-14,0-0,466,243,15-26,9.3,223,49,4.6,9-97,1,0,1,39:21,24,1,2,Arkansas,home,31,400869041,2016,10,regular
0,25,0,2,0,59,0,4,4,0,2,5,1,48,1,5,2,13,1-11,0-1,241,229,19-37,6.2,12,14,0.9,3-34,2,0,2,20:39,37,1,1,Florida,away,10,400869041,2016,10,regular
0,,,,0,138,0,6,,0,,0,0,29,0,0,0,14,6-19,1-8,224,164,17-36,4.6,60,38,1.6,5-45,1,0,1,41:16,,,,Tennessee Tech,away,0,400869048,2016,10,regular
3,112,1,3,3,31,0,1,13,0,,13,1,45,4,7,5,21,4-8,0-0,471,294,22-27,10.9,177,25,7.1,6-71,0,0,0,18:44,18,0,1,Tennessee,home,55,400869048,2016,10,regular
2,24,0,4,1,78,0,4,3,0,3,9,0,53,4,2,0,24,8-18,2-3,465,302,23-40,7.6,163,36,4.5,5-45,3,1,2,23:50,,,,Missouri,away,21,400869047,2016,10,regular
2,,,,2,,,,7,1,0,6,0,55,4,1,5,22,8-17,1-1,428,254,22-28,9.1,174,49,3.6,6-45,0,0,0,36:10,0,0,2,South Carolina,home,31,400869047,2016,10,regular
1,6,0,1,1,103,0,4,11,0,2,6,0,42,1,7,7,16,4-12,0-0,386,115,12-17,6.8,271,45,6.0,5-56,1,1,0,24:51,0,0,1,Auburn,home,23,400869042,2016,10,regular
0,,,,1,16,0,2,10,1,2,4,0,42,0,3,1,22,7-16,1-2,341,221,24-38,5.8,120,33,3.6,5-26,1,0,1,35:09,,,,Vanderbilt,away,16,400869042,2016,10,regular
0,16,0,3,0,27,0,1,0,1,0,12,0,31,1,3,2,6,4-15,0-2,125,92,11-24,3.8,33,27,1.2,3-20,1,0,1,26:05,0,0,1,LSU,home,0,400869044,2016,10,regular
1,1,0,2,0,14,0,1,4,0,2,9,0,20,5,3,4,16,7-17,1-2,323,107,10-19,5.6,216,51,4.2,6-29,2,1,1,33:55,0,0,1,Alabama,away,10,400869044,2016,10,regular
2,10,0,2,1,109,0,8,9,0,1,1,0,40,0,2,5,19,9-20,0-1,401,134,7-17,7.9,267,59,4.5,6-54,1,0,1,36:03,0,0,1,Georgia Southern,away,27,400869045,2016,10,regular
3,,,,1,13,0,1,13,0,,9,0,38,1,4,5,25,6-14,1-1,441,245,17-28,8.8,196,45,4.4,6-65,1,0,1,23:57,39,0,1,Ole Miss,home,37,400869045,2016,10,regular
1,93,1,1,2,34,0,3,4,0,1,4,1,39,0,0,4,14,4-15,1-1,382,265,16-31,8.5,117,32,3.7,5-27,2,1,1,22:47,0,0,2,Texas A&M,away,28,400869046,2016,10,regular
3,10,0,2,2,27,0,1,5,1,1,5,0,28,3,5,2,29,11-18,0-0,574,209,18-31,6.7,365,58,6.3,3-30,2,0,2,37:13,0,0,1,Mississippi State,home,35,400869046,2016,10,regular
2,0,0,1,0,118,0,6,5,0,2,4,0,29,1,3,2,15,4-11,2-3,292,242,21-32,7.6,50,23,2.2,4-45,2,1,1,26:21,,,,Central Michigan,away,17,400869324,2016,10,regular
1,,,,4,67,0,4,7,1,1,2,0,30,3,1,4,21,9-13,0-2,436,218,13-21,10.4,218,41,5.3,3-25,0,0,0,33:39,18,0,1,Miami (OH),home,37,400869324,2016,10,regular
0,4,0,1,1,112,0,5,4,0,1,6.5,0,32,2.5,1,3,19,13-23,0-0,413,308,24-40,7.7,105,38,2.8,8-65,2,1,1,31:36,,,,Buffalo,away,10,400869323,2016,10,regular
2,2,0,1,2,55,0,3,10,1,0,9,0,43,7,2,4,18,7-15,0-0,377,221,13-23,9.6,156,39,4.0,5-44,0,0,0,28:24,60,0,1,Ohio,home,34,400869323,2016,10,regular
3,10,0,2,3,69,0,3,12,0,,5,0,38,1,4,6,33,11-16,1-1,622,332,27-38,8.7,290,48,6.0,8-63,0,0,0,35:47,0,0,2,Toledo,away,48,400869322,2016,10,regular
0,,,,2,47,0,3,5,0,,0,0,51,0,2,5,21,4-11,0-1,444,348,18-36,9.7,96,25,3.8,5-63,2,0,2,24:13,,,,Akron,home,17,400869322,2016,10,regular
1,,,,1,129,0,6,8,0,1,1,0,28,0,4,2,25,6-17,2-4,497,199,20-38,5.2,298,42,7.1,6-55,3,1,2,31:15,,,,Ball State,home,20,400869321,2016,10,regular
3,,,,3,92,0,5,10,1,0,2,1,34,0,4,3,26,4-9,0-0,553,367,23-34,10.8,186,28,6.6,2-10,0,0,0,28:45,75,1,2,Western Michigan,away,52,400869321,2016,10,regular
0,33,0,2,3,90,0,3,2,0,2,3,0,48,0,0,1,20,3-14,3-6,314,224,21-43,5.2,90,35,2.6,9-84,2,0,2,28:35,0,0,1,Bowling Green,away,20,400869320,2016,10,regular
6,-2,0,2,0,15,0,1,9,0,,6,0,37,3,0,3,29,9-15,0-0,479,193,21-31,6.2,286,49,5.8,11-91,1,0,1,31:25,1,0,2,Northern Illinois,home,45,400869320,2016,10,regular
1,,,,1,60,0,3,8,1,2,4,0,31,1,2,5,31,8-16,0-1,469,304,25-41,7.4,165,41,4.0,3-28,1,0,1,33:51,,,,NC State,home,20,400869479,2016,10,regular
2,,,,1,81,0,4,6,0,1,3,0,47,2,2,6,20,4-11,0-0,393,330,22-39,8.5,63,24,2.6,6-59,1,1,0,26:09,0,0,1,Florida State,away,24,400869479,2016,10,regular
3,3,0,3,4,23,0,1,10,2,2,9,0,54,3,0,1,22,6-13,0-0,515,305,19-29,10.5,210,36,5.8,0-0,3,2,1,28:38,20,0,1,Louisville,away,52,400869476,2016,10,regular
0,,,,1,121,0,7,1,2,2,8,0,46,2,0,2,9,4-16,0-2,207,150,14-25,6.0,57,37,1.5,6-70,3,2,1,31:22,22,0,1,Boston College,home,7,400869476,2016,10,regular
0,7,0,1,0,242,0,10,0,0,,6,0,40,0,0,2,15,5-16,1-2,277,172,24-40,4.3,105,28,3.8,10-55,3,0,3,27:33,,,,Syracuse,away,0,400869477,2016,10,regular
2,9,0,3,4,,,,12,0,,7,1,43,2,0,4,28,8-15,2-2,565,370,27-40,9.3,195,44,4.4,3-30,0,0,0,32:27,85,1,3,Clemson,home,54,400869477,2016,10,regular
1,37,0,5,2,20,0,1,2,0,1,6,0,45,3,0,0,21,2-12,0-2,295,190,20-40,4.8,105,32,3.3,3-30,3,1,2,27:17,,,,Virginia,away,20,400869482,2016,10,regular
1,1,0,2,1,44,0,2,9,1,0,8,1,33,5,4,4,16,6-14,0-0,309,83,9-10,8.3,226,51,4.4,6-32,0,0,0,32:43,80,1,2,Wake Forest,home,27,400869482,2016,10,regular
3,5,0,1,0,22,0,1,3,0,,7,0,45,3,2,3,24,7-16,1-1,375,148,18-31,4.8,227,45,5.0,6-46,0,0,0,29:58,,,,Duke,home,21,400869478,2016,10,regular
2,5,0,3,0,77,0,4,6,0,,7,0,45,3,2,4,23,8-18,2-2,399,192,15-27,7.1,207,52,4.0,6-58,0,0,0,30:02,,,,Virginia Tech,away,24,400869478,2016,10,regular
1,17,0,1,2,111,1,2,4,0,2,4,1,43,1,3,2,22,6-14,0-2,417,287,17-36,8.0,130,34,3.8,5-25,2,1,1,26:53,,,,Pittsburgh,away,28,400869481,2016,10,regular
2,22,0,2,4,83,0,3,15,1,0,6,0,28,1,7,5,22,8-16,0-0,534,356,32-47,7.6,178,36,4.9,8-71,0,0,0,33:07,0,0,1,Miami,home,51,400869481,2016,10,regular
5,,,,1,32,0,1,12,2,0,3,0,39,0,2,1,26,8-13,1-1,636,353,23-35,10.1,283,35,8.1,6-45,0,0,0,27:33,,,,North Carolina,home,48,400869480,2016,10,regular
1,,,,1,39,0,2,8,0,4,3,0,38,0,1,4,24,8-14,0-1,518,144,4-9,16.0,374,59,6.3,4-26,2,2,0,32:27,,,,Georgia Tech,away,20,400869480,2016,10,regular
3,,,,1,15,0,1,7,0,1,6,0,35,1,0,5,20,7-12,1-1,444,195,6-9,21.7,249,52,4.8,9-99,1,1,0,31:13,0,0,2,Air Force,away,31,400868918,2016,10,regular
1,,,,1,40,0,4,0,1,0,2,0,36,0,0,2,15,4-12,0-2,228,84,5-16,5.3,144,40,3.6,5-35,2,0,2,28:47,,,,Army,home,12,400868918,2016,10,regular
4,,,,0,142,0,5,7,1,1,3,1,47,1,0,2,24,5-13,1-2,432,87,12-18,4.8,345,56,6.2,4-31,1,0,1,36:30,29,1,2,Kansas State,home,37,400869610,2016,10,regular
1,0,0,1,5,17,0,1,5,0,1,6,0,56,2,0,0,29,2-6,0-1,637,457,29-38,12.0,180,26,6.9,7-67,3,1,2,23:30,0,0,1,Oklahoma State,away,43,400869610,2016,10,regular
6,,,,1,109,0,4,14,0,,6,1,58,3,3,5,34,8-16,2-2,688,257,18-31,8.3,431,59,7.3,7-55,0,0,0,35:39,28,1,1,TCU,away,62,400868882,2016,10,regular
2,14,0,1,1,118,0,7,2,0,,5,0,54,1,2,5,19,5-20,5-6,415,282,22-43,6.6,133,45,3.0,11-121,1,0,1,24:21,,,,Baylor,home,22,400868882,2016,10,regular
1,24,0,2,2,111,0,5,6,0,1,8,0,45,3,2,3,15,5-13,1-2,290,160,16-30,5.3,130,26,5.0,5-45,0,0,0,23:01,0,0,1,Iowa State,home,24,400869593,2016,10,regular
0,5,0,1,4,118,0,4,10,0,,2,0,40,1,4,5,28,6-13,1-1,477,328,25-34,9.6,149,42,3.5,5-50,1,0,1,36:59,,,,Oklahoma,away,34,400869593,2016,10,regular
1,22,0,1,3,48,0,3,7,2,4,2,0,53,1,3,10,31,7-20,3-5,482,367,36-59,6.2,115,41,2.8,4-14,2,1,1,33:56,,,,Texas Tech,home,37,400869630,2016,10,regular
4,0,0,1,2,43,0,2,9,1,2,5,0,63,3,3,7,29,6-15,1-2,658,244,20-40,6.1,414,50,8.3,9-99,2,2,0,26:04,0,0,1,Texas,away,45,400869630,2016,10,regular
3,2,0,2,3,81,0,2,12,0,2,1,0,53,0,1,1,28,5-13,0-1,605,264,17-28,9.4,341,47,7.3,6-59,1,1,0,30:33,0,0,2,West Virginia,home,48,400869602,2016,10,regular
