fumblesRecovered,rushingTDs,puntReturnYards,puntReturnTDs,puntReturns,passingTDs,kickReturnYards,kickReturnTDs,kickReturns,kickingPoints,interceptionYards,interceptionTDs,passesIntercepted,firstDowns,thirdDownEff,fourthDownEff,totalYards,netPassingYards,completionAttempts,yardsPerPass,rushingYards,rushingAttempts,yardsPerRushAttempt,totalPenaltiesYards,turnovers,fumblesLost,interceptions,possessionTime,team,home_away,points,game_id,season,week,season_type
0,0,,,,1,116,0,4,1,,,,15,3-12,1-1,277,133,15-29,4.6,144,31,4.6,3-40,2,0,2,21:18,Iowa State,away,7,323150251,2012,11,regular
0,2,1,0,1,2,,,,9,4,0,2,31,8-14,0-1,609,387,26-32,12.1,222,45,4.9,3-20,0,0,0,38:12,Texas,home,33,323150251,2012,11,regular
0,2,,,,2,53,0,2,10,32,0,1,19,3-14,1-2,419,29,6-15,1.9,390,57,6.8,3-25,0,0,0,31:55,Kansas,away,34,323152641,2012,11,regular
0,1,31,0,3,4,32,0,2,11,,,,29,6-14,1-2,571,508,47-61,8.3,63,22,2.9,7-74,1,0,1,28:05,Texas Tech,home,41,323152641,2012,11,regular
0,1,5,0,2,1,207,0,10,5,,,,19,2-12,0-1,349,113,9-21,5.4,236,40,5.9,7-89,3,1,2,29:14,California,home,17,323150025,2012,11,regular
1,1,,,,7,89,0,3,11,35,0,2,32,9-15,0-1,575,395,28-37,10.7,180,48,3.8,11-105,0,0,0,30:46,Oregon,away,59,323150025,2012,11,regular
2,1,7,0,2,1,16,0,1,11,6,0,2,20,3-13,1-2,312,226,23-39,5.8,86,28,3.1,2-10,1,1,0,28:50,Oregon State,away,23,323150024,2012,11,regular
1,1,,,,3,48,0,2,3,,,,22,7-12,0-0,417,254,22-29,8.8,163,39,4.2,8-54,4,2,2,30:52,Stanford,home,27,323150024,2012,11,regular
1,2,6,0,4,0,69,0,6,1,,,,9,1-13,1-3,188,55,8-23,2.4,133,30,4.4,6-36,2,1,1,34:02,Utah,away,15,323150264,2012,11,regular
1,3,-2,0,1,2,46,0,3,4,13,0,1,22,7-15,0-1,437,277,24-33,8.4,160,42,3.8,8-72,1,1,0,36:28,Washington,home,34,323150264,2012,11,regular
2,1,25,0,4,3,117,0,5,6,0,0,1,18,3-11,0-1,334,261,18-21,12.4,73,38,1.9,12-126,3,2,1,23:42,UCLA,away,44,323150265,2012,11,regular
2,0,4,0,1,5,97,0,5,4,19,0,1,30,2-15,2-3,524,457,37-57,8.0,67,30,2.2,9-133,3,2,1,35:36,Washington State,home,36,323150265,2012,11,regular
2,0,,,,1,114,0,6,5,70,1,3,15,6-16,1-3,250,179,20-33,5.4,71,35,2.0,7-49,4,1,3,23:16,Arizona State,away,17,323150030,2012,11,regular
1,2,0,0,1,3,2,0,1,8,25,0,3,23,7-16,2-2,447,222,20-33,6.7,225,43,5.2,4-30,5,2,3,36:21,USC,home,38,323150030,2012,11,regular
1,3,20,0,2,1,103,0,7,7,,,,24,6-13,1-2,437,213,16-20,10.6,224,56,4.0,11-89,1,0,1,41:08,Colorado,away,31,323150012,2012,11,regular
0,6,,,,2,69,0,4,8,19,0,1,21,3-6,1-1,574,136,12-14,9.7,438,38,11.5,4-40,1,1,0,17:51,Arizona,home,56,323150012,2012,11,regular
0,1,20,0,2,2,134,0,6,5,18,0,1,24,7-16,3-5,433,357,37-53,6.7,76,27,2.8,5-35,2,1,1,31:49,Louisiana Monroe,away,23,323132032,2012,11,regular
1,4,,,,2,53,0,2,9,36,0,1,22,6-13,1-1,534,334,26-34,9.8,200,34,5.9,5-36,1,0,1,27:17,Arkansas State,home,45,323132032,2012,11,regular
0,1,6,0,2,2,102,0,5,6,,,,29,6-12,0-0,439,346,34-46,7.5,93,26,3.6,9-95,2,1,1,28:39,McNeese,away,24,323152636,2012,11,regular
1,2,,,,2,52,0,3,7,0,0,1,22,12-19,1-1,358,262,24-37,7.1,96,32,3.0,7-62,0,0,0,31:21,UT San Antonio,home,31,323152636,2012,11,regular
1,0,4,0,2,1,104,0,4,4,,,,17,4-16,2-7,405,290,25-42,6.9,115,32,3.6,3-25,1,1,0,29:58,Texas State,away,10,323222426,2012,12,regular
1,3,9,0,2,0,20,0,1,3,,,,26,4-11,0-1,442,35,3-8,4.4,407,62,6.6,3-25,1,1,0,30:02,Navy,home,21,323222426,2012,12,regular
0,1,5,0,2,2,67,0,4,9,11,0,1,25,4-13,0-0,484,364,21-31,11.7,120,41,2.9,8-68,1,0,1,34:22,Missouri,home,27,323220142,2012,12,regular
0,2,8,0,3,2,52,0,3,7,1,0,1,25,7-15,1-1,508,385,26-40,9.6,123,36,3.4,5-60,1,0,1,25:02,Syracuse,away,31,323220142,2012,12,regular
0,0,2,0,1,0,32,0,2,3,13,0,2,16,3-11,0-2,341,251,17-31,8.1,90,28,3.2,4-40,2,0,2,22:35,Cincinnati,home,3,323222132,2012,12,regular
0,0,,,,1,,,,4,18,0,2,19,6-14,0-1,420,186,11-20,9.3,234,47,5.0,7-50,2,0,2,37:12,Rutgers,away,10,323222132,2012,12,regular
1,4,47,0,5,2,41,0,2,6,30,0,2,25,4-10,0-1,503,234,19-22,10.6,269,41,6.6,6-70,2,2,0,51:09,Boise State,home,42,323220068,2012,12,regular
2,1,,,,1,75,0,5,2,,,,10,4-15,1-1,229,72,8-20,3.6,157,35,4.5,7-55,3,1,2,29:32,Colorado State,away,14,323220068,2012,12,regular
0,0,-1,0,2,2,66,0,3,5,,,,22,9-17,1-3,426,268,22-36,7.4,158,40,4.0,5-63,1,1,0,33:21,UNLV,home,23,323222439,2012,12,regular
1,1,,,,3,62,0,3,4,,,,22,5-12,0-0,507,412,25-33,12.5,95,32,3.0,4-35,0,0,0,26:04,Wyoming,away,28,323222439,2012,12,regular
1,1,2,0,2,3,32,0,1,7,,,,22,9-16,2-3,491,133,18-27,4.9,358,50,7.2,5-35,1,0,1,29:30,Nevada,away,31,323220167,2012,12,regular
0,3,4,0,1,0,61,0,2,6,37,0,1,14,2-11,1-2,352,0,0-2,0.0,352,50,7.0,4-45,1,1,0,30:07,New Mexico,home,24,323220167,2012,12,regular
2,0,28,0,2,1,64,0,3,1,,,,10,5-16,0-2,162,125,14-29,4.3,37,31,1.2,4-20,1,1,0,27:50,Hawai'i,away,7,323212005,2012,12,regular
1,3,38,0,5,,41,0,2,3,,,,14,10-17,0-1,338,0,0-0,0.0,338,68,5.0,2-20,2,2,0,37:41,Air Force,home,21,323212005,2012,12,regular
0,0,12,0,2,1,45,0,2,6,,,,17,7-17,0-1,338,189,17-30,6.3,149,40,3.7,1-15,4,1,3,26:29,South Alabama,home,12,323220006,2012,12,regular
1,0,1,0,2,2,23,0,2,8,26,0,3,21,4-14,1-2,445,233,16-29,8.0,212,41,5.2,7-54,0,0,0,33:27,Middle Tennessee,away,20,323220006,2012,12,regular
0,3,12,0,3,3,49,0,2,6,-1,0,2,26,9-14,1-2,518,357,30-40,8.9,161,31,5.2,5-37,1,0,1,27:09,Louisiana Monroe,home,42,323222433,2012,12,regular
0,0,,,,2,82,0,5,4,-5,0,1,30,7-15,3-4,467,323,28-46,7.0,144,36,4.0,3-31,2,0,2,32:51,North Texas,away,16,323222433,2012,12,regular
1,3,16,0,4,2,54,0,3,11,,,,21,7-13,0-0,397,160,19-26,6.2,237,41,5.8,7-55,3,2,1,34:20,Florida State,away,41,323220120,2012,12,regular
2,0,1,0,1,2,102,0,6,2,19,0,1,10,4-13,1-2,170,136,8-19,7.2,34,34,1.0,3-34,1,1,0,24:59,Maryland,home,14,323220120,2012,12,regular
1,1,1,0,1,3,24,0,1,14,6,0,2,22,7-14,0-0,548,463,25-37,12.5,85,30,2.8,9-86,1,1,0,30:33,Miami,home,40,323222390,2012,12,regular
1,0,-3,0,1,0,94,0,5,9,,,,22,3-14,1-1,358,204,23-43,4.7,154,29,5.3,7-59,3,1,2,39:27,South Florida,away,9,323222390,2012,12,regular
0,0,0,0,2,3,45,0,2,5,,,,26,8-17,0-1,461,252,21-34,7.4,209,53,3.9,0-0,2,1,1,30:56,Tulsa,home,23,323220202,2012,12,regular
1,1,19,0,3,1,51,0,3,3,76,1,1,14,4-15,0-1,235,169,13-31,5.5,66,34,1.9,3-15,0,0,0,28:34,UCF,away,21,323220202,2012,12,regular
2,0,-1,0,1,1,24,0,2,3,,,,16,4-16,1-3,213,187,23-42,4.5,26,28,0.9,6-54,2,1,1,28:44,UAB,home,9,323220005,2012,12,regular
1,3,138,0,6,3,27,0,2,8,0,0,1,20,6-11,0-0,333,160,15-17,9.4,173,42,4.1,5-60,2,2,0,30:55,Memphis,away,46,323220005,2012,12,regular
0,3,,,,0,222,1,7,10,20,0,1,16,7-14,0-1,359,189,10-18,10.5,170,42,4.0,2-20,0,0,0,29:28,UTEP,away,34,323222572,2012,12,regular
0,2,,,,2,94,0,6,9,,,,19,4-11,1-1,532,374,16-22,17.0,158,38,4.2,6-63,1,0,1,29:11,Southern Mississippi,home,33,323222572,2012,12,regular
0,0,26,0,2,2,52,0,3,11,39,0,2,22,8-19,0-1,302,293,36-57,5.1,9,22,0.4,5-36,0,0,0,32:11,Tulane,home,23,323222655,2012,12,regular
0,2,17,0,3,2,105,0,4,4,,,,20,5-14,1-2,387,215,19-33,6.5,172,37,4.6,7-77,2,0,2,27:49,East Carolina,away,28,323222655,2012,12,regular
1,2,10,0,1,3,80,0,4,14,,,,37,13-22,1-1,665,377,32-50,7.5,288,56,5.1,7-58,2,0,2,32:55,Marshall,home,44,323220276,2012,12,regular
0,0,6,0,1,5,209,0,8,11,33,0,2,23,5-17,4-4,430,325,32-46,7.1,105,32,3.3,5-30,1,1,0,27:05,Houston,away,41,323220276,2012,12,regular
2,1,1,0,2,2,11,0,1,18,,,,23,8-17,1-1,423,297,24-37,8.0,126,40,3.2,4-36,0,0,0,35:28,Rice,home,36,323220242,2012,12,regular
0,2,,,,0,65,0,4,2,,,,16,3-10,1-1,317,214,15-27,7.9,103,28,3.7,4-38,2,2,0,24:32,SMU,away,14,323220242,2012,12,regular
2,4,7,0,2,0,78,0,5,10,18,0,1,21,8-17,1-2,424,232,23-36,6.4,192,37,5.2,5-50,1,1,0,33:41,UT San Antonio,away,34,323220070,2012,12,regular
1,0,-3,0,2,3,,,,9,,,,22,5-14,2-2,469,342,25-40,8.6,127,27,4.7,12-100,3,2,1,38:13,Idaho,home,27,323220070,2012,12,regular
0,3,,,,1,97,0,6,7,7,0,1,28,6-10,0-0,582,258,23-33,7.8,324,34,9.5,4-26,4,2,2,25:20,Louisiana,home,31,323220309,2012,12,regular
2,3,16,0,1,0,96,0,4,9,-3,0,2,25,5-10,0-0,415,149,10-19,7.8,266,51,5.2,5-50,1,0,1,34:40,Western Kentucky,away,27,323220309,2012,12,regular
1,2,69,1,3,0,14,0,2,3,,,,15,3-12,0-0,236,97,10-18,5.4,139,41,3.4,2-25,0,0,0,22:37,Ohio State,away,21,323220275,2012,12,regular
0,1,4,0,2,1,53,0,2,2,,,,20,5-19,3-5,360,154,14-27,5.7,206,56,3.7,3-40,1,1,0,37:11,Wisconsin,home,14,323220275,2012,12,regular
1,0,1,0,1,2,84,0,4,10,6,0,1,23,3-17,1-3,478,454,33-59,7.7,24,26,0.9,3-11,2,0,2,25:50,Indiana,away,22,323220213,2012,12,regular
0,2,26,0,3,4,46,0,2,9,54,0,2,24,6-14,2-2,546,395,22-32,12.3,151,44,3.4,4-25,2,1,1,33:31,Penn State,home,45,323220213,2012,12,regular
0,2,0,0,1,0,130,0,6,5,,,,24,4-13,1-1,333,160,22-38,4.2,173,39,4.4,4-40,3,3,0,30:57,Illinois,home,17,323220356,2012,12,regular
3,1,-1,0,2,1,66,0,3,8,,,,18,2-13,1-1,398,191,19-28,6.8,207,37,5.6,8-80,0,0,0,29:03,Purdue,away,20,323220356,2012,12,regular
2,0,9,0,2,1,57,0,3,11,43,1,2,17,3-14,0-0,303,246,26-43,5.7,57,27,2.1,3-25,0,0,0,25:23,Northwestern,away,23,323220127,2012,12,regular
0,0,3,0,1,2,101,0,5,4,,,,23,8-17,0-2,419,297,22-47,6.3,122,39,3.1,2-21,4,2,2,33:51,Michigan State,home,20,323220127,2012,12,regular
0,0,14,0,1,2,124,0,5,5,0,0,1,17,6-14,1-3,309,181,19-26,7.0,128,34,3.8,3-21,0,0,0,29:37,Iowa,away,17,323220130,2012,12,regular
0,3,0,0,1,3,33,0,2,6,,,,23,9-12,2-2,513,314,18-23,13.7,199,39,5.1,3-35,1,0,1,30:23,Michigan,home,42,323220130,2012,12,regular
2,2,22,0,2,0,28,0,1,2,,,,11,1-13,0-0,177,90,10-28,3.2,87,29,3.0,4-37,2,0,2,25:02,Minnesota,away,14,323220158,2012,12,regular
0,2,7,0,3,2,23,0,1,8,48,1,2,25,7-15,0-0,444,311,22-33,9.4,133,47,2.8,5-47,2,2,0,34:43,Nebraska,home,38,323220158,2012,12,regular
0,4,,,,0,49,0,2,4,,,,22,6-12,0-1,495,88,4-9,9.8,407,62,6.6,5-27,2,2,0,28:48,Army,home,32,323220349,2012,12,regular
2,9,22,0,2,0,74,0,2,9,,,,25,6-9,1-2,565,31,2-4,7.8,534,57,9.4,2-15,0,0,0,30:31,Temple,away,63,323220349,2012,12,regular
0,1,33,1,1,2,76,0,4,3,28,0,2,20,6-12,0-0,405,237,19-31,7.6,168,41,4.1,10-98,2,1,1,30:00,Buffalo,away,29,323220113,2012,12,regular
1,1,65,0,3,1,86,0,5,7,0,0,1,20,7-18,1-2,264,215,20-40,5.4,49,35,1.4,2-20,2,0,2,30:00,UMass,home,19,323220113,2012,12,regular
1,4,11,0,1,2,128,0,6,12,0,0,2,27,6-15,1-1,646,340,20-34,10.0,306,45,6.8,8-110,0,0,0,31:33,Utah State,away,48,323222348,2012,12,regular
0,3,13,0,2,1,235,1,7,11,,,,37,7-17,1-2,629,396,35-61,6.5,233,47,5.0,9-56,3,1,2,28:15,Louisiana Tech,home,41,323222348,2012,12,regular
0,0,,,,0,106,0,6,,0,0,1,9,4-15,0-1,209,154,23-35,4.4,55,25,2.2,3-28,1,1,0,30:31,Wake Forest,away,0,323220087,2012,12,regular
1,2,13,0,4,3,17,0,1,8,,,,23,7-13,0-0,584,363,22-36,10.1,221,30,7.4,5-31,1,0,1,29:29,Notre Dame,home,38,323220087,2012,12,regular
1,2,,,,0,128,0,6,2,,,,19,6-13,1-3,318,16,1-4,4.0,302,58,5.2,3-35,2,2,0,33:58,Georgia Southern,away,14,323220061,2012,12,regular
2,1,-4,0,2,5,49,0,2,9,,,,24,10-14,1-1,474,354,20-31,11.4,120,36,3.3,5-25,1,1,0,25:54,Georgia,home,45,323220061,2012,12,regular
0,0,,,,0,43,0,3,0,,,,12,4-16,0-0,242,194,16-28,6.9,48,29,1.7,5-36,1,0,1,29:24,Jacksonville State,away,0,323220057,2012,12,regular
0,1,31,0,1,0,29,0,1,11,7,1,1,18,2-11,1-1,356,154,14-22,7.0,202,36,5.6,5-35,0,0,0,30:36,Florida,home,23,323220057,2012,12,regular
0,2,20,0,3,3,43,0,3,11,69,0,3,15,5-16,0-0,442,248,14-28,8.9,194,40,4.8,12-90,1,0,1,34:11,Vanderbilt,home,41,323220238,2012,12,regular
0,0,109,1,2,1,129,0,7,4,0,0,1,19,2-15,0-3,303,154,19-41,3.8,149,33,4.5,9-64,3,0,3,25:49,Tennessee,away,18,323220238,2012,12,regular
1,1,,,,0,37,0,2,1,0,0,1,16,3-11,2-5,330,71,1-3,23.7,259,60,4.3,3-15,3,3,0,30:49,Wofford,away,7,323222579,2012,12,regular
3,1,,,,1,,,,6,,,,18,7-13,1-1,293,122,16-21,5.8,171,41,4.2,3-15,2,1,1,29:11,South Carolina,home,24,323222579,2012,12,regular
1,0,,,,0,109,0,4,3,17,0,1,9,2-12,0-2,102,104,18-26,4.0,-2,27,-0.1,8-35,1,1,0,25:14,Samford,away,3,323220096,2012,12,regular
1,2,68,0,6,1,63,0,2,10,,,,22,8-16,1-3,455,113,14-19,5.9,342,60,5.7,6-55,2,1,1,34:33,Kentucky,home,34,323220096,2012,12,regular
1,0,,,,0,83,0,5,,,,,8,2-11,0-1,163,93,8-20,4.7,70,28,2.5,8-49,1,1,0,31:35,Western Carolina,away,0,323220333,2012,12,regular
1,5,24,0,4,1,,,,7,,,,22,6-9,0-0,460,160,8-12,13.3,300,40,7.5,1-15,1,1,0,42:44,Alabama,home,49,323220333,2012,12,regular
1,4,109,1,3,0,62,0,3,9,5,0,3,21,7-17,1-1,427,282,22-38,7.4,145,38,3.8,6-56,3,1,2,31:51,LSU,home,41,323220099,2012,12,regular
1,3,2,0,1,2,84,0,6,5,36,0,2,20,8-19,2-2,463,316,16-37,8.5,147,41,3.6,6-34,4,1,3,40:25,Ole Miss,away,35,323220099,2012,12,regular
1,0,-1,0,1,2,108,0,7,2,,,,19,6-12,0-1,359,233,24-30,7.8,126,33,3.8,9-70,5,3,2,33:28,Arkansas,away,14,323220344,2012,12,regular
3,2,2,0,2,4,30,0,2,9,21,0,2,26,5-12,1-2,505,302,21-34,8.9,203,36,5.6,5-41,1,1,0,30:14,Mississippi State,home,45,323220344,2012,12,regular
0,1,,,,0,28,0,2,1,,,,12,2-12,1-4,208,186,17-29,6.4,22,25,0.9,7-66,1,0,1,26:35,Alabama A&M,away,7,323220002,2012,12,regular
0,5,48,0,3,1,62,0,3,7,60,1,1,23,5-9,1-2,512,171,10-18,9.5,341,46,7.4,11-79,0,0,0,33:25,Auburn,home,51,323220002,2012,12,regular
1,3,1,0,1,1,80,0,4,4,16,0,1,19,3-9,0-0,386,202,13-23,8.8,184,36,5.1,4-23,1,0,1,27:12,Central Michigan,home,30,323222117,2012,12,regular
0,1,,,,1,81,0,4,4,0,0,1,21,8-16,1-3,434,360,27-44,8.2,74,36,2.1,5-53,2,1,1,32:48,Miami (OH),away,16,323222117,2012,12,regular
0,3,5,0,1,4,124,0,4,10,5,0,1,29,5-9,0-0,588,231,22-28,8.3,357,39,9.2,1-10,0,0,0,27:15,Ball State,home,52,323192050,2012,12,regular
0,3,,,,0,188,0,9,9,,,,20,8-17,1-1,483,252,24-34,7.4,231,40,5.8,5-50,1,0,1,31:30,Ohio,away,27,323192050,2012,12,regular
2,0,0,0,1,3,126,0,6,6,0,0,1,19,6-17,1-3,438,355,22-44,8.1,83,31,2.7,3-18,3,0,3,27:29,Bowling Green,home,24,323220189,2012,12,regular
0,3,-4,0,1,1,58,0,5,7,3,0,3,14,3-13,1-1,425,91,9-17,5.4,334,42,8.0,4-18,3,2,1,29:37,Kent State,away,31,323220189,2012,12,regular
1,1,6,0,1,3,46,0,3,7,5,0,3,28,6-12,1-1,596,407,25-36,11.3,189,42,4.5,5-56,3,2,1,29:58,Northern Illinois,home,31,323192459,2012,12,regular
2,3,,,,0,62,0,5,6,63,0,1,25,3-8,1-2,396,265,22-33,8.0,131,38,3.4,3-30,4,1,3,30:02,Toledo,away,24,323192459,2012,12,regular
1,1,5,0,1,2,141,0,5,11,0,0,1,20,9-15,0-1,369,174,14-22,7.9,195,49,4.0,4-34,0,0,0,36:56,Eastern Michigan,away,29,323222711,2012,12,regular
0,0,,,,2,93,0,5,11,,,,24,8-15,0-0,443,328,29-50,6.6,115,20,5.8,7-46,2,1,1,23:04,Western Michigan,home,23,323222711,2012,12,regular
0,1,32,0,3,2,162,0,6,12,0,0,1,18,8-21,2-3,401,247,16-33,7.5,154,48,3.2,8-67,0,0,0,30:04,Virginia Tech,away,30,323220103,2012,12,regular
0,1,57,0,4,1,67,0,4,11,,,,20,3-16,0-1,291,129,13-30,4.3,162,45,3.6,4-40,1,0,1,29:56,Boston College,home,23,323220103,2012,12,regular
0,1,12,0,2,5,277,0,8,12,55,0,2,24,9-21,3-5,597,493,29-53,9.3,104,35,3.0,4-18,2,1,1,25:43,NC State,away,48,323220228,2012,12,regular
1,3,0,0,1,5,43,0,2,12,0,0,1,35,9-19,2-2,754,426,30-44,9.7,328,58,5.7,4-40,2,0,2,33:06,Clemson,home,62,323220228,2012,12,regular
0,1,9,0,1,2,141,0,7,6,,,,15,3-10,2-4,275,198,24-36,5.5,77,22,3.5,5-35,1,0,1,21:08,Duke,away,24,323220059,2012,12,regular
0,3,8,0,1,3,17,0,1,6,19,0,1,28,13-20,4-4,449,119,8-14,8.5,330,72,4.6,6-41,0,0,0,38:03,Georgia Tech,home,42,323220059,2012,12,regular
1,0,1,0,1,1,160,0,7,7,,,,17,2-15,3-6,350,205,19-33,6.2,145,42,3.5,6-60,2,1,1,34:17,Virginia,home,13,323200258,2012,12,regular
1,1,0,0,1,3,42,0,2,7,36,1,1,25,4-12,1-1,446,319,30-38,8.4,127,33,3.8,7-52,1,1,0,27:39,North Carolina,away,37,323200258,2012,12,regular
0,1,3,0,1,2,53,0,4,3,,,,20,5-15,1-1,383,284,29-42,6.8,99,34,2.9,8-70,3,1,2,34:18,Texas Tech,away,21,323220197,2012,12,regular
1,3,60,1,2,4,38,0,2,11,17,0,2,23,6-12,1-2,487,231,12-22,10.5,256,42,6.1,5-35,0,0,0,25:42,Oklahoma State,home,59,323220197,2012,12,regular
0,5,13,0,1,2,61,0,4,10,18,0,3,29,10-15,1-1,580,238,20-32,7.4,342,49,7.0,5-65,2,0,2,29:19,Baylor,home,52,323220239,2012,12,regular
0,1,34,0,2,2,130,0,4,6,0,0,2,21,8-19,3-5,362,286,27-51,5.6,76,31,2.5,7-60,3,0,3,29:52,Kansas State,away,24,323220239,2012,12,regular
1,3,,,,4,168,0,9,7,0,0,1,31,8-14,2-3,778,320,20-35,9.1,458,47,9.7,5-34,2,0,2,26:01,West Virginia,home,49,323220277,2012,12,regular
0,1,,,,6,162,0,6,8,29,0,2,30,9-15,1-1,662,554,38-51,10.9,108,31,3.5,8-76,2,1,1,32:14,Oklahoma,away,50,323220277,2012,12,regular
1,2,21,0,1,1,108,0,5,5,,,,23,5-15,2-4,441,189,11-25,7.6,252,48,5.3,1-10,4,3,1,29:36,Kansas,home,23,323222305,2012,12,regular
3,2,-6,0,1,4,86,0,4,15,0,0,1,27,8-14,0-0,548,307,27-34,9.0,241,42,5.7,5-50,1,1,0,29:39,Iowa State,away,51,323222305,2012,12,regular
3,3,4,0,1,1,62,0,3,4,0,0,1,22,8-20,2-2,382,191,16-32,6.0,191,55,3.5,4-38,2,1,1,41:01,Sam Houston State,away,28,323220245,2012,12,regular
1,3,11,0,2,4,41,0,3,5,8,0,1,22,3-10,1-1,527,370,18-29,12.8,157,29,5.4,5-51,4,3,1,18:59,Texas A&M,home,47,323220245,2012,12,regular
0,1,12,0,1,1,46,0,2,2,1,0,1,24,6-18,3-5,422,335,28-51,6.6,87,33,2.6,4-30,3,2,1,28:03,BYU,away,14,323220023,2012,12,regular
2,0,7,0,2,3,,,,2,30,0,1,17,8-16,0-0,364,305,25-34,9.0,59,32,1.8,4-45,1,0,1,31:57,San José State,home,20,323220023,2012,12,regular
0,1,16,0,3,1,75,0,3,5,4,0,1,21,6-17,1-2,411,211,25-36,5.9,200,46,4.3,5-64,3,2,1,37:05,Stanford,away,17,323222483,2012,12,regular
2,1,2,0,1,1,26,0,2,2,30,0,1,20,4-17,0-2,405,207,21-37,5.6,198,40,4.9,5-54,1,0,1,22:55,Oregon,home,14,323222483,2012,12,regular
1,0,2,0,2,0,148,0,5,3,,,,10,2-13,0-1,141,51,10-23,2.2,90,31,2.9,5-60,5,3,2,26:40,Colorado,home,3,323220038,2012,12,regular
3,0,13,0,2,5,,,,8,3,0,2,22,3-12,2-3,476,248,22-29,8.6,228,38,6.0,8-89,1,1,0,34:34,Washington,away,38,323220038,2012,12,regular
3,4,-1,0,1,5,39,0,2,8,4,0,1,35,4-9,0-0,559,359,28-38,9.4,200,35,5.7,5-55,1,0,1,30:39,Oregon State,home,62,323220204,2012,12,regular
0,2,0,0,1,0,167,0,8,2,2,0,1,17,6-14,0-0,322,132,18-31,4.3,190,40,4.8,15-172,4,3,1,28:17,California,away,14,323220204,2012,12,regular
0,1,25,0,4,5,,,,8,35,0,2,32,7-17,1-3,561,301,27-32,9.4,260,61,4.3,4-30,2,1,1,36:06,Arizona State,home,46,323220009,2012,12,regular
1,0,,,,1,85,0,5,1,0,0,1,14,1-16,1-4,241,240,21-49,4.9,1,19,0.1,5-28,2,0,2,23:28,Washington State,away,7,323220009,2012,12,regular
1,4,3,0,1,1,77,0,5,8,24,0,2,27,6-15,1-1,406,234,22-30,7.8,172,50,3.4,12-115,1,1,0,32:55,UCLA,home,38,323220026,2012,12,regular
1,0,2,0,4,3,27,0,1,2,,,,29,4-10,0-1,513,341,23-43,7.9,172,30,5.7,6-51,3,1,2,26:32,USC,away,28,323220026,2012,12,regular
1,3,2,0,1,1,31,0,2,10,,,,27,6-12,0-1,480,160,12-27,5.9,320,46,7.0,3-30,2,2,0,24:53,Arizona,away,34,323220254,2012,12,regular
2,1,1,0,2,2,55,0,6,6,,,,21,7-16,1-5,449,313,29-41,7.6,136,36,3.8,3-27,1,1,0,34:38,Utah,home,24,323220254,2012,12,regular
0,1,,,,1,35,0,2,14,70,1,1,23,5-13,0-0,518,447,28-38,11.8,71,33,2.2,11-96,1,1,0,25:55,Troy,home,34,323222653,2012,12,regular
1,2,-8,0,1,4,93,0,6,5,,,,33,6-12,0-0,595,369,28-42,8.8,226,41,5.5,5-44,1,0,1,34:05,Arkansas State,away,41,323222653,2012,12,regular
0,2,21,0,2,2,196,1,5,4,35,0,1,20,6-13,0-0,431,264,17-28,9.4,167,39,4.3,8-57,1,1,0,43:57,Florida International,away,34,323212226,2012,12,regular
1,1,18,0,2,2,42,0,3,6,,,,17,4-15,1-2,391,403,28-51,7.9,-12,19,-0.6,6-30,1,0,1,28:18,Florida Atlantic,home,24,323212226,2012,12,regular
2,1,1,0,1,1,100,0,6,8,,,,17,4-11,0-0,340,173,16-23,7.5,167,37,4.5,7-58,4,2,2,45:11,Temple,home,20,323280218,2012,13,regular
2,3,5,0,1,1,15,0,1,8,31,1,2,24,10-17,1-2,475,215,16-28,7.7,260,49,5.3,10-89,2,2,0,26:55,Syracuse,away,38,323280218,2012,13,regular
1,0,4,0,2,1,113,0,6,,,,,13,5-16,0-0,207,157,19-38,4.1,50,24,2.1,6-54,1,0,1,27:53,Rutgers,away,6,323290221,2012,13,regular
0,1,25,0,3,2,11,0,1,9,34,0,1,22,5-16,1-1,365,227,21-39,5.8,138,37,3.7,5-49,1,1,0,32:07,Pittsburgh,home,27,323290221,2012,13,regular
0,1,1,0,1,1,75,0,3,8,35,0,1,17,5-14,0-0,342,205,12-21,9.8,137,37,3.7,4-45,0,0,0,27:40,New Mexico,away,20,323290036,2012,13,regular
0,1,2,0,1,2,37,0,2,6,,,,26,2-10,2-2,413,254,19-26,9.8,159,36,4.4,4-47,1,0,1,31:39,Colorado State,home,24,323290036,2012,13,regular
1,4,-6,0,2,2,63,0,2,6,,,,29,5-11,4-4,564,164,19-24,6.8,400,48,8.3,8-65,3,2,1,33:03,San Diego State,away,42,323292751,2012,13,regular
2,2,,,,2,11,0,1,4,57,0,1,22,5-15,3-4,382,260,19-36,7.2,122,36,3.4,2-25,1,1,0,26:57,Wyoming,home,28,323292751,2012,13,regular
2,1,0,0,1,5,26,0,1,12,0,0,1,26,6-14,3-4,603,479,30-34,14.1,124,43,2.9,3-20,1,1,0,32:05,Fresno State,home,48,323290278,2012,13,regular
1,1,,,,1,110,0,5,1,,,,18,5-17,2-4,317,63,4-10,6.3,254,68,3.7,3-13,3,2,1,27:11,Air Force,away,15,323290278,2012,13,regular
0,3,96,1,4,1,35,0,2,12,54,1,3,18,11-21,0-2,340,201,13-27,7.4,139,49,2.8,4-40,0,0,0,34:14,Hawai'i,home,48,323290062,2012,13,regular
