fumblesRecovered,rushingTDs,puntReturnYards,puntReturnTDs,puntReturns,passingTDs,kickingPoints,firstDowns,thirdDownEff,fourthDownEff,totalYards,netPassingYards,completionAttempts,yardsPerPass,rushingYards,rushingAttempts,yardsPerRushAttempt,totalPenaltiesYards,turnovers,fumblesLost,interceptions,possessionTime,interceptionYards,interceptionTDs,passesIntercepted,team,home_away,points,game_id,season,week,season_type
0,0,10,0,1,1,7,18,5-13,0-0,294,180,14-29,5.3,141,34,4.1,0-0,3,2,1,19:30,,,,Virginia Tech,home,13,242410259,2004,1,regular
2,0,60,0,4,3,6,16,6-14,0-1,373,284,19-29,9.4,101,29,3.5,0-0,0,0,0,17:08,32,0,1,USC,away,24,242410259,2004,1,regular
2,0,,,,0,,12,0-0,0-0,204,137,18-33,4.8,44,31,1.4,8-63,3,2,1,18:28,,,,Indiana State,away,0,242410193,2004,1,regular
2,3,116,1,7,3,7,26,4-11,1-3,454,292,24-37,7.9,162,39,4.2,0-0,3,2,1,18:05,0,0,1,Miami (OH),home,49,242410193,2004,1,regular
3,1,,,,0,6,14,2-13,1-2,265,115,13-22,4.1,175,39,4.5,0-0,0,0,0,17:57,,,,Duke,away,12,242482426,2004,2,regular
0,3,30,0,5,1,3,23,4-10,3-4,430,134,8-9,14.3,301,57,5.3,0-0,3,3,0,18:43,,,,Navy,home,27,242482426,2004,2,regular
3,0,-4,0,1,1,4,20,4-18,2-2,337,228,19-37,5.9,118,38,3.1,0-0,3,1,2,18:34,1,0,1,Northern Illinois,away,20,242480120,2004,2,regular
1,2,22,0,2,0,11,21,5-12,0-0,367,198,12-22,7.7,198,46,4.3,0-0,4,3,1,18:15,36,0,2,Maryland,home,23,242480120,2004,2,regular
3,0,,,,,8,21,0-0,0-0,442,322,23-41,7.9,120,31,3.9,5-45,0,0,0,19:01,,,,William & Mary,away,38,242480153,2004,2,regular
0,5,47,0,5,2,7,23,10-12,0-0,575,236,14-24,9.8,341,45,7.6,0-0,4,3,1,17:39,,,,North Carolina,home,49,242480153,2004,2,regular
1,1,72,1,2,2,9,23,5-16,0-0,371,297,20-41,7.0,83,35,2.4,0-0,3,1,2,19:00,,,,Clemson,home,37,242480228,2004,2,regular
1,2,19,0,4,1,12,19,8-18,0-2,410,182,10-25,6.2,254,54,4.7,0-0,1,1,0,17:00,47,0,2,Wake Forest,away,30,242480228,2004,2,regular
1,0,,,,0,,11,0-0,0-0,167,51,10-27,2.3,104,36,2.9,9-77,3,1,2,17:32,,,,Richmond,away,0,242480152,2004,2,regular
1,2,31,1,6,2,10,24,5-13,2-2,403,237,24-32,7.2,174,37,4.7,0-0,1,1,0,20:31,3,0,2,NC State,home,42,242480152,2004,2,regular
2,0,35,0,3,0,13,21,8-21,0-0,415,245,20-34,7.1,174,50,3.5,0-0,1,0,1,24:03,31,1,1,Rutgers,home,19,242480164,2004,2,regular
0,0,23,0,4,2,2,16,2-12,0-1,360,280,22-39,6.9,90,22,4.1,0-0,3,2,1,12:17,19,0,1,Michigan State,away,14,242480164,2004,2,regular
0,2,,,,0,1,21,0-0,0-0,358,269,37-55,5.2,71,25,2.8,5-36,3,1,2,18:06,,,,Florida A&M,away,13,242480356,2004,2,regular
1,3,24,0,2,1,10,26,5-11,1-1,554,258,18-23,11.2,296,48,6.2,0-0,0,0,0,18:34,23,1,2,Illinois,home,52,242480356,2004,2,regular
1,0,0,0,1,0,,11,6-16,0-0,230,201,13-24,7.4,53,35,1.5,0-0,3,2,1,17:13,,,,UCF,away,6,242480275,2004,2,regular
2,2,68,0,6,2,10,23,6-14,2-3,400,170,9-20,8.5,230,49,4.7,0-0,1,1,0,19:32,15,0,1,Wisconsin,home,34,242480275,2004,2,regular
0,0,0,0,1,0,1,11,2-12,0-3,110,146,19-36,3.4,-13,19,-0.7,0-0,4,2,2,11:09,99,1,1,Kent State,away,7,242482294,2004,2,regular
2,2,42,0,4,2,9,22,10-21,0-1,437,244,18-30,7.4,214,60,3.6,0-0,1,0,1,25:10,54,1,2,Iowa,home,39,242482294,2004,2,regular
0,1,158,0,5,0,4,13,7-16,0-1,250,225,19-40,5.4,33,25,1.3,0-0,7,2,5,17:23,18,0,1,Miami (OH),away,10,242480130,2004,2,regular
2,3,57,0,4,2,7,14,8-17,0-1,274,172,16-28,5.7,115,40,2.9,0-0,1,0,1,19:24,203,1,5,Michigan,home,43,242480130,2004,2,regular
2,0,,,,0,6,11,5-18,1-3,238,162,17-37,4.4,76,26,2.9,0-0,0,0,0,16:20,5,0,2,Cincinnati,away,6,242480194,2004,2,regular
0,1,0,0,1,2,9,21,6-13,0-1,462,249,16-29,8.3,220,43,5.1,0-0,4,2,2,20:27,,,,Ohio State,home,27,242480194,2004,2,regular
0,1,,,,2,3,16,7-15,0-0,406,312,24-38,8.2,94,21,4.5,0-0,1,1,0,14:33,,,,Toledo,away,21,242480135,2004,2,regular
1,7,49,0,6,2,9,31,6-12,3-4,704,289,11-13,22.2,415,68,6.1,0-0,0,0,0,22:09,,,,Minnesota,home,63,242480135,2004,2,regular
0,0,0,0,1,0,,12,3-15,1-3,197,179,15-26,6.0,40,32,1.3,0-0,3,1,2,21:14,,,,Syracuse,away,0,242492509,2004,2,regular
1,2,1,0,5,5,9,25,10-17,2-2,571,334,17-32,10.4,237,41,5.8,0-0,0,0,0,15:28,19,0,2,Purdue,home,51,242492509,2004,2,regular
2,0,0,0,1,1,4,23,6-15,0-2,389,311,23-43,6.4,114,34,3.4,0-0,2,0,2,18:25,,,,Central Michigan,away,10,242480084,2004,2,regular
0,3,32,0,4,1,5,19,10-14,0-1,334,131,11-17,7.7,203,51,4.0,0-0,2,2,0,18:15,98,1,2,Indiana,home,41,242480084,2004,2,regular
0,2,-1,0,2,4,10,22,6-14,0-0,525,375,20-38,9.7,157,36,4.4,0-0,2,1,1,15:36,29,0,1,TCU,home,48,242462628,2004,2,regular
1,2,19,0,3,4,9,32,7-18,2-3,637,513,39-62,8.3,124,38,3.3,0-0,1,0,1,20:32,0,0,1,Northwestern,away,45,242462628,2004,2,regular
0,2,,,,0,2,12,2-13,2-3,260,174,11-24,5.5,128,35,3.7,0-0,2,2,0,15:39,,,,Temple,home,14,242480218,2004,2,regular
2,4,88,1,5,1,,27,4-12,2-2,504,218,18-24,9.1,286,57,5.0,0-0,0,0,0,20:05,,,,Virginia,away,44,242480218,2004,2,regular
2,4,7,0,1,0,7,26,3-12,0-1,449,28,2-8,2.9,426,67,6.4,0-0,0,0,0,22:05,29,0,2,Oklahoma State,away,31,242480026,2004,2,regular
0,2,47,0,3,0,8,20,7-15,0-0,443,252,16-36,7.0,191,33,5.8,0-0,4,2,2,14:34,,,,UCLA,home,20,242480026,2004,2,regular
1,1,3,0,3,1,5,11,5-13,0-0,262,142,13-21,6.0,137,35,3.9,0-0,2,1,1,17:25,128,2,4,Fresno State,away,35,242490264,2004,2,regular
1,2,0,0,4,0,4,20,7-21,1-5,360,201,21-48,4.0,170,41,4.1,0-0,5,1,4,19:16,15,0,1,Washington,home,16,242490264,2004,2,regular
0,1,100,0,4,0,3,17,3-18,0-0,283,208,21-44,4.5,87,31,2.8,0-0,5,1,4,16:43,,,,UTEP,away,9,242460009,2004,2,regular
1,0,52,0,7,3,11,26,5-16,0-1,487,378,23-44,8.1,131,42,3.1,0-0,1,0,1,19:45,81,1,3,Arizona State,home,41,242460009,2004,2,regular
0,0,1,0,2,0,3,11,3-15,0-1,268,164,15-24,6.5,111,37,3.0,0-0,0,0,0,19:48,,,,San José State,away,3,242480024,2004,2,regular
0,4,29,0,5,2,5,23,7-15,1-1,465,347,20-33,10.1,132,39,3.4,0-0,0,0,0,16:51,,,,Stanford,home,43,242480024,2004,2,regular
0,1,16,0,1,1,2,18,10-18,0-0,271,97,9-18,4.9,182,53,3.4,0-0,2,1,1,20:13,,,,Air Force,home,14,242482005,2004,2,regular
1,7,72,0,4,1,8,23,5-10,1-1,573,244,12-18,12.8,342,44,7.8,0-0,0,0,0,16:10,0,0,1,California,away,56,242482005,2004,2,regular
1,0,,,,0,,15,0-0,0-0,280,161,20-37,4.8,104,30,3.5,7-50,4,1,3,15:40,,,,Northern Arizona,away,3,242480012,2004,2,regular
1,2,26,0,2,1,3,18,8-16,1-2,307,176,18-23,7.4,136,42,3.2,0-0,1,1,0,20:53,19,0,3,Arizona,home,21,242480012,2004,2,regular
3,1,9,0,2,2,2,15,4-17,0-1,302,211,16-44,4.8,91,30,3.0,0-0,2,1,1,16:07,0,0,1,LSU,home,22,242480099,2004,2,regular
1,0,26,0,7,3,3,14,6-20,1-2,315,249,26-47,4.9,84,31,2.7,0-0,4,3,1,20:18,7,0,1,Oregon State,away,21,242480099,2004,2,regular
1,2,18,0,4,0,5,18,7-18,0-1,415,256,16-31,7.4,186,43,4.3,0-0,4,1,3,18:20,0,0,2,New Mexico,home,17,242470167,2004,2,regular
1,0,35,0,4,3,3,14,8-18,1-2,271,259,24-38,6.3,31,31,1.0,0-0,3,1,2,18:00,0,0,3,Washington State,away,21,242470167,2004,2,regular
1,0,,,,,,12,0-0,0-0,211,169,29-44,3.8,42,16,2.6,4-25,1,1,0,16:11,,,,Samford,away,7,242480059,2004,2,regular
1,2,16,0,4,2,4,23,4-10,0-0,469,201,14-22,9.1,268,45,6.0,0-0,2,1,1,20:30,,,,Georgia Tech,home,28,242480059,2004,2,regular
0,0,0,0,1,3,5,19,5-17,0-2,381,322,26-51,6.3,59,28,2.1,0-0,3,1,2,19:07,2,0,2,East Carolina,away,23,242480277,2004,2,regular
1,2,95,1,6,1,8,20,1-11,1-1,621,149,6-15,9.5,478,56,8.5,0-0,2,0,2,17:32,0,0,2,West Virginia,home,56,242480277,2004,2,regular
1,0,8,0,3,0,9,12,5-18,0-1,211,183,19-33,4.5,64,33,1.9,0-0,0,0,0,19:02,37,0,1,Ball State,home,11,242462050,2004,2,regular
0,1,37,0,5,1,1,17,6-14,0-2,340,140,12-23,5.9,205,43,4.8,0-0,2,1,1,17:08,,,,Boston College,away,19,242462050,2004,2,regular
0,1,,,,0,4,20,5-13,1-1,295,235,29-36,6.2,72,31,2.3,0-0,3,1,2,17:14,,,,Akron,away,10,242480213,2004,2,regular
1,4,6,0,2,3,6,27,5-10,1-2,545,198,16-23,8.4,352,41,8.6,0-0,0,0,0,18:46,47,0,2,Penn State,home,48,242480213,2004,2,regular
2,0,,,,0,,12,0-0,0-0,220,180,20-42,5.3,-3,35,-0.1,7-41,5,1,4,21:53,,,,Western Illinois,away,17,242480158,2004,2,regular
1,4,58,0,5,4,8,30,5-8,1-2,581,218,16-31,7.0,363,39,9.3,0-0,6,2,4,14:46,114,0,4,Nebraska,home,56,242480158,2004,2,regular
0,1,17,0,3,2,6,23,5-13,0-1,447,404,29-42,9.6,44,28,1.6,0-0,1,0,1,17:38,0,0,1,Colorado State,away,24,242480038,2004,2,regular
0,2,30,0,4,0,9,20,6-13,0-0,372,117,13-25,4.7,255,45,5.7,0-0,1,0,1,18:43,37,1,1,Colorado,home,27,242480038,2004,2,regular
1,1,,,,1,,13,2-8,0-2,259,187,10-21,8.7,77,25,3.1,0-0,0,0,0,12:52,,,,Western Kentucky,away,13,242482306,2004,2,regular
0,3,-1,0,1,0,9,27,13-18,1-2,502,196,14-21,9.3,306,60,5.1,0-0,1,1,0,23:45,,,,Kansas State,home,27,242482306,2004,2,regular
1,0,,,,2,8,21,6-15,1-1,438,360,26-37,9.5,88,36,2.4,0-0,2,1,1,23:14,2,0,1,Arkansas State,away,20,242480142,2004,2,regular
1,3,17,0,2,3,10,26,8-10,0-0,506,252,16-24,10.1,263,34,7.7,0-0,2,1,1,13:31,49,1,1,Missouri,home,52,242480142,2004,2,regular
0,0,7,0,3,0,3,14,3-13,0-0,141,126,11-24,3.8,50,35,1.4,0-0,4,2,2,17:01,0,0,1,Tulsa,away,3,242482305,2004,2,regular
2,1,24,0,4,1,7,10,5-19,0-1,201,107,14-31,3.2,102,36,2.8,0-0,1,0,1,19:00,18,0,2,Kansas,home,21,242482305,2004,2,regular
0,0,,,,,,5,0-0,0-0,99,42,8-19,3.3,36,32,1.1,7-79,0,0,0,13:27,,,,Northern Iowa,away,0,242480066,2004,2,regular
0,1,61,0,7,2,5,27,6-17,1-4,378,183,17-28,6.3,202,56,3.6,0-0,0,0,0,23:13,,,,Iowa State,home,23,242480066,2004,2,regular
0,0,,,,0,,4,1-14,0-0,130,92,10-23,4.0,38,26,1.5,0-0,3,3,0,14:16,,,,North Texas,away,0,242480251,2004,2,regular
3,5,15,0,3,1,17,29,5-13,0-1,673,160,15-22,7.3,513,60,8.6,0-0,0,0,0,22:14,,,,Texas,home,65,242480251,2004,2,regular
0,1,25,0,2,0,7,20,6-17,1-2,322,162,18-37,4.4,160,39,4.1,0-0,3,2,1,17:33,,,,SMU,home,13,242482567,2004,2,regular
2,0,20,0,2,4,3,32,5-15,3-7,537,479,40-66,7.1,67,22,3.0,0-0,0,0,0,19:08,12,0,1,Texas Tech,away,27,242482567,2004,2,regular
0,3,3,0,5,3,5,23,7-16,1-2,582,381,22-31,11.9,212,45,4.7,0-0,0,0,0,20:23,,,,Utah,home,41,242460254,2004,2,regular
0,3,0,0,2,0,3,17,3-16,1-4,437,292,20-43,6.3,167,31,5.4,0-0,0,0,0,16:16,,,,Texas A&M,away,21,242460254,2004,2,regular
1,0,5,0,1,2,6,15,8-16,0-1,269,218,24-41,5.3,51,19,2.7,0-0,1,1,0,12:41,28,1,1,Bowling Green,away,24,242480201,2004,2,regular
1,2,59,0,4,3,10,27,9-18,3-3,496,238,21-31,7.7,258,52,5.0,0-0,2,1,1,23:33,,,,Oklahoma,home,40,242480201,2004,2,regular
5,3,14,0,2,3,8,24,10-14,0-1,516,184,9-17,10.2,343,53,6.5,0-0,2,1,1,18:18,55,1,2,UAB,home,56,242480005,2004,2,regular
1,1,14,0,2,0,2,16,7-16,0-1,278,262,28-43,5.3,50,27,1.9,0-0,8,5,3,17:26,0,0,1,Baylor,away,14,242480005,2004,2,regular
1,1,11,0,3,0,4,13,3-13,1-2,191,46,3-7,4.0,163,55,3.0,0-0,2,1,1,19:22,0,0,1,Rice,home,10,242480242,2004,2,regular
1,0,10,0,2,1,1,15,7-17,1-2,212,267,15-33,6.2,8,32,0.3,0-0,2,1,1,17:37,16,0,1,Houston,away,7,242480242,2004,2,regular
0,0,-3,0,2,0,,13,4-15,1-3,238,184,14-34,5.1,66,26,2.5,0-0,3,1,2,15:31,14,0,1,Kentucky,away,0,242490097,2004,2,regular
1,2,27,0,5,1,4,20,5-15,2-5,439,188,14-21,8.5,261,49,5.3,0-0,1,0,1,21:08,56,1,2,Louisville,home,28,242490097,2004,2,regular
0,1,19,0,1,0,7,15,3-15,0-0,240,204,11-31,5.9,58,33,1.8,0-0,0,0,0,15:36,0,0,1,Ole Miss,home,13,242480145,2004,2,regular
0,1,62,0,7,1,,24,8-18,0-1,392,266,21-43,6.2,126,44,2.9,0-0,1,0,1,21:02,,,,Memphis,away,20,242480145,2004,2,regular
0,3,24,0,5,1,4,20,8-16,1-1,310,119,10-20,5.6,199,47,4.2,0-0,0,0,0,19:05,0,0,1,Mississippi State,home,28,242480344,2004,2,regular
0,0,19,0,3,1,1,12,6-16,0-1,205,144,16-31,4.4,70,29,2.4,0-0,2,0,2,17:18,,,,Tulane,away,7,242480344,2004,2,regular
2,2,6,0,3,0,5,16,6-18,0-2,261,206,13-27,7.3,65,42,1.5,0-0,2,0,2,19:07,0,0,1,Troy,away,17,242480276,2004,2,regular
0,0,9,0,2,1,9,11,4-14,0-0,177,197,14-28,5.4,25,34,0.7,0-0,3,2,1,18:11,42,0,2,Marshall,home,15,242480276,2004,2,regular
1,0,11,0,2,1,5,15,3-16,1-2,276,287,26-47,5.6,11,21,0.5,0-0,1,1,0,16:19,38,1,1,Notre Dame,away,17,242480252,2004,2,regular
1,1,26,0,4,1,8,12,7-19,0-0,285,299,22-33,8.0,22,35,0.6,0-0,2,1,1,20:36,,,,BYU,home,20,242480252,2004,2,regular
1,0,,,,1,1,15,0-0,0-0,230,176,16-31,6.5,30,32,0.9,8-81,5,2,3,13:16,,,,Appalachian State,away,7,242482751,2004,2,regular
2,3,92,1,6,2,15,25,5-18,2-4,537,282,18-32,8.5,266,51,5.2,0-0,1,1,0,23:24,33,0,3,Wyoming,home,53,242482751,2004,2,regular
1,1,,,,0,3,22,0-0,0-0,398,345,37-69,5.1,46,17,2.7,6-50,4,1,3,15:08,,,,Idaho State,away,21,242480021,2004,2,regular
1,2,44,0,5,2,8,27,5-17,1-4,581,297,21-41,7.1,290,51,5.7,0-0,3,1,2,21:32,15,0,3,San Diego State,home,38,242480021,2004,2,regular
1,3,27,0,1,3,6,30,4-10,0-0,513,252,17-27,8.9,272,45,6.0,0-0,2,2,0,20:33,1,0,1,Tennessee,home,42,242492633,2004,2,regular
2,2,-12,0,3,0,5,20,5-13,0-0,339,195,13-25,7.0,164,37,4.4,0-0,2,1,1,17:37,,,,UNLV,away,17,242492633,2004,2,regular
4,4,9,1,2,2,9,25,10-16,0-1,548,327,18-24,13.6,221,54,4.1,0-0,0,0,0,20:17,,,,Arkansas,home,63,242480008,2004,2,regular
0,0,6,0,1,2,,13,3-13,0-0,216,176,17-26,6.2,55,29,1.9,0-0,4,4,0,16:24,,,,New Mexico State,away,13,242480008,2004,2,regular
1,8,153,1,6,0,11,27,5-10,2-2,572,333,16-22,14.5,254,47,5.4,0-0,3,2,1,17:00,20,0,1,Boise State,home,65,242480068,2004,2,regular
2,1,,,,0,1,11,3-16,0-2,212,121,13-29,3.1,121,33,3.7,0-0,2,1,1,19:23,17,0,1,Idaho,away,7,242480068,2004,2,regular
0,3,21,0,4,2,12,21,4-12,0-0,460,231,16-22,9.3,255,44,5.8,0-0,0,0,0,20:04,57,1,2,Alabama,home,48,242480333,2004,2,regular
0,0,-3,0,2,2,5,13,4-14,0-1,266,218,17-34,6.0,61,25,2.4,0-0,2,0,2,16:36,,,,Utah State,away,17,242480333,2004,2,regular
0,1,,,,0,2,10,0-0,0-0,167,91,7-19,4.8,76,39,1.9,2-20,1,0,1,17:07,,,,Murray State,away,14,242480041,2004,2,regular
0,1,74,0,6,5,10,23,7-15,2-2,530,386,20-32,12.1,144,40,3.6,0-0,2,0,2,19:32,16,1,1,Connecticut,home,52,242480041,2004,2,regular
4,0,12,0,2,3,3,19,2-14,3-4,251,305,23-38,6.4,7,34,0.2,0-0,3,3,0,18:42,17,0,1,Nevada,away,21,242502348,2004,2,regular
3,5,28,0,7,0,8,18,5-14,0-0,434,158,8-16,9.3,285,47,6.1,0-0,5,4,1,18:06,,,,Louisiana Tech,home,38,242502348,2004,2,regular
0,3,,,,1,4,24,0-0,0-0,348,46,6-15,3.6,294,63,4.7,2-10,2,1,1,23:10,,,,Georgia Southern,away,28,242480061,2004,2,regular
1,4,89,1,2,1,12,20,3-8,0-0,422,236,11-22,10.5,191,31,6.2,0-0,0,0,0,13:31,0,0,1,Georgia,home,48,242480061,2004,2,regular
1,1,0,0,2,0,,18,4-11,0-0,306,286,24-38,7.1,36,22,1.6,0-0,4,2,2,13:26,,,,Vanderbilt,home,6,242480238,2004,2,regular
2,2,63,0,5,1,7,26,7-14,0-1,453,202,13-20,9.2,269,57,4.7,0-0,1,1,0,23:14,98,1,2,South Carolina,away,31,242480238,2004,2,regular
2,0,16,0,2,0,0,12,2-12,2-2,239,99,17-23,4.3,140,35,4.0,0-0,4,2,2,18:11,42,0,1,Louisiana Monroe,away,0,242480002,2004,2,regular
2,2,2,0,1,2,7,21,9-15,0-0,380,196,14-24,7.8,194,41,4.7,0-0,3,2,1,18:29,0,0,1,Auburn,home,31,242480002,2004,2,regular
1,0,,,,1,2,17,0-0,0-0,289,191,23-39,5.7,67,29,2.3,4-28,3,2,1,15:11,,,,VMI,away,14,242480195,2004,2,regular
2,1,47,0,4,3,6,21,7-16,2-4,459,249,14-25,9.2,230,52,4.4,0-0,1,1,0,21:30,41,1,1,Ohio,home,42,242480195,2004,2,regular
1,0,,,,0,,11,0-0,0-0,222,125,9-25,5.4,86,37,2.3,6-33,2,1,1,19:54,,,,UT Martin,away,0,242462711,2004,2,regular
1,1,71,1,4,3,6,18,5-11,0-1,323,245,16-23,9.3,108,38,2.8,0-0,2,1,1,16:45,33,1,1,Western Michigan,home,42,242462711,2004,2,regular
0,2,38,0,3,2,11,25,11-20,1-1,445,311,29-46,6.5,147,39,3.8,0-0,3,0,3,17:46,,,,Florida Atlantic,away,35,242480062,2004,2,regular
0,2,21,0,2,2,4,20,2-15,2-3,329,308,38-66,4.6,27,10,2.7,0-0,0,0,0,17:06,0,0,3,Hawai'i,home,28,242480062,2004,2,regular
1,0,,,,1,,17,0-0,0-0,343,158,16-31,5.4,177,40,4.4,6-35,4,3,1,18:13,,,,Northwestern State,away,7,242480309,2004,2,regular
3,1,,,,1,2,16,6-15,0-1,288,180,17-26,6.8,112,42,2.7,0-0,2,1,1,18:27,14,0,1,Louisiana,home,14,242480309,2004,2,regular
1,1,,,,,6,14,0-0,0-0,284,165,20-29,6.1,108,32,3.4,3-13,4,1,3,16:38,,,,Northeastern,away,24,242552426,2004,3,regular
1,4,1,0,3,0,4,17,5-14,2-2,336,48,2-6,6.0,300,58,5.2,0-0,3,1,2,19:58,11,0,3,Navy,home,28,242552426,2004,3,regular
1,3,,,,0,2,19,3-11,1-3,346,201,16-27,7.0,158,37,4.3,0-0,2,2,0,16:10,,,,Temple,away,22,242550120,2004,3,regular
2,3,26,0,4,2,9,26,10-16,1-1,471,289,18-28,9.6,203,49,4.1,0-0,1,1,0,20:30,,,,Maryland,home,45,242550120,2004,3,regular
1,1,13,0,3,0,10,16,6-16,1-2,402,303,23-34,8.5,112,35,3.2,0-0,2,1,1,20:32,27,1,1,Connecticut,home,22,242550041,2004,3,regular
1,0,5,0,1,1,8,12,6-13,1-1,245,206,16-29,6.3,61,32,1.9,0-0,2,1,1,16:27,62,1,1,Duke,away,20,242550041,2004,3,regular
1,7,21,0,3,0,1,27,5-9,2-2,549,250,13-16,15.6,299,48,6.2,0-0,0,0,0,17:57,12,0,1,Virginia,home,56,242550258,2004,3,regular
0,1,,,,2,4,19,4-11,1-2,434,305,19-24,12.5,135,35,3.9,0-0,2,1,1,18:42,,,,North Carolina,away,24,242550258,2004,3,regular
1,1,,,,1,5,17,5-14,0-0,469,233,20-40,5.8,236,23,10.3,0-0,2,0,2,15:45,7,0,1,East Carolina,home,17,242550151,2004,3,regular
0,2,9,0,1,2,7,24,11-17,0-1,584,349,16-21,16.4,240,57,4.2,0-0,2,1,1,20:55,6,0,2,Wake Forest,away,31,242550151,2004,3,regular
0,0,43,0,4,4,4,24,4-17,1-2,363,307,20-36,7.0,112,48,2.3,0-0,1,0,1,20:02,4,0,2,Georgia Tech,away,28,242550228,2004,3,regular
0,2,8,0,4,1,6,19,4-15,0-2,487,262,20-43,6.4,212,31,6.8,0-0,2,0,2,16:29,0,0,1,Clemson,home,24,242550228,2004,3,regular
0,0,29,0,2,0,1,14,6-19,0-1,329,105,10-30,3.1,236,44,5.4,0-0,0,0,0,19:02,,,,Central Michigan,away,7,242550127,2004,3,regular
0,2,32,0,6,1,6,18,4-14,1-2,405,192,10-22,8.7,213,44,4.8,0-0,0,0,0,17:15,,,,Michigan State,home,24,242550127,2004,3,regular
2,2,0,0,1,3,5,26,3-10,1-2,481,216,14-21,9.9,273,47,5.8,0-0,1,0,1,17:45,0,0,1,UCLA,away,35,242550356,2004,3,regular
0,0,,,,1,5,22,8-16,1-3,456,254,23-38,6.5,208,41,5.1,0-0,3,2,1,18:55,0,0,1,Illinois,home,17,242550356,2004,3,regular
0,0,0,0,1,0,3,11,1-13,0-1,174,113,13-29,3.5,72,27,2.7,0-0,0,0,0,14:35,0,0,1,UNLV,away,3,242550275,2004,3,regular
0,0,68,0,7,1,2,16,5-17,1-3,276,138,14-24,5.5,145,44,3.3,0-0,1,0,1,21:44,,,,Wisconsin,home,18,242550275,2004,3,regular
0,0,27,0,5,1,4,16,2-16,1-2,236,181,15-30,5.7,66,34,1.9,0-0,0,0,0,17:29,3,0,1,Iowa State,away,10,242552294,2004,3,regular
0,1,25,0,4,1,5,16,5-15,0-0,305,257,16-22,10.0,85,44,1.9,0-0,1,0,1,19:28,,,,Iowa,home,17,242552294,2004,3,regular
2,2,98,0,8,2,4,13,3-12,0-1,313,178,10-21,8.5,135,40,3.4,0-0,4,1,3,16:42,2,0,1,Notre Dame,home,28,242550087,2004,3,regular
1,0,7,0,2,1,12,15,6-18,0-0,296,258,25-40,6.0,56,30,1.9,0-0,3,2,1,19:58,9,0,3,Michigan,away,20,242550087,2004,3,regular
2,1,48,0,2,1,3,19,6-17,0-1,290,159,22-35,4.0,150,44,3.4,0-0,0,0,0,21:38,16,0,2,Marshall,away,21,242550194,2004,3,regular
0,0,21,0,4,3,6,15,2-10,0-0,403,335,18-33,9.8,79,26,3.0,0-0,4,2,2,14:57,,,,Ohio State,home,24,242550194,2004,3,regular
1,0,,,,,,26,0-0,0-0,480,348,33-59,6.3,108,30,3.6,10-76,2,0,2,20:37,,,,Illinois State,away,21,242550135,2004,3,regular
0,3,29,0,3,2,7,23,2-10,0-0,509,213,11-23,9.0,303,42,7.2,0-0,1,1,0,16:04,22,0,2,Minnesota,home,37,242550135,2004,3,regular
0,0,,,,1,1,13,5-15,1-1,197,161,11-16,7.9,71,37,1.9,0-0,0,0,0,17:14,,,,Ball State,away,7,242552509,2004,3,regular
0,3,37,0,3,5,11,34,4-7,0-1,599,368,26-30,12.3,231,42,5.5,0-0,0,0,0,19:26,,,,Purdue,home,59,242552509,2004,3,regular
1,0,22,0,6,3,6,21,5-15,0-2,495,334,24-45,7.0,178,33,5.4,0-0,7,4,3,17:06,0,0,1,Oregon,home,24,242552483,2004,3,regular
4,0,1,0,4,1,12,12,3-17,0-1,198,97,6-18,3.9,127,53,2.4,0-0,2,1,1,19:17,15,0,3,Indiana,away,30,242552483,2004,3,regular
1,0,67,0,4,3,12,23,6-16,1-1,431,307,19-36,8.1,139,41,3.4,0-0,0,0,0,18:50,,,,Arizona State,away,30,242550077,2004,3,regular
0,3,6,0,2,0,3,25,4-14,0-2,463,248,21-38,6.0,235,42,5.6,0-0,1,1,0,17:50,,,,Northwestern,home,21,242550077,2004,3,regular
2,0,1,0,3,0,,14,3-14,1-1,281,277,19-35,6.7,48,27,1.8,0-0,7,3,4,16:08,,,,Colorado State,away,0,242550030,2004,3,regular
3,4,19,0,6,2,7,32,7-13,2-2,553,231,20-31,7.5,322,45,7.2,0-0,2,2,0,20:32,65,0,4,USC,home,49,242550030,2004,3,regular
3,1,16,0,2,0,4,21,9-20,0-1,329,305,28-56,5.1,41,27,1.5,0-0,8,4,4,17:38,,,,BYU,away,10,242550024,2004,3,regular
4,0,9,0,1,3,13,21,8-18,0-0,369,332,20-42,7.1,72,35,2.1,0-0,3,3,0,18:51,15,0,4,Stanford,home,37,242550024,2004,3,regular
2,1,,,,1,,14,4-13,0-0,212,192,14-23,7.6,37,36,1.0,0-0,0,0,0,17:50,,,,New Mexico State,away,14,242550025,2004,3,regular
0,4,8,0,4,2,3,30,8-11,0-0,611,275,21-28,9.8,336,41,8.2,0-0,2,2,0,18:51,,,,California,home,41,242550025,2004,3,regular
3,1,13,0,3,2,5,18,7-13,0-0,326,181,12-22,7.7,156,38,4.1,0-0,0,0,0,17:01,0,0,1,Utah,away,23,242550012,2004,3,regular
0,0,11,0,4,0,6,18,5-12,0-1,312,208,19-25,7.9,114,33,3.5,0-0,4,3,1,19:24,,,,Arizona,home,6,242550012,2004,3,regular
0,1,17,0,2,4,17,29,6-17,3-3,492,262,21-35,7.0,246,52,4.7,0-0,1,0,1,23:46,74,1,4,Boise State,home,53,242540068,2004,3,regular
