fumblesRecovered,rushingTDs,puntReturnYards,puntReturnTDs,puntReturns,passingTDs,kickingPoints,firstDowns,thirdDownEff,fourthDownEff,totalYards,netPassingYards,completionAttempts,yardsPerPass,rushingYards,rushingAttempts,yardsPerRushAttempt,totalPenaltiesYards,turnovers,fumblesLost,interceptions,possessionTime,interceptionYards,interceptionTDs,passesIntercepted,team,home_away,points,game_id,season,week,season_type
0,2,2,0,4,1,3,17,5-15,0-0,308,151,11-20,6.8,172,47,3.7,0-0,0,0,0,21:02,,,,Buffalo,away,21,242832006,2004,7,regular
0,3,77,0,7,2,8,16,5-12,0-0,374,221,13-23,8.8,172,28,6.1,0-0,0,0,0,15:05,,,,Akron,home,44,242832006,2004,7,regular
2,0,6,0,1,4,9,17,3-9,0-0,397,363,24-43,8.4,34,17,2.0,0-0,5,2,3,13:01,,,,Western Michigan,home,33,242832711,2004,7,regular
2,5,0,0,1,3,11,36,6-12,1-2,649,324,25-29,10.3,350,64,5.5,0-0,2,2,0,23:38,16,0,3,Toledo,away,59,242832711,2004,7,regular
0,2,8,0,3,2,7,25,8-16,1-1,537,390,30-46,8.5,147,34,4.3,0-0,1,1,0,19:06,,,,Eastern Michigan,away,31,242832050,2004,7,regular
1,2,,,,1,6,24,5-14,0-1,409,297,21-39,6.8,142,35,4.1,0-0,0,0,0,17:12,,,,Ball State,home,24,242832050,2004,7,regular
0,1,0,0,3,1,6,11,4-14,0-0,277,191,12-23,8.0,92,37,2.5,0-0,2,2,0,15:25,35,1,2,UTEP,away,24,242830278,2004,7,regular
2,2,21,0,8,1,3,16,7-19,1-2,321,137,20-36,3.5,195,39,5.0,0-0,2,0,2,21:17,,,,Fresno State,home,21,242830278,2004,7,regular
1,0,3,0,1,1,4,15,4-12,0-3,325,229,17-29,7.2,116,32,3.6,0-0,3,1,2,14:21,,,,SMU,away,10,242830242,2004,7,regular
1,6,18,0,3,0,6,23,8-17,3-4,501,5,1-5,1.0,496,77,6.4,0-0,1,1,0,22:19,40,0,2,Rice,home,44,242830242,2004,7,regular
1,2,1,0,4,0,9,20,4-12,0-1,334,130,11-20,6.5,204,44,4.6,0-0,0,0,0,18:35,,,,Notre Dame,away,27,242902426,2004,8,regular
0,1,28,0,4,0,3,17,8-15,0-2,260,65,3-6,7.3,216,61,3.5,0-0,1,1,0,18:01,,,,Navy,home,9,242902426,2004,8,regular
0,1,24,0,6,0,7,18,7-18,0-0,303,208,13-30,6.9,95,45,2.1,0-0,1,1,0,19:29,,,,NC State,away,13,242900120,2004,8,regular
1,0,10,0,2,0,3,5,2-17,0-1,91,55,7-19,1.3,67,37,1.8,0-0,0,0,0,17:11,,,,Maryland,home,3,242900120,2004,8,regular
2,1,33,0,3,2,6,17,3-11,0-1,330,147,11-21,7.0,183,38,4.8,0-0,3,1,2,17:18,,,,Georgia Tech,home,24,242900059,2004,8,regular
1,0,,,,0,1,13,3-16,0-0,184,140,11-23,4.3,84,40,2.1,0-0,2,2,0,19:22,0,0,2,Duke,away,7,242900059,2004,8,regular
1,2,23,0,4,4,8,35,6-11,0-0,669,383,31-40,9.5,288,46,6.3,0-0,2,1,1,21:14,0,0,1,Utah,home,46,242900254,2004,8,regular
1,2,0,0,1,0,4,14,4-14,1-2,221,181,16-34,5.1,48,27,1.8,0-0,2,1,1,15:26,2,0,1,North Carolina,away,16,242900254,2004,8,regular
0,1,1,0,2,0,,13,2-13,0-0,139,243,16-31,5.1,-20,30,-0.7,0-0,1,0,1,17:24,53,0,2,Utah State,away,6,242900228,2004,8,regular
0,4,86,0,4,0,5,20,5-15,1-1,379,180,15-24,7.5,200,48,4.2,0-0,2,0,2,19:15,30,0,1,Clemson,home,35,242900228,2004,8,regular
1,0,,,,2,5,16,1-13,1-4,313,231,11-33,6.4,102,29,3.5,0-0,2,0,2,13:00,29,0,2,Minnesota,away,17,242900127,2004,8,regular
0,3,2,0,4,3,15,31,10-15,0-0,636,312,21-32,9.8,324,52,6.2,0-0,3,1,2,22:43,6,0,2,Michigan State,home,51,242900127,2004,8,regular
1,3,14,0,2,1,4,23,8-20,2-4,408,122,14-27,4.2,294,61,4.8,0-0,2,0,2,22:35,58,0,3,Michigan,away,30,242900356,2004,8,regular
0,1,,,,1,5,19,4-16,1-2,254,163,20-40,3.9,98,30,3.3,0-0,4,1,3,14:05,100,0,2,Illinois,home,19,242900356,2004,8,regular
0,1,15,0,4,1,5,26,9-18,1-1,367,260,25-45,5.2,132,40,3.3,0-0,4,3,1,19:53,44,0,1,Purdue,home,17,242902509,2004,8,regular
3,1,4,0,2,1,2,16,6-14,0-0,295,211,17-32,6.6,84,30,2.8,0-0,1,0,1,16:42,16,0,1,Wisconsin,away,20,242902509,2004,8,regular
1,0,,,,1,1,12,3-13,0-1,177,159,14-26,5.8,27,29,0.9,0-0,3,2,1,15:20,,,,Ohio State,away,7,242902294,2004,8,regular
2,1,,,,3,9,24,6-16,0-1,448,341,26-39,8.5,117,37,3.2,0-0,1,1,0,20:36,0,0,1,Iowa,home,33,242902294,2004,8,regular
0,3,68,0,7,1,10,23,4-12,1-1,470,284,21-27,10.3,192,39,4.9,0-0,0,0,0,18:40,3,0,1,Florida State,home,36,242900052,2004,8,regular
0,0,28,0,3,0,,18,6-15,0-0,281,297,26-38,6.9,20,29,0.7,0-0,1,0,1,17:32,,,,Virginia,away,3,242900052,2004,8,regular
1,1,8,0,1,0,1,13,5-17,2-4,243,264,23-39,5.6,24,30,0.8,0-0,2,0,2,18:31,,,,Arizona State,away,7,242900030,2004,8,regular
0,1,49,0,5,5,9,23,3-9,0-2,446,311,17-28,10.8,145,38,3.8,0-0,1,1,0,18:07,41,0,2,USC,home,45,242900030,2004,8,regular
1,2,5,0,2,4,9,26,5-13,1-2,550,265,19-30,8.7,290,43,6.7,0-0,1,1,0,20:36,,,,California,home,45,242900025,2004,8,regular
1,0,44,0,4,4,4,19,3-13,1-3,378,309,20-36,8.3,79,30,2.6,0-0,1,1,0,16:11,,,,UCLA,away,28,242900025,2004,8,regular
5,1,0,0,3,1,17,21,8-20,0-0,387,298,26-40,7.2,101,36,2.8,0-0,3,3,0,21:35,0,0,3,Oregon State,away,29,242900264,2004,8,regular
3,0,23,0,5,2,2,18,6-15,1-2,345,241,13-36,6.2,121,35,3.5,0-0,8,5,3,15:04,,,,Washington,home,14,242900264,2004,8,regular
0,1,77,0,5,1,5,19,4-14,0-2,437,273,18-36,7.1,180,36,5.0,0-0,4,1,3,17:04,3,0,1,Washington State,home,17,242900265,2004,8,regular
1,1,4,0,3,1,11,19,3-14,0-0,383,256,16-33,7.4,139,41,3.4,0-0,1,0,1,19:36,11,0,3,Stanford,away,23,242900265,2004,8,regular
0,3,90,0,4,1,4,21,7-14,0-2,492,338,21-30,11.2,156,42,3.7,0-0,2,2,0,19:40,1,0,3,Oregon,home,28,242902483,2004,8,regular
2,1,3,0,2,0,2,16,4-15,1-2,266,175,14-34,4.6,110,33,3.3,0-0,3,0,3,16:59,,,,Arizona,away,14,242902483,2004,8,regular
1,0,8,0,2,2,5,20,5-18,1-3,423,385,32-53,6.9,56,32,1.8,0-0,3,3,0,21:06,,,,Boston College,away,17,242900221,2004,8,regular
3,2,20,0,5,0,8,14,4-16,1-1,308,131,12-27,4.9,177,42,4.2,0-0,1,1,0,15:34,,,,Pittsburgh,home,20,242900221,2004,8,regular
1,0,4,0,2,0,6,17,6-19,0-1,360,248,21-39,5.6,141,41,3.4,0-0,6,4,2,19:33,17,0,4,Temple,away,6,242900164,2004,8,regular
4,0,7,0,1,1,10,10,3-15,0-0,283,204,18-31,6.2,90,32,2.8,0-0,5,1,4,16:23,5,0,1,Rutgers,home,16,242900164,2004,8,regular
1,0,9,0,1,2,7,17,6-20,1-3,365,277,24-47,5.7,97,32,3.0,0-0,3,0,3,17:41,21,0,1,Connecticut,home,19,242870041,2004,8,regular
0,2,20,0,3,1,7,20,5-12,0-0,462,152,12-20,6.9,324,49,6.6,0-0,2,1,1,18:59,61,1,3,West Virginia,away,31,242870041,2004,8,regular
0,1,4,0,3,0,9,22,6-17,0-0,400,309,25-40,7.5,100,38,2.6,0-0,3,2,1,19:26,,,,Baylor,away,27,242900158,2004,8,regular
2,3,17,0,2,5,11,19,6-13,2-3,511,349,13-20,17.1,169,42,4.0,0-0,0,0,0,16:29,44,0,1,Nebraska,home,59,242900158,2004,8,regular
0,0,58,0,6,1,2,24,10-21,0-2,403,268,16-33,7.2,164,47,3.5,0-0,4,3,1,18:25,70,1,3,Iowa State,away,14,242900038,2004,8,regular
3,0,43,0,4,1,13,17,6-16,0-0,304,163,18-34,4.8,141,34,4.1,0-0,3,0,3,18:08,7,0,1,Colorado,home,19,242900038,2004,8,regular
3,0,30,0,5,4,7,23,8-17,1-1,405,258,20-31,8.3,149,44,3.4,0-0,1,0,1,19:20,,,,Oklahoma,away,31,242902306,2004,8,regular
0,1,7,0,5,1,3,17,4-14,0-1,247,274,21-41,6.0,1,25,0.0,0-0,3,3,0,17:21,27,1,1,Kansas State,home,21,242902306,2004,8,regular
0,3,6,0,2,0,4,15,3-12,0-0,299,119,8-20,5.3,193,39,4.9,0-0,3,1,2,15:35,66,1,2,Texas,home,28,242900251,2004,8,regular
1,2,6,0,3,1,2,18,7-20,1-4,358,205,20-34,5.4,173,47,3.7,0-0,2,0,2,21:06,26,0,2,Missouri,away,20,242900251,2004,8,regular
0,2,0,0,3,1,2,24,8-17,1-3,384,216,15-26,7.8,182,53,3.4,0-0,2,2,0,21:35,,,,Oklahoma State,home,20,242900197,2004,8,regular
2,3,5,0,2,2,6,20,7-14,1-2,479,288,19-25,11.5,191,38,5.0,0-0,0,0,0,15:05,,,,Texas A&M,away,36,242900197,2004,8,regular
1,2,66,0,8,1,9,13,5-13,0-1,334,83,4-9,8.0,262,51,5.1,0-0,1,0,1,21:11,31,0,1,Alabama,home,27,242900333,2004,8,regular
0,0,3,0,1,0,3,12,2-13,1-1,171,29,6-23,1.0,148,37,4.0,0-0,2,1,1,15:29,0,0,1,Southern Mississippi,away,3,242900333,2004,8,regular
1,1,94,1,4,3,11,21,4-12,1-2,431,313,25-37,8.3,123,33,3.7,0-0,1,0,1,18:21,6,0,1,Miami,home,41,242882390,2004,8,regular
0,2,4,0,3,3,8,24,9-19,2-2,507,308,24-36,8.1,214,41,5.2,0-0,2,1,1,18:19,0,0,1,Louisville,away,38,242882390,2004,8,regular
1,0,11,0,1,3,6,17,5-15,0-1,321,252,16-35,6.6,90,34,2.6,0-0,1,0,1,19:13,16,0,1,Tulane,away,24,242900235,2004,8,regular
0,3,92,1,5,3,,26,7-12,0-0,483,226,23-31,7.3,257,42,6.1,0-0,2,1,1,17:27,37,0,1,Memphis,home,49,242900235,2004,8,regular
1,1,7,0,2,1,5,13,1-15,1-1,235,156,13-34,3.6,113,34,3.3,0-0,3,0,3,16:23,4,0,1,Kent State,home,17,242902309,2004,8,regular
0,1,43,0,2,2,9,14,6-19,0-3,239,222,15-35,5.7,41,41,1.0,0-0,2,1,1,20:01,17,0,3,Marshall,away,27,242902309,2004,8,regular
2,4,14,0,3,1,5,25,5-14,2-2,483,139,10-23,5.0,367,53,6.9,0-0,2,1,1,19:37,,,,South Florida,home,35,242900058,2004,8,regular
1,5,5,0,2,1,4,19,6-12,1-1,444,211,16-27,7.5,242,37,6.5,0-0,2,2,0,17:03,21,0,1,Army,away,42,242900058,2004,8,regular
0,2,0,0,1,1,5,23,6-16,1-3,458,376,24-38,9.0,115,41,2.8,0-0,0,0,0,20:10,0,0,1,TCU,away,25,242890005,2004,8,regular
0,0,9,0,1,5,11,20,5-11,0-1,473,342,15-24,14.0,136,33,4.1,0-0,1,0,1,16:30,,,,UAB,home,41,242890005,2004,8,regular
2,0,67,0,6,1,7,17,7-17,1-2,322,236,23-40,5.5,103,37,2.8,0-0,4,0,4,19:36,8,0,1,Wyoming,away,13,242900252,2004,8,regular
0,2,4,0,4,1,6,22,3-13,0-0,416,179,11-26,6.9,237,44,5.4,0-0,3,2,1,17:08,86,0,4,BYU,home,24,242900252,2004,8,regular
2,0,37,0,6,0,9,16,5-16,0-1,366,264,19-41,5.8,128,32,4.0,0-0,3,1,2,16:03,22,0,1,San Diego State,home,17,242900021,2004,8,regular
1,1,4,0,2,1,3,13,4-17,0-0,196,176,17-28,4.8,63,38,1.7,0-0,3,2,1,20:36,83,1,2,Colorado State,away,21,242900021,2004,8,regular
0,0,14,0,5,2,8,19,5-14,1-1,362,218,17-33,6.2,156,36,4.3,0-0,7,5,2,15:23,,,,UNLV,home,20,242902439,2004,8,regular
5,2,10,0,3,1,6,18,4-17,0-0,376,100,14-27,3.4,284,50,5.7,0-0,0,0,0,21:19,0,0,2,New Mexico,away,24,242902439,2004,8,regular
0,4,20,0,3,3,10,24,4-8,1-1,501,360,20-25,14.4,141,32,4.4,0-0,2,1,1,14:25,39,0,2,Florida,home,52,242900057,2004,8,regular
1,0,0,0,1,1,10,19,8-19,1-2,301,261,25-38,5.9,78,37,2.1,0-0,2,0,2,22:15,18,0,1,Middle Tennessee,away,16,242900057,2004,8,regular
0,1,39,0,7,1,7,25,10-20,0-4,522,357,21-49,6.9,183,38,4.8,0-0,3,1,2,16:31,,,,Louisiana,away,25,242900070,2004,8,regular
1,3,10,0,3,1,8,21,6-15,0-1,447,209,21-28,7.0,250,41,6.1,0-0,0,0,0,19:38,0,0,2,Idaho,home,38,242900070,2004,8,regular
3,1,0,0,2,2,8,17,6-14,0-0,335,174,14-24,7.0,166,42,4.0,0-0,1,1,0,17:48,0,0,2,Akron,away,26,242902116,2004,8,regular
1,1,18,0,4,2,,20,7-16,4-4,370,367,30-41,7.9,48,34,1.4,0-0,5,3,2,18:29,,,,UCF,home,21,242902116,2004,8,regular
0,1,,,,0,7,27,9-21,0-2,285,254,18-42,4.6,92,46,2.0,0-0,0,0,0,20:00,,,,Ball State,away,13,242900189,2004,8,regular
0,2,11,0,2,4,7,22,6-10,0-0,437,302,20-28,10.8,135,31,4.4,0-0,0,0,0,15:40,,,,Bowling Green,home,51,242900189,2004,8,regular
1,0,,,,0,,13,0-0,0-0,199,113,19-38,3.7,60,37,1.6,8-73,5,2,3,17:47,,,,Florida A&M,away,0,242900259,2004,8,regular
2,3,54,0,4,4,14,29,3-8,0-2,483,173,13-21,8.2,310,54,5.7,0-0,1,1,0,18:54,59,1,3,Virginia Tech,home,62,242900259,2004,8,regular
1,0,9,0,2,1,4,21,9-17,0-2,350,297,26-53,5.4,62,31,2.0,0-0,5,1,4,19:27,,,,SMU,home,10,242902567,2004,8,regular
1,3,0,0,2,2,11,19,6-15,1-3,590,313,19-27,11.6,277,40,6.9,0-0,1,1,0,17:12,39,0,4,Louisiana Tech,away,41,242902567,2004,8,regular
0,2,10,0,2,3,6,21,8-13,0-0,412,313,19-29,10.5,107,32,3.3,0-0,1,0,1,14:29,14,0,2,Tulsa,home,42,242900202,2004,8,regular
0,3,46,0,3,2,9,33,10-17,1-2,525,261,18-34,7.7,264,56,4.7,0-0,2,0,2,21:04,3,0,1,Boise State,away,45,242900202,2004,8,regular
1,0,0,0,1,0,3,13,3-13,0-0,187,172,13-23,5.8,53,30,1.8,0-0,0,0,0,16:00,0,0,1,Vanderbilt,away,3,242900061,2004,8,regular
0,2,0,0,2,2,7,26,7-12,1-1,527,254,18-26,9.8,273,47,5.8,0-0,2,1,1,20:40,,,,Georgia,home,33,242900061,2004,8,regular
1,1,22,0,5,0,5,16,4-15,0-0,257,198,14-26,6.5,89,38,2.3,0-0,3,1,2,18:36,34,1,1,Ole Miss,home,17,242900145,2004,8,regular
1,2,9,0,4,1,3,17,8-18,1-1,376,259,16-33,7.8,118,37,3.2,0-0,2,1,1,18:05,,,,Tennessee,away,21,242900145,2004,8,regular
3,1,,,,0,1,18,11-18,0-1,251,184,22-35,4.9,80,35,2.3,0-0,5,4,1,21:22,0,0,2,Kentucky,home,7,242900096,2004,8,regular
4,0,3,0,2,1,6,16,7-14,1-1,318,108,9-16,6.6,213,43,5.0,0-0,5,3,2,18:33,18,0,1,South Carolina,away,12,242900096,2004,8,regular
0,2,20,0,4,3,6,27,5-10,0-0,522,297,17-20,14.9,225,47,4.8,0-0,2,1,1,22:04,,,,Auburn,home,38,242900002,2004,8,regular
1,0,2,0,1,1,2,15,4-12,0-2,337,218,14-29,7.2,128,29,4.4,0-0,0,0,0,14:35,40,0,1,Arkansas,away,20,242900002,2004,8,regular
0,1,10,0,1,0,4,20,2-13,1-4,325,59,7-16,3.6,268,53,5.1,0-0,2,1,1,18:37,29,0,2,Rice,away,10,242902440,2004,8,regular
1,4,13,0,1,1,5,23,8-14,1-2,360,174,16-32,5.3,192,42,4.6,0-0,2,0,2,18:39,0,0,1,Nevada,home,35,242902440,2004,8,regular
2,1,0,0,1,0,1,11,2-11,0-1,165,104,10-19,5.2,67,31,2.2,0-0,1,0,1,12:21,0,0,1,Buffalo,home,7,242902084,2004,8,regular
0,1,2,0,1,2,5,23,9-17,2-3,422,341,25-36,8.5,116,45,2.6,0-0,3,2,1,24:28,0,0,1,Miami (OH),away,25,242902084,2004,8,regular
2,2,,,,1,7,26,5-13,1-2,400,298,26-38,7.5,115,39,2.9,0-0,1,1,0,18:03,0,0,1,Toledo,home,31,242902649,2004,8,regular
1,0,0,0,2,1,3,14,6-17,1-2,230,152,14-31,4.3,98,37,2.6,0-0,3,2,1,18:04,,,,Ohio,away,13,242902649,2004,8,regular
2,1,4,0,1,3,9,22,7-14,0-1,429,244,14-36,6.4,200,34,5.9,0-0,2,1,1,15:00,9,0,2,Eastern Michigan,away,35,242902711,2004,8,regular
1,0,9,0,3,4,7,24,9-18,0-4,413,338,29-48,7.0,75,37,2.0,0-0,4,2,2,21:01,20,0,1,Western Michigan,home,31,242902711,2004,8,regular
1,5,16,0,1,1,6,28,10-16,2-3,479,160,9-15,9.9,331,66,5.0,0-0,0,0,0,21:40,,,,Northern Illinois,home,42,242902459,2004,8,regular
0,0,,,,1,4,15,5-13,0-3,308,125,12-22,5.2,193,36,5.4,0-0,1,1,0,14:24,,,,Central Michigan,away,10,242902459,2004,8,regular
2,2,49,0,4,5,9,28,8-15,1-1,490,326,28-45,7.0,173,42,4.1,0-0,4,0,4,19:39,0,0,2,UTEP,home,51,242902638,2004,8,regular
0,0,0,0,2,2,2,27,2-13,0-4,436,365,32-65,5.5,77,14,5.5,0-0,4,2,2,16:43,30,1,4,Hawai'i,away,20,242902638,2004,8,regular
0,0,11,0,4,1,3,13,4-15,0-2,249,88,6-19,3.8,176,46,3.8,0-0,4,3,1,17:26,,,,Troy,away,9,242902032,2004,8,regular
3,0,27,0,4,1,7,12,5-16,0-0,238,145,11-23,5.0,124,40,3.1,0-0,0,0,0,18:38,5,0,1,Arkansas State,home,13,242902032,2004,8,regular
0,0,1,0,4,1,8,17,4-15,0-0,258,239,25-48,4.5,41,22,1.9,0-0,4,2,2,17:02,0,0,1,Florida International,away,20,242902433,2004,8,regular
2,1,15,0,6,2,4,20,7-19,1-2,392,312,25-41,7.4,89,36,2.5,0-0,1,0,1,19:39,26,0,2,Louisiana Monroe,home,28,242902433,2004,8,regular
0,1,0,0,2,1,1,15,5-13,1-2,258,35,5-5,7.0,223,53,4.2,0-0,0,0,0,18:17,,,,Rice,away,13,242972426,2004,9,regular
0,1,5,0,3,1,2,18,7-14,1-2,342,79,4-15,5.3,263,52,5.1,0-0,0,0,0,18:25,,,,Navy,home,14,242972426,2004,9,regular
0,1,51,0,5,0,4,16,3-16,1-2,206,207,14-31,5.5,36,40,0.9,0-0,0,0,0,17:42,14,0,2,Clemson,home,10,242970228,2004,9,regular
0,1,59,0,8,0,1,13,6-18,0-1,194,126,14-31,3.6,83,37,2.2,0-0,2,0,2,18:58,,,,Maryland,away,7,242970228,2004,9,regular
0,3,12,0,2,1,,29,6-11,0-0,511,185,11-20,8.1,348,61,5.7,0-0,2,2,0,16:55,-2,0,1,Virginia,away,37,242970150,2004,9,regular
2,0,3,0,1,0,4,21,6-14,0-2,337,291,20-32,7.6,95,34,2.8,0-0,1,0,1,19:19,,,,Duke,home,16,242970150,2004,9,regular
0,0,73,0,5,2,8,18,4-18,1-1,332,218,17-39,5.0,138,38,3.6,0-0,4,2,2,18:49,3,0,1,Florida State,away,20,242970154,2004,9,regular
2,0,3,0,6,0,5,12,5-18,0-3,270,158,15-29,4.7,133,45,3.0,0-0,1,0,1,17:02,19,1,2,Wake Forest,home,17,242970154,2004,9,regular
4,0,-3,0,2,5,9,21,7-17,1-2,416,265,15-30,8.8,151,46,3.3,0-0,2,1,1,20:31,0,0,1,Miami,away,45,242970152,2004,9,regular
1,0,5,0,1,4,7,22,2-14,0-3,440,295,20-38,6.8,180,35,5.1,0-0,5,4,1,16:17,0,0,1,NC State,home,31,242970152,2004,9,regular
2,4,6,0,2,2,9,23,6-14,1-1,587,268,11-22,12.2,319,49,6.5,0-0,0,0,0,17:07,0,0,1,Minnesota,home,45,242970135,2004,9,regular
0,0,,,,0,0,17,6-16,0-0,231,193,19-29,5.5,72,33,2.2,0-0,3,2,1,19:33,,,,Illinois,away,0,242970135,2004,9,regular
2,1,10,0,1,1,0,23,5-15,1-2,334,192,16-37,5.0,149,36,4.1,0-0,1,0,1,16:00,0,0,1,Northwestern,away,12,242970275,2004,9,regular
0,2,28,0,5,1,6,19,7-15,1-2,386,181,13-21,8.5,208,53,3.9,0-0,3,2,1,20:31,2,0,1,Wisconsin,home,24,242970275,2004,9,regular
1,0,44,0,5,0,0,6,4-16,1-1,147,112,9-28,3.4,51,29,1.8,0-0,5,1,4,15:37,-4,0,1,Penn State,home,4,242970213,2004,9,regular
1,0,31,0,4,0,6,10,6-20,1-3,168,145,14-31,4.1,42,40,1.0,0-0,2,1,1,20:38,6,0,3,Iowa,away,6,242970213,2004,9,regular
0,1,28,0,4,1,2,13,3-15,0-0,263,239,14-30,7.1,50,33,1.5,0-0,2,1,1,12:38,2,0,1,Purdue,home,14,242972509,2004,9,regular
1,0,54,0,4,1,10,22,6-18,0-0,394,205,22-39,4.9,204,43,4.7,0-0,1,0,1,19:30,0,0,1,Michigan,away,16,242972509,2004,9,regular
0,1,11,0,3,0,1,16,5-14,1-1,242,238,17-28,6.8,53,36,1.5,0-0,1,0,1,17:48,,,,Indiana,away,7,242970194,2004,9,regular
0,1,24,0,4,2,12,21,5-14,1-1,443,164,12-24,6.7,282,43,6.6,0-0,0,0,0,18:33,4,0,1,Ohio State,home,30,242970194,2004,9,regular
1,0,0,0,1,0,0,6,0-14,0-1,113,69,7-28,2.3,50,27,1.9,0-0,3,2,1,12:50,,,,Washington,away,0,242970030,2004,9,regular
2,3,31,0,6,2,8,28,8-18,0-3,453,268,28-48,5.3,197,42,4.7,0-0,2,1,1,23:48,22,0,1,USC,home,38,242970030,2004,9,regular
0,0,-5,0,2,6,10,26,10-21,2-2,536,430,25-51,8.1,121,37,3.3,0-0,3,0,3,18:02,55,0,4,Arizona State,home,48,242970009,2004,9,regular
0,3,19,0,2,2,10,25,5-16,0-1,535,345,30-45,7.2,210,35,6.0,0-0,4,0,4,18:12,17,0,3,UCLA,away,42,242970009,2004,9,regular
0,1,20,0,4,0,10,18,4-15,2-3,424,287,22-33,8.3,149,39,3.8,0-0,2,1,1,19:07,,,,Oregon,away,16,242970024,2004,9,regular
1,0,0,0,1,0,7,20,8-17,0-0,261,338,23-39,6.9,-8,29,-0.3,0-0,0,0,0,17:33,10,0,1,Stanford,home,13,242970024,2004,9,regular
0,0,58,0,3,,0,12,3-15,0-1,245,170,13-32,5.0,86,29,3.0,0-0,2,1,1,16:01,61,0,2,Arizona,home,0,242970012,2004,9,regular
1,2,61,0,6,3,8,27,4-10,0-0,459,268,22-30,8.9,192,41,4.7,0-0,2,0,2,20:11,0,0,1,California,away,38,242970012,2004,9,regular
0,1,13,0,3,1,5,19,1-14,0-1,320,229,15-41,4.9,119,31,3.8,0-0,4,2,2,14:25,0,0,1,Washington State,away,19,242970204,2004,9,regular
2,2,48,0,6,3,8,23,6-20,0-3,441,299,18-40,6.8,171,50,3.4,0-0,1,0,1,21:32,13,0,2,Oregon State,home,38,242970204,2004,9,regular
1,0,23,0,2,3,9,19,3-9,0-0,423,144,7-12,12.0,279,50,5.6,0-0,1,1,0,16:28,,,,West Virginia,home,27,242950277,2004,9,regular
1,1,13,0,3,0,0,20,7-17,1-3,315,266,23-37,6.7,66,36,1.8,0-0,1,1,0,20:13,,,,Syracuse,away,6,242950277,2004,9,regular
1,1,19,0,4,1,5,18,6-17,0-3,407,371,31-57,6.2,56,22,2.5,0-0,6,2,4,15:02,14,0,1,Rutgers,away,17,242970221,2004,9,regular
2,1,15,0,2,3,11,26,4-18,2-2,397,356,27-43,7.4,79,42,1.9,0-0,2,1,1,21:36,94,1,4,Pittsburgh,home,41,242970221,2004,9,regular
0,2,34,0,4,1,5,17,7-15,1-1,335,240,20-33,7.0,104,34,3.1,0-0,2,0,2,19:12,28,0,2,Notre Dame,home,23,242970087,2004,9,regular
0,1,6,0,1,2,6,22,5-15,2-2,445,390,27-41,9.3,62,28,2.2,0-0,2,0,2,17:28,24,0,2,Boston College,away,24,242970087,2004,9,regular
0,3,41,0,4,2,9,20,7-11,0-0,518,260,18-29,9.0,258,34,7.6,0-0,4,3,1,16:13,0,0,1,Connecticut,home,45,242970041,2004,9,regular
3,2,18,0,3,2,7,23,5-17,0-3,475,298,21-44,6.3,199,41,4.9,0-0,1,0,1,20:25,0,0,1,Temple,away,31,242970041,2004,9,regular
5,6,31,0,5,0,9,24,7-16,0-2,418,142,14-23,5.4,294,61,4.8,0-0,2,2,0,23:13,0,0,1,Kansas State,home,45,242972306,2004,9,regular
2,2,0,0,3,0,3,9,2-11,0-0,222,138,3-12,9.7,106,34,3.1,0-0,6,5,1,13:26,,,,Nebraska,away,21,242972306,2004,9,regular
2,2,18,0,2,0,17,25,8-19,1-2,532,300,24-39,7.5,238,46,5.2,0-0,0,0,0,17:15,,,,Texas A&M,home,29,242970245,2004,9,regular
0,1,33,0,2,2,8,22,11-19,0-0,510,370,26-43,8.5,146,36,4.1,0-0,2,2,0,19:24,,,,Colorado,away,26,242970245,2004,9,regular
0,1,1,0,3,1,8,16,7-15,0-1,388,123,7-15,7.3,278,46,6.0,0-0,2,1,1,16:13,33,0,1,Oklahoma State,away,20,242970142,2004,9,regular
1,0,8,0,1,2,5,17,10-19,0-1,264,114,18-29,3.3,168,45,3.7,0-0,1,0,1,20:24,9,0,1,Missouri,home,17,242970142,2004,9,regular
2,1,27,0,8,4,5,23,5-13,0-1,507,407,27-44,8.8,118,31,3.8,0-0,0,0,0,17:49,36,0,2,Oklahoma,home,41,242970201,2004,9,regular
0,0,6,0,3,1,4,11,7-18,0-0,256,209,17-35,5.3,72,34,2.1,0-0,4,2,2,18:38,,,,Kansas,away,10,242970201,2004,9,regular
0,2,38,0,5,0,5,26,8-17,0-2,450,330,31-39,7.9,140,41,3.4,0-0,5,5,0,20:15,,,,Baylor,home,25,242970239,2004,9,regular
5,2,2,0,1,1,2,16,5-13,0-1,257,162,12-20,7.4,109,39,2.8,0-0,1,0,1,16:26,,,,Iowa State,away,26,242970239,2004,9,regular
0,2,0,0,1,1,3,20,4-12,1-4,386,412,34-51,7.9,-17,11,-1.5,0-0,1,0,1,12:36,,,,Texas Tech,home,21,242972641,2004,9,regular
0,5,0,0,1,1,15,32,10-16,0-1,493,142,10-15,9.5,351,71,4.9,0-0,0,0,0,23:52,26,0,1,Texas,away,51,242972641,2004,9,regular
0,0,,,,1,4,14,4-14,1-3,178,234,18-33,5.5,-3,27,-0.1,0-0,2,2,0,14:15,,,,East Carolina,away,10,242972572,2004,9,regular
